Loan_ID,Client_ID,Loan_Type,Principal_Amount,Interest_Rate,Loan_Term_Months,Start_Date,End_Date,Outstanding_Balance,Loan_Status,Default_Status,Created_At
230,305,Línea de Crédito,13905.69,6.0,12,2023-09-08,2024-09-08,0.0,Cerrado,No,2023-09-02 14:49:40
231,306,Hipotecario,344826.35,1.5,240,2024-10-24,2044-10-24,344826.35,Activo,No,2024-10-22 20:21:17
232,307,Automóvil,8649.27,3.8,48,2022-02-13,2026-02-13,0.0,Cerrado,No,2022-02-06 06:26:48
233,307,Línea de Crédito,3233.46,6.0,12,2021-02-26,2022-02-26,0.0,Cerrado,No,2021-02-25 06:20:54
234,307,Automóvil,78463.19,3.8,48,2020-04-28,2024-04-28,0.0,Cerrado,No,2020-04-25 12:55:06
235,308,Automóvil,5224.7,3.8,48,2023-08-17,2027-08-17,0.0,Cerrado,No,2023-08-11 00:11:48
236,309,Hipotecario,272575.02,1.5,240,2024-02-04,2044-02-04,272575.02,Activo,No,2024-02-01 01:07:24
237,309,Personal,5977.34,4.2,60,2025-02-26,2030-02-26,5977.34,Activo,No,2025-02-21 01:15:54
238,317,Hipotecario,330919.41,1.5,240,2023-02-11,2043-02-11,0.0,Cerrado,No,2023-02-10 19:16:57
239,321,Hipotecario,472371.44,1.5,240,2020-06-19,2040-06-19,0.0,Cerrado,No,2020-06-17 14:09:40
240,323,Línea de Crédito,19710.37,6.0,12,2020-06-22,2021-06-22,0.0,Cerrado,No,2020-06-20 21:18:59
241,324,Automóvil,91185.62,3.8,48,2022-11-02,2026-11-02,0.0,Cerrado,No,2022-10-28 00:21:28
242,327,Línea de Crédito,16991.38,6.0,12,2022-01-16,2023-01-16,0.0,Cerrado,No,2022-01-13 22:14:55
243,327,Línea de Crédito,10348.31,6.0,12,2023-02-10,2024-02-10,0.0,Cerrado,Sí,2023-02-08 08:01:49
244,328,Hipotecario,120716.24,1.5,240,2024-12-05,2044-12-05,0.0,Cerrado,No,2024-12-02 19:46:03
245,329,Hipotecario,433612.1,1.5,240,2023-02-13,2043-02-13,0.0,Cerrado,No,2023-02-10 14:13:41
246,330,Personal,13810.53,4.2,60,2020-07-29,2025-07-29,0.0,Cerrado,No,2020-07-23 17:59:33
247,331,Automóvil,63611.95,3.8,48,2022-05-11,2026-05-11,0.0,Cerrado,No,2022-05-06 21:55:30
248,333,Línea de Crédito,4852.2,6.0,12,2025-03-27,2026-03-27,0.0,Cerrado,No,2025-03-21 11:44:30
249,334,Personal,23590.03,4.2,60,2020-10-22,2025-10-22,23590.03,Activo,No,2020-10-15 20:00:37
250,337,Automóvil,25059.59,3.8,48,2021-11-06,2025-11-06,0.0,Cerrado,No,2021-11-03 21:49:20
251,341,Automóvil,14441.86,3.8,48,2021-10-12,2025-10-12,0.0,Cerrado,No,2021-10-08 19:40:20
252,342,Personal,34178.78,4.2,60,2020-08-25,2025-08-25,34178.78,Activo,No,2020-08-23 06:01:25
253,342,Automóvil,80820.92,3.8,48,2023-01-18,2027-01-18,80820.92,Activo,No,2023-01-13 15:36:10
254,344,Hipotecario,329856.99,1.5,240,2020-05-14,2040-05-14,329856.99,Activo,No,2020-05-11 14:49:46
255,345,Automóvil,70505.16,3.8,48,2021-09-13,2025-09-13,70505.16,Activo,No,2021-09-11 03:07:27
256,345,Línea de Crédito,11292.73,6.0,12,2024-08-31,2025-08-31,11292.73,Activo,No,2024-08-29 01:10:39
257,347,Automóvil,5533.46,3.8,48,2020-02-25,2024-02-25,0.0,Cerrado,No,2020-02-24 21:31:59
258,348,Personal,21077.93,4.2,60,2020-02-19,2025-02-19,0.0,Cerrado,No,2020-02-12 01:55:45
259,350,Personal,33975.78,4.2,60,2021-03-18,2026-03-18,0.0,Cerrado,No,2021-03-12 00:55:28
260,352,Automóvil,56440.53,3.8,48,2020-10-18,2024-10-18,56440.53,Activo,No,2020-10-16 19:47:15
261,359,Automóvil,92695.47,3.8,48,2022-09-20,2026-09-20,92695.47,Activo,No,2022-09-15 04:52:54
262,360,Hipotecario,435184.02,1.5,240,2024-05-24,2044-05-24,0.0,Cerrado,No,2024-05-22 00:00:16
263,362,Personal,48522.86,4.2,60,2023-12-04,2028-12-04,0.0,Cerrado,No,2023-12-03 14:20:33
264,364,Personal,16241.5,4.2,60,2020-05-22,2025-05-22,0.0,Cerrado,No,2020-05-16 09:59:26
265,367,Automóvil,46257.17,3.8,48,2020-11-07,2024-11-07,0.0,Cerrado,No,2020-11-04 16:56:19
266,371,Personal,2763.3,4.2,60,2021-04-20,2026-04-20,2763.3,Activo,No,2021-04-13 06:07:24
267,371,Línea de Crédito,16978.16,6.0,12,2021-02-01,2022-02-01,0.0,Cerrado,No,2021-01-30 23:42:25
268,372,Automóvil,9694.38,3.8,48,2022-06-02,2026-06-02,0.0,Cerrado,No,2022-05-29 15:46:22
269,373,Línea de Crédito,2365.68,6.0,12,2024-09-14,2025-09-14,0.0,Cerrado,No,2024-09-10 16:51:38
270,374,Automóvil,28160.96,3.8,48,2022-09-22,2026-09-22,0.0,Cerrado,No,2022-09-19 11:43:35
271,378,Hipotecario,157701.96,1.5,240,2023-11-22,2043-11-22,157701.96,Activo,No,2023-11-21 03:33:00
272,378,Automóvil,58532.2,3.8,48,2022-02-03,2026-02-03,0.0,Cerrado,No,2022-01-27 19:35:07
273,379,Automóvil,26323.15,3.8,48,2021-04-11,2025-04-11,26323.15,Activo,No,2021-04-07 18:27:07
274,380,Automóvil,7118.0,3.8,48,2023-03-11,2027-03-11,0.0,Cerrado,No,2023-03-08 00:54:15
275,382,Automóvil,33702.95,3.8,48,2024-08-10,2028-08-10,33702.95,Activo,No,2024-08-09 01:03:02
276,383,Automóvil,52568.24,3.8,48,2023-08-17,2027-08-17,52568.24,Activo,No,2023-08-13 07:34:42
277,385,Personal,45349.28,4.2,60,2024-06-28,2029-06-28,0.0,Cerrado,No,2024-06-23 02:12:50
278,386,Línea de Crédito,16115.64,6.0,12,2022-08-19,2023-08-19,0.0,Cerrado,Sí,2022-08-17 09:11:18
279,387,Automóvil,45205.66,3.8,48,2022-07-07,2026-07-07,0.0,Cerrado,No,2022-07-02 15:59:16
280,388,Automóvil,90923.37,3.8,48,2020-01-17,2024-01-17,0.0,Cerrado,No,2020-01-14 11:28:29
281,389,Personal,5336.52,4.2,60,2023-03-30,2028-03-30,0.0,Cerrado,No,2023-03-25 18:50:05
282,391,Línea de Crédito,2524.96,6.0,12,2023-06-08,2024-06-08,0.0,Cerrado,No,2023-06-05 13:13:17
283,395,Hipotecario,53031.94,1.5,240,2022-02-27,2042-02-27,53031.94,Activo,No,2022-02-20 22:27:07
284,399,Automóvil,8736.55,3.8,48,2020-02-04,2024-02-04,0.0,Cerrado,No,2020-01-30 10:06:21
285,403,Personal,23655.5,4.2,60,2020-07-28,2025-07-28,0.0,Cerrado,No,2020-07-25 09:36:50
286,404,Automóvil,12508.53,3.8,48,2020-04-08,2024-04-08,0.0,Cerrado,No,2020-04-04 15:07:06
287,405,Personal,22272.41,4.2,60,2024-05-19,2029-05-19,0.0,Cerrado,No,2024-05-14 19:56:24
288,405,Línea de Crédito,11745.99,6.0,12,2022-07-18,2023-07-18,0.0,Cerrado,No,2022-07-11 05:34:36
289,407,Hipotecario,429486.96,1.5,240,2020-01-25,2040-01-25,0.0,Cerrado,No,2020-01-20 05:42:45
290,407,Automóvil,72406.66,3.8,48,2021-04-03,2025-04-03,0.0,Cerrado,No,2021-03-28 14:47:42
291,407,Automóvil,10951.78,3.8,48,2020-07-07,2024-07-07,10951.78,Activo,No,2020-07-03 20:38:57
292,411,Línea de Crédito,7644.34,6.0,12,2021-09-14,2022-09-14,0.0,Cerrado,Sí,2021-09-10 20:25:39
293,411,Hipotecario,183242.45,1.5,240,2020-09-10,2040-09-10,183242.45,Activo,No,2020-09-06 05:56:06
294,412,Hipotecario,232057.76,1.5,240,2025-02-18,2045-02-18,232057.76,Activo,No,2025-02-12 19:50:54
295,412,Automóvil,27457.41,3.8,48,2024-05-23,2028-05-23,27457.41,Activo,No,2024-05-16 14:08:04
296,412,Automóvil,90621.4,3.8,48,2021-12-05,2025-12-05,0.0,Cerrado,No,2021-12-04 07:41:59
297,413,Hipotecario,348551.85,1.5,240,2020-03-13,2040-03-13,348551.85,Activo,No,2020-03-08 03:00:01
298,413,Automóvil,47532.45,3.8,48,2020-11-20,2024-11-20,47532.45,Activo,No,2020-11-16 02:23:12
299,414,Hipotecario,95828.67,1.5,240,2021-10-20,2041-10-20,0.0,Cerrado,No,2021-10-15 07:53:32
300,417,Hipotecario,130001.75,1.5,240,2023-08-17,2043-08-17,0.0,Cerrado,No,2023-08-13 12:19:57
301,417,Línea de Crédito,2995.28,6.0,12,2021-01-29,2022-01-29,2995.28,Activo,No,2021-01-28 06:04:55
302,417,Línea de Crédito,13643.1,6.0,12,2022-01-09,2023-01-09,0.0,Cerrado,No,2022-01-03 18:20:25
303,417,Hipotecario,394127.23,1.5,240,2025-04-21,2045-04-21,0.0,Cerrado,No,2025-04-14 01:48:42
304,418,Personal,25177.71,4.2,60,2022-09-19,2027-09-19,0.0,Cerrado,No,2022-09-18 02:51:12
305,421,Línea de Crédito,9672.72,6.0,12,2020-06-12,2021-06-12,0.0,Cerrado,No,2020-06-06 14:34:38
306,421,Automóvil,49914.6,3.8,48,2020-01-24,2024-01-24,0.0,Cerrado,No,2020-01-23 12:54:22
307,424,Hipotecario,497527.52,1.5,240,2022-03-31,2042-03-31,0.0,Cerrado,No,2022-03-25 18:12:43
308,426,Automóvil,61743.44,3.8,48,2020-09-30,2024-09-30,0.0,Cerrado,No,2020-09-29 18:10:19
309,430,Automóvil,27581.72,3.8,48,2022-10-10,2026-10-10,0.0,Cerrado,No,2022-10-09 12:49:37
310,430,Personal,23242.24,4.2,60,2024-12-30,2029-12-30,0.0,Cerrado,No,2024-12-24 14:24:25
311,431,Personal,49890.16,4.2,60,2024-07-25,2029-07-25,0.0,Cerrado,No,2024-07-20 12:45:58
312,431,Personal,5016.73,4.2,60,2023-03-03,2028-03-03,0.0,Cerrado,No,2023-02-25 06:14:34
313,433,Personal,40447.34,4.2,60,2023-04-22,2028-04-22,0.0,Cerrado,No,2023-04-16 21:55:06
314,436,Automóvil,53669.49,3.8,48,2020-07-28,2024-07-28,0.0,Cerrado,No,2020-07-21 14:47:32
315,438,Personal,21809.99,4.2,60,2024-06-20,2029-06-20,0.0,Cerrado,No,2024-06-19 23:31:00
316,440,Línea de Crédito,17982.99,6.0,12,2021-05-27,2022-05-27,0.0,Cerrado,No,2021-05-22 21:25:20
317,442,Personal,21121.84,4.2,60,2022-05-11,2027-05-11,0.0,Cerrado,No,2022-05-10 06:37:32
318,443,Automóvil,25999.73,3.8,48,2021-06-23,2025-06-23,0.0,Cerrado,No,2021-06-22 21:04:57
319,443,Línea de Crédito,11456.94,6.0,12,2021-08-05,2022-08-05,0.0,Cerrado,No,2021-08-01 21:03:14
320,447,Personal,31822.51,4.2,60,2021-06-12,2026-06-12,0.0,Cerrado,No,2021-06-11 03:30:03
321,447,Automóvil,59716.45,3.8,48,2020-06-15,2024-06-15,0.0,Cerrado,No,2020-06-08 18:02:15
322,449,Personal,40239.56,4.2,60,2023-07-30,2028-07-30,40239.56,Activo,No,2023-07-24 08:19:56
323,450,Personal,22371.11,4.2,60,2021-06-26,2026-06-26,0.0,Cerrado,No,2021-06-23 13:27:17
324,452,Automóvil,27712.38,3.8,48,2024-09-04,2028-09-04,0.0,Cerrado,Sí,2024-09-03 00:50:14
325,452,Personal,39539.14,4.2,60,2020-08-15,2025-08-15,39539.14,Activo,No,2020-08-13 14:03:42
326,454,Hipotecario,91638.67,1.5,240,2022-01-04,2042-01-04,0.0,Cerrado,No,2022-01-02 18:45:07
327,454,Personal,44360.06,4.2,60,2022-09-16,2027-09-16,0.0,Cerrado,No,2022-09-11 18:55:29
328,457,Hipotecario,343659.22,1.5,240,2021-12-12,2041-12-12,343659.22,Activo,No,2021-12-09 14:05:35
329,458,Línea de Crédito,16686.02,6.0,12,2021-03-12,2022-03-12,0.0,Cerrado,No,2021-03-08 15:44:05
330,459,Línea de Crédito,14485.26,6.0,12,2022-03-01,2023-03-01,0.0,Cerrado,No,2022-02-28 21:10:53
331,460,Automóvil,57382.23,3.8,48,2021-01-23,2025-01-23,57382.23,Activo,No,2021-01-19 14:31:55
332,464,Personal,43934.61,4.2,60,2022-05-17,2027-05-17,43934.61,Activo,No,2022-05-16 12:21:09
333,466,Línea de Crédito,1545.23,6.0,12,2022-01-06,2023-01-06,0.0,Cerrado,No,2022-01-04 22:56:23
334,466,Personal,30256.66,4.2,60,2023-01-29,2028-01-29,30256.66,Activo,No,2023-01-27 23:42:12
335,467,Línea de Crédito,6007.54,6.0,12,2022-12-26,2023-12-26,6007.54,Activo,No,2022-12-24 04:18:47
336,468,Automóvil,41206.88,3.8,48,2024-08-21,2028-08-21,0.0,Cerrado,No,2024-08-19 18:52:00
337,470,Línea de Crédito,12108.25,6.0,12,2025-02-03,2026-02-03,12108.25,Activo,No,2025-02-01 13:17:53
338,471,Hipotecario,418782.99,1.5,240,2024-03-10,2044-03-10,0.0,Cerrado,No,2024-03-08 10:40:54
339,472,Línea de Crédito,14457.18,6.0,12,2021-09-04,2022-09-04,0.0,Cerrado,No,2021-08-30 13:51:31
340,473,Automóvil,58321.65,3.8,48,2024-04-05,2028-04-05,0.0,Cerrado,No,2024-04-02 01:50:45
341,473,Hipotecario,475261.24,1.5,240,2025-04-06,2045-04-06,0.0,Cerrado,No,2025-04-04 07:58:52
342,473,Hipotecario,263285.78,1.5,240,2023-01-05,2043-01-05,0.0,Cerrado,No,2023-01-01 01:43:37
343,474,Línea de Crédito,18245.45,6.0,12,2022-06-19,2023-06-19,0.0,Cerrado,No,2022-06-18 21:30:34
344,475,Línea de Crédito,6611.68,6.0,12,2022-10-22,2023-10-22,0.0,Cerrado,No,2022-10-15 21:23:54
345,476,Línea de Crédito,8624.99,6.0,12,2023-02-28,2024-02-28,8624.99,Activo,No,2023-02-26 03:20:04
346,477,Personal,49681.91,4.2,60,2023-06-18,2028-06-18,0.0,Cerrado,Sí,2023-06-16 13:28:55
347,477,Personal,23975.16,4.2,60,2022-03-21,2027-03-21,0.0,Cerrado,No,2022-03-15 17:39:08
348,479,Hipotecario,442493.85,1.5,240,2025-02-25,2045-02-25,0.0,Cerrado,No,2025-02-23 14:36:03
349,479,Automóvil,37479.55,3.8,48,2024-05-29,2028-05-29,0.0,Cerrado,No,2024-05-22 22:44:09
350,480,Automóvil,87270.1,3.8,48,2021-03-04,2025-03-04,0.0,Cerrado,No,2021-02-25 08:58:46
351,482,Hipotecario,301490.9,1.5,240,2023-05-30,2043-05-30,301490.9,Activo,No,2023-05-27 12:39:37
352,482,Hipotecario,241603.39,1.5,240,2020-05-03,2040-05-03,0.0,Cerrado,No,2020-05-01 07:35:38
353,483,Automóvil,87516.98,3.8,48,2021-12-02,2025-12-02,87516.98,Activo,No,2021-11-28 03:08:31
354,483,Automóvil,36597.31,3.8,48,2024-10-07,2028-10-07,0.0,Cerrado,No,2024-10-05 20:41:31
355,485,Hipotecario,479420.41,1.5,240,2023-08-11,2043-08-11,0.0,Cerrado,No,2023-08-06 07:38:10
356,485,Personal,9059.26,4.2,60,2023-11-29,2028-11-29,9059.26,Activo,No,2023-11-25 22:43:18
357,490,Automóvil,79409.18,3.8,48,2021-11-12,2025-11-12,0.0,Cerrado,No,2021-11-07 21:55:49
358,491,Hipotecario,388864.36,1.5,240,2020-09-07,2040-09-07,0.0,Cerrado,No,2020-09-01 17:27:40
359,494,Automóvil,12379.25,3.8,48,2021-10-18,2025-10-18,12379.25,Activo,No,2021-10-14 19:33:54
360,495,Hipotecario,365257.4,1.5,240,2025-04-15,2045-04-15,0.0,Cerrado,No,2025-04-12 02:16:49
361,496,Línea de Crédito,10121.52,6.0,12,2023-04-29,2024-04-29,10121.52,Activo,No,2023-04-22 12:18:32
362,498,Automóvil,18582.58,3.8,48,2021-06-25,2025-06-25,0.0,Cerrado,No,2021-06-24 04:51:55
363,498,Personal,12230.66,4.2,60,2024-02-08,2029-02-08,0.0,Cerrado,No,2024-02-02 07:10:27
364,498,Automóvil,8870.91,3.8,48,2024-01-12,2028-01-12,0.0,Cerrado,No,2024-01-08 20:29:24
365,500,Automóvil,57452.16,3.8,48,2021-06-30,2025-06-30,0.0,Cerrado,No,2021-06-28 12:01:39
366,501,Hipotecario,62475.81,1.5,240,2020-03-14,2040-03-14,0.0,Cerrado,No,2020-03-07 03:45:18
367,501,Línea de Crédito,11693.43,6.0,12,2021-12-19,2022-12-19,0.0,Cerrado,No,2021-12-13 13:17:47
368,502,Personal,44636.82,4.2,60,2022-04-06,2027-04-06,0.0,Cerrado,No,2022-04-04 00:26:26
369,502,Automóvil,46142.52,3.8,48,2022-01-19,2026-01-19,46142.52,Activo,No,2022-01-13 22:34:15
370,504,Hipotecario,367950.87,1.5,240,2024-09-30,2044-09-30,0.0,Cerrado,No,2024-09-26 03:29:02
371,506,Personal,10800.84,4.2,60,2025-04-29,2030-04-29,10800.84,Activo,No,2025-04-28 11:16:55
372,506,Hipotecario,362257.27,1.5,240,2020-08-08,2040-08-08,362257.27,Activo,No,2020-08-03 05:32:47
373,508,Personal,48089.19,4.2,60,2021-01-30,2026-01-30,0.0,Cerrado,No,2021-01-28 01:10:21
374,509,Hipotecario,131832.82,1.5,240,2021-03-19,2041-03-19,131832.82,Activo,No,2021-03-13 06:15:10
375,509,Personal,40854.35,4.2,60,2024-10-07,2029-10-07,0.0,Cerrado,No,2024-09-30 09:03:45
376,511,Hipotecario,327292.77,1.5,240,2023-03-11,2043-03-11,0.0,Cerrado,No,2023-03-07 20:22:50
377,513,Automóvil,43127.37,3.8,48,2025-02-23,2029-02-23,43127.37,Activo,No,2025-02-18 21:39:44
378,516,Personal,13674.73,4.2,60,2020-03-07,2025-03-07,13674.73,Activo,No,2020-02-29 03:56:28
379,520,Línea de Crédito,11747.42,6.0,12,2023-11-27,2024-11-27,0.0,Cerrado,No,2023-11-26 06:09:13
380,525,Automóvil,84256.61,3.8,48,2020-06-15,2024-06-15,0.0,Cerrado,No,2020-06-08 11:41:06
381,525,Línea de Crédito,19249.42,6.0,12,2023-09-05,2024-09-05,19249.42,Activo,No,2023-09-04 03:49:19
382,525,Hipotecario,498597.56,1.5,240,2023-11-29,2043-11-29,498597.56,Activo,No,2023-11-23 12:36:20
383,531,Personal,15365.56,4.2,60,2024-02-29,2029-02-28,0.0,Cerrado,No,2024-02-26 06:28:48
384,533,Línea de Crédito,19922.04,6.0,12,2024-10-27,2025-10-27,0.0,Cerrado,No,2024-10-23 08:47:49
385,534,Automóvil,8226.05,3.8,48,2022-07-16,2026-07-16,0.0,Cerrado,No,2022-07-15 05:30:01
386,534,Automóvil,90877.22,3.8,48,2022-04-05,2026-04-05,0.0,Cerrado,No,2022-03-29 22:42:05
387,536,Hipotecario,432894.15,1.5,240,2020-08-23,2040-08-23,432894.15,Activo,Sí,2020-08-16 10:52:48
388,538,Personal,1106.79,4.2,60,2022-02-27,2027-02-27,1106.79,Activo,Sí,2022-02-20 22:46:46
389,539,Hipotecario,478772.54,1.5,240,2022-01-01,2042-01-01,0.0,Cerrado,No,2021-12-25 18:52:36
390,541,Hipotecario,196214.13,1.5,240,2024-08-26,2044-08-26,0.0,Cerrado,No,2024-08-19 10:34:18
391,541,Hipotecario,251341.06,1.5,240,2022-04-23,2042-04-23,0.0,Cerrado,No,2022-04-16 18:55:23
392,541,Línea de Crédito,12541.01,6.0,12,2020-01-21,2021-01-21,0.0,Cerrado,No,2020-01-17 01:37:36
393,545,Automóvil,13572.14,3.8,48,2023-10-07,2027-10-07,0.0,Cerrado,No,2023-10-02 06:29:27
394,546,Línea de Crédito,4588.66,6.0,12,2021-12-12,2022-12-12,4588.66,Activo,No,2021-12-10 19:19:33
395,549,Personal,35903.72,4.2,60,2025-05-02,2030-05-02,35903.72,Activo,No,2025-04-28 05:23:16
396,550,Línea de Crédito,8880.3,6.0,12,2021-06-07,2022-06-07,0.0,Cerrado,Sí,2021-06-04 06:37:09
397,551,Automóvil,20834.98,3.8,48,2024-11-10,2028-11-10,0.0,Cerrado,No,2024-11-04 02:51:05
398,551,Personal,10920.14,4.2,60,2023-04-10,2028-04-10,0.0,Cerrado,No,2023-04-09 03:11:44
399,551,Automóvil,32096.01,3.8,48,2021-03-03,2025-03-03,0.0,Cerrado,No,2021-02-26 19:45:03
400,552,Línea de Crédito,9580.04,6.0,12,2021-11-15,2022-11-15,0.0,Cerrado,No,2021-11-10 02:09:38
401,555,Automóvil,5593.09,3.8,48,2022-03-02,2026-03-02,0.0,Cerrado,No,2022-02-27 05:40:19
402,556,Automóvil,93000.48,3.8,48,2023-05-26,2027-05-26,0.0,Cerrado,No,2023-05-22 03:40:47
403,556,Personal,38371.17,4.2,60,2025-01-08,2030-01-08,0.0,Cerrado,No,2025-01-07 06:12:03
404,556,Línea de Crédito,10471.59,6.0,12,2020-11-04,2021-11-04,0.0,Cerrado,No,2020-11-01 20:27:12
405,556,Personal,49865.5,4.2,60,2024-03-09,2029-03-09,49865.5,Activo,No,2024-03-08 04:51:46
406,556,Personal,47082.49,4.2,60,2022-08-22,2027-08-22,0.0,Cerrado,No,2022-08-18 08:27:54
407,559,Línea de Crédito,15985.26,6.0,12,2020-07-27,2021-07-27,0.0,Cerrado,No,2020-07-24 09:41:20
408,561,Hipotecario,367387.21,1.5,240,2022-03-21,2042-03-21,0.0,Cerrado,No,2022-03-15 04:01:50
409,561,Hipotecario,102986.39,1.5,240,2023-09-19,2043-09-19,0.0,Cerrado,No,2023-09-17 07:11:26
410,561,Personal,18893.35,4.2,60,2021-07-23,2026-07-23,0.0,Cerrado,No,2021-07-18 11:22:46
411,562,Hipotecario,154140.28,1.5,240,2023-05-31,2043-05-31,0.0,Cerrado,No,2023-05-30 21:24:40
412,563,Personal,20711.22,4.2,60,2021-05-20,2026-05-20,0.0,Cerrado,No,2021-05-15 13:04:38
413,565,Personal,17523.82,4.2,60,2021-02-13,2026-02-13,0.0,Cerrado,No,2021-02-09 10:15:28
414,565,Hipotecario,411293.83,1.5,240,2022-10-31,2042-10-31,0.0,Cerrado,No,2022-10-29 03:29:12
415,568,Línea de Crédito,6061.88,6.0,12,2022-08-26,2023-08-26,0.0,Cerrado,No,2022-08-25 02:38:12
416,568,Automóvil,37436.2,3.8,48,2020-03-04,2024-03-04,0.0,Cerrado,No,2020-03-02 15:15:44
417,568,Automóvil,21355.13,3.8,48,2023-05-29,2027-05-29,21355.13,Activo,Sí,2023-05-24 18:05:34
418,568,Hipotecario,63266.44,1.5,240,2022-04-28,2042-04-28,0.0,Cerrado,No,2022-04-21 04:48:16
419,569,Personal,11190.24,4.2,60,2023-11-24,2028-11-24,0.0,Cerrado,No,2023-11-23 04:00:31
420,570,Personal,34789.67,4.2,60,2025-04-15,2030-04-15,34789.67,Activo,Sí,2025-04-14 14:20:54
421,574,Automóvil,87071.16,3.8,48,2025-02-21,2029-02-21,0.0,Cerrado,No,2025-02-14 04:29:25
422,575,Automóvil,56738.89,3.8,48,2020-02-12,2024-02-12,56738.89,Activo,No,2020-02-10 12:16:26
423,575,Hipotecario,482634.8,1.5,240,2023-07-15,2043-07-15,0.0,Cerrado,No,2023-07-08 20:19:41
424,575,Automóvil,63488.58,3.8,48,2024-03-04,2028-03-04,0.0,Cerrado,No,2024-02-29 00:20:19
425,576,Automóvil,69471.73,3.8,48,2020-01-06,2024-01-06,0.0,Cerrado,No,2020-01-01 03:08:01
426,576,Automóvil,10101.58,3.8,48,2020-06-27,2024-06-27,10101.58,Activo,No,2020-06-21 17:47:19
427,576,Personal,45245.57,4.2,60,2023-11-05,2028-11-05,45245.57,Activo,No,2023-11-03 15:33:23
428,579,Línea de Crédito,17926.65,6.0,12,2021-10-01,2022-10-01,17926.65,Activo,No,2021-09-25 09:47:53
429,580,Línea de Crédito,17933.17,6.0,12,2024-07-12,2025-07-12,0.0,Cerrado,No,2024-07-09 10:11:20
430,581,Línea de Crédito,8270.28,6.0,12,2020-03-12,2021-03-12,0.0,Cerrado,No,2020-03-10 19:36:02
431,581,Hipotecario,151236.81,1.5,240,2021-08-25,2041-08-25,0.0,Cerrado,No,2021-08-20 15:22:30
432,583,Personal,16344.67,4.2,60,2020-06-09,2025-06-09,0.0,Cerrado,No,2020-06-06 07:53:20
433,583,Personal,43428.35,4.2,60,2021-10-17,2026-10-17,0.0,Cerrado,No,2021-10-15 03:37:33
434,584,Personal,48311.19,4.2,60,2021-08-28,2026-08-28,0.0,Cerrado,No,2021-08-21 16:23:04
435,584,Hipotecario,380795.28,1.5,240,2020-07-12,2040-07-12,0.0,Cerrado,No,2020-07-07 16:39:32
436,585,Línea de Crédito,7196.02,6.0,12,2023-08-10,2024-08-10,7196.02,Activo,No,2023-08-04 15:14:31
437,586,Personal,49176.79,4.2,60,2021-02-09,2026-02-09,0.0,Cerrado,No,2021-02-04 15:07:36
438,586,Automóvil,33741.6,3.8,48,2023-09-04,2027-09-04,33741.6,Activo,No,2023-09-03 08:59:45
439,586,Hipotecario,368914.9,1.5,240,2021-09-04,2041-09-04,368914.9,Activo,No,2021-09-03 19:41:32
440,586,Automóvil,97357.13,3.8,48,2022-05-08,2026-05-08,0.0,Cerrado,No,2022-05-03 20:29:58
441,587,Línea de Crédito,11423.58,6.0,12,2025-03-25,2026-03-25,0.0,Cerrado,No,2025-03-23 09:20:25
442,588,Personal,14683.64,4.2,60,2024-04-18,2029-04-18,0.0,Cerrado,No,2024-04-12 16:27:20
443,588,Personal,21615.69,4.2,60,2020-09-08,2025-09-08,0.0,Cerrado,No,2020-09-01 07:54:49
444,588,Personal,3459.38,4.2,60,2023-04-11,2028-04-11,3459.38,Activo,No,2023-04-04 01:37:05
445,592,Hipotecario,470531.31,1.5,240,2020-04-28,2040-04-28,0.0,Cerrado,No,2020-04-24 03:04:54
446,593,Personal,47386.99,4.2,60,2022-07-04,2027-07-04,0.0,Cerrado,No,2022-07-03 11:53:45
447,593,Línea de Crédito,14514.06,6.0,12,2021-08-08,2022-08-08,14514.06,Activo,No,2021-08-07 05:49:10
448,596,Automóvil,53013.62,3.8,48,2020-10-22,2024-10-22,0.0,Cerrado,No,2020-10-15 23:06:31
449,596,Personal,10822.75,4.2,60,2024-03-11,2029-03-11,10822.75,Activo,No,2024-03-08 03:20:08
450,599,Hipotecario,297569.96,1.5,240,2021-03-11,2041-03-11,0.0,Cerrado,No,2021-03-09 04:05:21
451,602,Personal,25279.78,4.2,60,2024-09-01,2029-09-01,0.0,Cerrado,No,2024-08-31 14:18:32
452,605,Automóvil,34943.28,3.8,48,2023-02-04,2027-02-04,0.0,Cerrado,No,2023-02-03 02:57:46
453,606,Personal,1701.83,4.2,60,2024-05-24,2029-05-24,1701.83,Activo,No,2024-05-17 09:28:57
454,607,Hipotecario,407578.33,1.5,240,2021-01-03,2041-01-03,407578.33,Activo,No,2021-01-01 22:42:40
455,608,Personal,18282.58,4.2,60,2023-04-07,2028-04-07,18282.58,Activo,No,2023-04-02 16:04:46
456,608,Línea de Crédito,17493.24,6.0,12,2021-08-04,2022-08-04,17493.24,Activo,No,2021-08-03 01:36:58
457,608,Personal,32554.3,4.2,60,2023-11-19,2028-11-19,0.0,Cerrado,No,2023-11-18 02:39:54
458,610,Personal,44677.69,4.2,60,2025-01-10,2030-01-10,44677.69,Activo,No,2025-01-08 23:54:20
459,610,Automóvil,59975.72,3.8,48,2020-09-01,2024-09-01,0.0,Cerrado,No,2020-08-27 18:40:39
460,611,Línea de Crédito,16479.04,6.0,12,2021-03-30,2022-03-30,16479.04,Activo,No,2021-03-28 21:35:39
