Feedback_ID,Client_ID,Survey_Date,NPS_Score,Comments
697,17296,2024-05-06,10,Staff were extremely helpful.
698,14918,2023-11-08,9,Very satisfied with the app.
699,174,2024-04-02,7,
700,19223,2024-06-16,10,Great service!
701,20199,2025-03-12,10,
702,2588,2024-02-19,8,Nothing special to report.
703,6301,2022-11-16,9,Great service!
704,8972,2024-05-01,9,
705,8343,2024-09-04,9,
706,20406,2021-12-11,9,
707,9528,2025-01-06,9,
708,7711,2024-09-27,9,
709,14351,2022-04-30,9,Fast and easy transactions.
710,24281,2023-03-09,9,Great service!
711,24984,2025-01-15,10,
712,16399,2024-01-02,9,Staff were extremely helpful.
713,20759,2023-09-21,10,Great service!
714,9452,2023-03-03,9,
715,17492,2024-10-28,9,Fast and easy transactions.
716,9475,2025-02-10,1,Great service!
717,17451,2024-11-16,9,
718,6258,2025-02-12,10,
719,6977,2025-01-29,9,Very satisfied with the app.
720,511,2025-03-25,9,
721,23068,2022-08-15,10,Staff were extremely helpful.
722,22218,2020-12-17,10,Great service!
723,11082,2022-06-16,9,Fast and easy transactions.
724,10252,2022-11-12,10,Very satisfied with the app.
725,6177,2020-09-18,10,Great service!
726,21392,2025-05-11,9,Very satisfied with the app.
727,3837,2024-12-25,10,
728,14132,2025-04-19,5,App keeps crashing.
729,8285,2024-08-01,7,Fast and easy transactions.
730,15513,2022-11-02,9,Great service!
731,3620,2025-01-12,9,
732,24932,2025-05-25,9,Staff were extremely helpful.
733,10204,2024-05-25,8,No issues so far.
734,20729,2024-08-16,10,Great service!
735,3511,2021-09-23,10,Staff were extremely helpful.
736,21872,2024-11-01,9,Staff were extremely helpful.
737,11448,2024-12-07,10,
738,18227,2022-05-15,10,Very satisfied with the app.
739,15275,2024-05-15,8,
740,403,2023-04-08,10,Fast and easy transactions.
741,16012,2024-10-06,10,Great service!
742,22227,2024-05-15,9,
743,18469,2025-03-14,10,
744,20261,2022-09-25,9,Staff were extremely helpful.
745,12799,2024-12-30,9,Great service!
746,10820,2024-12-19,9,Very satisfied with the app.
747,9613,2024-12-09,10,
748,1864,2024-09-10,9,Staff were extremely helpful.
749,24522,2022-12-28,9,
750,4763,2023-04-06,10,
751,23235,2023-06-24,7,
752,4133,2023-07-22,9,
753,6628,2025-02-01,10,Fast and easy transactions.
754,23700,2022-02-28,8,No issues so far.
755,15249,2024-06-08,10,
756,23357,2024-08-25,9,Great service!
757,7592,2024-05-06,9,
758,16189,2023-09-03,9,
759,14840,2025-03-07,9,Great service!
760,681,2023-09-11,9,
761,2560,2024-03-22,9,Fast and easy transactions.
762,19328,2020-07-16,9,Fast and easy transactions.
763,7044,2022-12-08,9,
764,3362,2025-03-19,10,Great service!
765,15742,2025-05-02,10,Fast and easy transactions.
766,19512,2023-03-19,7,
767,12055,2021-06-28,7,Fast and easy transactions.
768,20304,2022-12-28,10,
769,19952,2023-04-02,9,
770,15832,2022-09-18,10,Great service!
771,15244,2025-05-17,10,
772,3516,2025-05-19,10,Staff were extremely helpful.
773,16875,2024-06-24,10,Fast and easy transactions.
774,22384,2022-03-03,10,Fast and easy transactions.
775,20061,2024-01-05,9,
776,3438,2024-12-11,7,Staff were extremely helpful.
777,15185,2024-10-06,10,
778,17484,2025-04-17,9,Very satisfied with the app.
779,24638,2025-04-24,7,
780,18148,2023-01-08,10,
781,22994,2024-04-20,10,Fast and easy transactions.
782,18199,2023-10-24,9,
783,9808,2025-05-20,9,Staff were extremely helpful.
784,1606,2023-09-13,10,
785,4628,2024-11-27,10,Staff were extremely helpful.
786,8125,2024-12-29,10,
787,18034,2025-03-13,10,Staff were extremely helpful.
788,12030,2024-01-04,10,Great service!
789,230,2025-03-18,9,
790,7062,2023-06-21,10,Staff were extremely helpful.
791,7222,2025-04-08,7,Nothing special to report.
792,16979,2024-10-16,9,
793,19132,2021-07-26,10,
794,9094,2024-10-12,9,
795,1448,2024-06-21,9,Fast and easy transactions.
796,14536,2025-05-19,8,Fast and easy transactions.
797,18678,2025-01-27,10,Fast and easy transactions.
798,11535,2024-11-01,9,Great service!
799,4260,2024-08-21,9,Very satisfied with the app.
800,2452,2024-02-15,10,Very satisfied with the app.
801,5636,2023-11-12,10,Very satisfied with the app.
802,14994,2025-03-22,9,
803,8359,2025-03-21,9,
804,11779,2024-09-09,9,Fast and easy transactions.
805,21427,2023-05-12,9,Staff were extremely helpful.
806,11841,2025-05-13,10,
807,11919,2021-03-22,10,Fast and easy transactions.
808,222,2025-01-19,1,
809,1049,2023-01-19,7,
810,5357,2024-05-28,9,Very satisfied with the app.
811,24603,2024-03-17,8,Average experience.
812,1704,2022-03-29,10,Fast and easy transactions.
813,2312,2024-11-20,9,Very satisfied with the app.
814,2318,2025-02-04,9,
815,15461,2023-09-09,10,Fast and easy transactions.
816,696,2024-11-09,9,Staff were extremely helpful.
817,23584,2025-01-28,9,
818,16225,2024-07-31,9,
819,8848,2022-06-12,9,Fast and easy transactions.
820,20212,2022-02-08,9,Staff were extremely helpful.
821,16952,2021-08-13,10,Service is OK.
822,7260,2024-07-13,7,
823,21026,2024-09-18,9,Very satisfied with the app.
824,23799,2024-08-09,10,Staff were extremely helpful.
825,18093,2025-04-23,10,Very satisfied with the app.
826,5467,2023-06-24,10,Great service!
827,12887,2023-02-22,9,Very satisfied with the app.
828,6205,2023-10-08,2,No issues so far.
829,5420,2025-04-20,10,
830,9563,2024-08-11,9,
831,2388,2024-09-28,9,Fast and easy transactions.
832,5316,2021-12-19,9,Great service!
833,11032,2021-06-03,9,
834,9870,2024-05-29,9,
835,22564,2025-05-06,10,
836,6961,2022-09-26,10,Great service!
837,17548,2025-04-28,10,Great service!
838,13848,2024-02-02,10,Very satisfied with the app.
839,10059,2024-08-25,7,Service is OK.
840,20559,2023-09-05,10,Great service!
841,1429,2021-04-14,6,
842,20365,2024-02-05,10,Fast and easy transactions.
843,9833,2024-08-18,10,
844,95,2021-12-17,8,
845,11150,2021-01-23,10,Fast and easy transactions.
846,5455,2022-01-18,7,
847,14143,2025-02-06,9,Staff were extremely helpful.
848,8784,2025-04-23,8,
849,8087,2023-10-26,9,
850,22468,2023-12-05,9,
851,21007,2023-09-01,8,Average experience.
852,11976,2022-06-21,9,Staff were extremely helpful.
853,11988,2024-01-20,10,Very satisfied with the app.
854,4671,2022-11-29,8,
855,20460,2024-10-13,9,Very satisfied with the app.
856,15061,2022-02-28,9,
857,12767,2023-03-19,9,Great service!
858,14927,2024-02-04,9,
859,13686,2022-07-24,9,Great service!
860,119,2022-10-04,8,Service is OK.
861,22227,2024-09-07,8,
862,7781,2022-10-28,9,
863,24065,2022-07-22,9,Very satisfied with the app.
864,14623,2024-11-19,7,Fast and easy transactions.
865,17312,2023-01-08,10,Fast and easy transactions.
866,21152,2025-01-25,9,Very satisfied with the app.
867,9788,2024-04-28,10,
868,9488,2024-02-06,10,Fast and easy transactions.
869,22488,2021-06-06,9,Great service!
870,2068,2024-10-09,10,
871,7903,2025-01-03,9,Great service!
872,7352,2021-02-21,10,
873,5403,2023-09-23,9,Great service!
874,18713,2022-06-08,9,
875,10675,2024-09-27,10,Average experience.
876,6292,2024-03-17,9,
877,544,2025-02-18,3,
878,9119,2025-05-07,9,
879,14941,2024-06-13,9,Fast and easy transactions.
880,23722,2024-09-06,10,Great service!
881,9837,2022-10-14,10,Very satisfied with the app.
882,2792,2024-11-06,10,Very satisfied with the app.
883,21085,2024-03-22,10,Great service!
884,1739,2024-01-14,1,Fees are too high.
885,21573,2021-01-14,7,
886,11877,2023-05-16,9,Fast and easy transactions.
887,14771,2025-03-17,1,Long waiting times.
888,14696,2022-09-08,10,
889,4617,2023-06-21,10,Staff were extremely helpful.
890,12695,2023-04-03,10,
891,11921,2025-04-01,10,Staff were extremely helpful.
892,1291,2025-03-20,9,Fast and easy transactions.
893,16725,2025-04-26,9,Fast and easy transactions.
894,12101,2023-01-14,10,Fast and easy transactions.
895,20413,2024-09-23,9,
896,9634,2024-11-23,9,
897,7647,2025-04-23,10,Great service!
898,3372,2024-12-27,10,Very satisfied with the app.
899,17370,2023-07-11,6,Customer support was unhelpful.
900,20247,2023-12-17,10,Great service!
901,16193,2025-04-08,10,
902,3134,2024-11-28,9,
903,13999,2023-09-07,1,Customer support was unhelpful.
904,8160,2024-01-21,10,
905,8105,2025-01-18,10,Fast and easy transactions.
906,17099,2023-05-23,9,Great service!
907,12082,2022-02-16,9,Great service!
908,5277,2025-03-28,10,
909,14929,2024-06-13,9,
910,12773,2024-08-29,10,
911,16506,2024-11-15,9,Very satisfied with the app.
912,3879,2024-09-15,1,Long waiting times.
913,15992,2024-02-18,9,
914,8828,2025-04-27,7,No issues so far.
915,13555,2024-08-03,10,
916,18958,2022-07-10,9,Fast and easy transactions.
917,17054,2024-12-30,9,
918,18567,2021-08-16,9,
919,17154,2024-10-17,9,Great service!
920,22508,2022-10-25,10,
921,13724,2023-01-23,10,Fast and easy transactions.
922,3605,2023-08-28,8,Average experience.
923,10252,2021-10-22,10,
924,23557,2022-05-28,10,Very satisfied with the app.
925,10926,2023-12-30,9,
926,14761,2025-01-26,9,Fast and easy transactions.
927,1267,2025-04-08,9,Fast and easy transactions.
928,13747,2024-07-03,10,Staff were extremely helpful.
929,21474,2023-09-20,9,
930,20221,2024-04-02,10,
931,7627,2025-03-12,9,
932,17853,2024-10-01,7,Average experience.
933,6903,2022-03-26,3,Long waiting times.
934,3740,2024-05-01,10,
935,21799,2022-12-08,9,Staff were extremely helpful.
936,13878,2023-05-02,10,Staff were extremely helpful.
937,4724,2025-05-25,9,
938,12496,2021-10-16,10,
939,24326,2023-06-09,10,
940,733,2024-01-02,10,
941,7646,2023-01-03,7,
942,22464,2025-02-10,10,Very satisfied with the app.
943,9841,2025-02-10,9,
944,8428,2025-05-11,7,
945,23972,2025-01-28,9,Very satisfied with the app.
946,7563,2023-08-31,9,Great service!
947,22041,2023-08-02,10,Staff were extremely helpful.
948,24763,2023-11-21,9,Very satisfied with the app.
949,4349,2022-07-31,10,
950,10188,2024-09-04,9,Fast and easy transactions.
951,14754,2024-11-10,10,Very satisfied with the app.
952,12988,2024-08-17,9,Very satisfied with the app.
953,22364,2022-07-27,4,
954,5634,2024-10-25,9,Very satisfied with the app.
955,23791,2025-01-29,10,
956,16373,2023-11-12,1,Customer support was unhelpful.
957,18072,2022-11-18,10,Very satisfied with the app.
958,4498,2025-01-07,10,
959,8701,2025-03-21,9,Staff were extremely helpful.
960,24442,2025-05-20,8,
961,2896,2024-09-13,10,
962,23592,2022-06-15,2,
963,20403,2022-11-27,9,Staff were extremely helpful.
964,14755,2023-07-28,10,Great service!
965,17458,2022-10-14,10,Very satisfied with the app.
966,8859,2024-11-05,9,
967,272,2025-04-10,9,
968,4599,2022-11-16,8,Nothing special to report.
969,10292,2024-08-09,9,Very satisfied with the app.
970,9005,2024-02-22,10,Fast and easy transactions.
971,12975,2023-01-26,9,
972,12714,2024-11-30,9,
973,12537,2024-06-16,9,
974,23474,2024-10-03,10,
975,19516,2024-12-03,10,Very satisfied with the app.
976,2696,2023-09-19,10,Very satisfied with the app.
977,16747,2021-02-14,9,
978,12216,2024-02-22,10,Great service!
979,136,2023-10-20,10,Staff were extremely helpful.
980,6334,2022-10-06,7,Service is OK.
981,10912,2025-03-24,9,
982,15163,2024-12-25,10,Staff were extremely helpful.
983,16881,2023-05-07,10,
984,5991,2023-08-30,10,
985,14362,2024-10-11,9,Great service!
986,18486,2022-02-18,10,Great service!
987,14591,2024-05-28,9,Staff were extremely helpful.
988,10987,2025-05-12,10,
989,8187,2024-11-08,10,Great service!
990,12519,2022-10-11,10,
991,18951,2024-10-20,8,Average experience.
992,20555,2023-11-04,9,
993,1355,2024-04-19,9,
994,16666,2025-04-07,9,
995,2504,2023-09-11,9,Very satisfied with the app.
996,16120,2023-05-08,10,
997,14381,2025-02-22,10,Very satisfied with the app.
998,3575,2025-04-16,10,Staff were extremely helpful.
999,15047,2024-08-28,7,Fast and easy transactions.
1000,19636,2024-07-02,9,
1001,17712,2025-05-20,10,Very satisfied with the app.
1002,18697,2024-02-21,0,No issues so far.
1003,15333,2022-02-19,1,Fees are too high.
1004,13712,2024-03-06,9,Fast and easy transactions.
1005,14698,2024-12-09,9,Staff were extremely helpful.
1006,11196,2024-05-01,10,Very satisfied with the app.
1007,13932,2024-11-10,9,
1008,2161,2025-03-06,10,
1009,1520,2023-10-14,10,
1010,15548,2022-05-07,10,
1011,3609,2024-08-12,10,
1012,19435,2022-07-26,9,Fast and easy transactions.
1013,22969,2024-08-14,9,Very satisfied with the app.
1014,24641,2025-05-18,8,Nothing special to report.
1015,10423,2022-10-25,9,Very satisfied with the app.
1016,15405,2021-01-08,10,
1017,15770,2025-04-16,9,Fast and easy transactions.
1018,18863,2024-04-07,10,Great service!
1019,22929,2023-04-02,9,Great service!
1020,3626,2025-05-15,10,
1021,7117,2024-09-14,9,
1022,18305,2024-03-25,3,
1023,13239,2024-09-07,10,Customer support was unhelpful.
1024,3592,2023-02-25,9,Very satisfied with the app.
1025,3370,2024-07-25,9,
1026,2184,2020-12-16,9,
1027,1860,2021-07-05,9,
1028,637,2024-01-28,9,
1029,8438,2023-11-02,10,Great service!
1030,3303,2024-12-05,9,
1031,251,2025-04-05,10,
1032,19758,2022-02-25,10,Fast and easy transactions.
1033,20317,2025-01-10,5,App keeps crashing.
1034,103,2022-11-14,8,Nothing special to report.
1035,12090,2024-08-11,10,Great service!
1036,11927,2024-08-08,9,Staff were extremely helpful.
1037,7843,2022-09-13,9,Staff were extremely helpful.
1038,9153,2024-10-13,10,Great service!
1039,106,2023-04-17,8,Fast and easy transactions.
1040,12983,2024-12-19,10,Great service!
1041,19657,2024-06-27,10,Staff were extremely helpful.
1042,3690,2024-07-23,10,Staff were extremely helpful.
1043,5241,2025-05-09,9,Fast and easy transactions.
1044,20645,2025-05-05,9,Customer support was unhelpful.
1045,17861,2024-05-20,7,Staff were extremely helpful.
1046,8471,2025-05-25,10,Very satisfied with the app.
1047,20801,2025-01-09,10,
1048,8405,2023-04-20,9,Fast and easy transactions.
1049,23907,2024-06-24,10,Very satisfied with the app.
1050,16846,2024-07-05,9,
1051,1313,2025-04-24,9,Staff were extremely helpful.
1052,4554,2023-08-22,9,
1053,2785,2025-01-01,10,
1054,15995,2022-12-26,8,Nothing special to report.
1055,6720,2024-03-03,9,Fast and easy transactions.
1056,4987,2024-07-29,10,Very satisfied with the app.
1057,8388,2025-01-12,10,Great service!
1058,16653,2024-05-14,9,Fast and easy transactions.
1059,15784,2025-04-13,9,
1060,5914,2024-06-02,7,
1061,18965,2024-10-31,9,Fast and easy transactions.
1062,11040,2023-12-25,10,Staff were extremely helpful.
1063,20854,2025-05-11,9,Very satisfied with the app.
1064,10358,2024-05-17,10,Great service!
1065,15425,2024-11-05,10,Staff were extremely helpful.
1066,16814,2022-01-03,10,
1067,13373,2024-12-28,4,Service is OK.
1068,1101,2022-02-08,10,
1069,14822,2021-01-22,10,Very satisfied with the app.
1070,12655,2025-01-29,10,Staff were extremely helpful.
1071,1070,2025-01-31,10,Great service!
1072,9516,2024-09-19,10,Fast and easy transactions.
1073,91,2022-09-19,9,Staff were extremely helpful.
1074,19463,2025-02-28,10,Very satisfied with the app.
1075,20596,2025-04-25,7,
1076,19622,2022-02-18,7,
1077,4641,2024-12-23,7,Nothing special to report.
1078,11334,2025-03-12,9,Fast and easy transactions.
1079,8130,2024-08-26,10,Very satisfied with the app.
1080,19441,2021-04-21,10,
1081,600,2022-02-09,9,Very satisfied with the app.
1082,18617,2020-09-16,10,
1083,18067,2023-07-14,10,
1084,3925,2023-05-29,10,Very satisfied with the app.
1085,6874,2025-04-28,9,Average experience.
1086,18448,2022-09-07,10,
1087,14487,2025-04-19,10,Great service!
1088,13899,2025-01-31,10,
1089,22569,2023-03-01,9,
1090,18229,2024-05-02,9,
1091,22856,2023-09-01,9,
1092,18223,2025-01-06,10,Staff were extremely helpful.
1093,11869,2023-10-04,9,Long waiting times.
1094,14627,2023-03-10,9,Staff were extremely helpful.
1095,4684,2023-02-04,9,
1096,7465,2023-05-07,10,
1097,19883,2022-02-27,8,Fast and easy transactions.
1098,19338,2023-01-30,8,No issues so far.
1099,13279,2022-05-04,10,Staff were extremely helpful.
1100,14104,2024-03-15,2,Fees are too high.
1101,20585,2024-08-02,10,Staff were extremely helpful.
1102,6342,2020-11-16,10,Very satisfied with the app.
1103,8634,2024-07-11,10,Great service!
1104,24208,2025-05-23,10,Great service!
1105,1082,2025-01-17,10,Staff were extremely helpful.
1106,1963,2022-11-14,7,Average experience.
1107,1422,2022-12-25,9,Fast and easy transactions.
1108,21343,2024-07-30,7,Service is OK.
1109,18589,2023-10-22,10,Staff were extremely helpful.
1110,9903,2024-10-06,2,Long waiting times.
1111,13401,2023-06-18,9,
1112,11549,2024-06-29,10,Great service!
1113,10182,2024-11-02,10,Great service!
1114,17823,2025-04-01,8,
1115,5869,2023-06-21,4,
1116,5600,2024-07-04,7,
1117,1755,2023-06-08,9,Staff were extremely helpful.
1118,12720,2024-07-07,10,
1119,17313,2022-12-20,10,
1120,6662,2023-04-18,10,
1121,11266,2025-05-25,10,Staff were extremely helpful.
1122,12920,2025-02-28,9,Great service!
1123,21200,2025-04-21,9,
1124,18233,2022-08-16,9,Great service!
1125,6469,2024-10-30,10,Staff were extremely helpful.
1126,22633,2025-05-10,9,
1127,20130,2023-07-13,10,Fast and easy transactions.
1128,69,2024-01-30,9,Very satisfied with the app.
1129,16024,2021-09-03,4,Fees are too high.
1130,23651,2024-03-04,10,Great service!
1131,21897,2024-10-18,9,No issues so far.
1132,17020,2025-05-17,10,
1133,23518,2025-01-09,9,
1134,5578,2023-04-03,7,Fast and easy transactions.
1135,5802,2021-10-11,10,
1136,22139,2023-10-03,10,
1137,13196,2023-03-22,9,Fast and easy transactions.
1138,6422,2023-10-30,9,
1139,18257,2024-04-27,9,Fast and easy transactions.
1140,20763,2024-06-09,10,Staff were extremely helpful.
1141,4635,2025-04-07,9,
1142,2750,2023-10-23,10,
1143,8031,2024-02-07,8,
1144,2574,2024-05-05,7,Average experience.
1145,13125,2021-12-10,10,Fast and easy transactions.
1146,8133,2025-03-24,10,Very satisfied with the app.
1147,21703,2024-11-05,10,
1148,11446,2025-05-09,7,Very satisfied with the app.
1149,22579,2021-04-07,7,Service is OK.
1150,21338,2022-08-31,9,Great service!
1151,13033,2023-12-26,10,
1152,12219,2025-05-14,10,
1153,24905,2025-01-16,9,Fast and easy transactions.
1154,20463,2024-11-20,9,Very satisfied with the app.
1155,16021,2025-05-07,10,Fast and easy transactions.
1156,15227,2025-05-18,10,Fast and easy transactions.
1157,4506,2025-03-10,8,
1158,13336,2024-07-26,10,Great service!
1159,21296,2024-11-27,10,
1160,4419,2025-01-01,9,
1161,20021,2024-05-20,9,Staff were extremely helpful.
1162,23845,2022-09-01,2,
1163,10307,2022-11-04,9,Very satisfied with the app.
1164,6954,2025-01-30,1,Long waiting times.
1165,900,2022-07-05,9,
1166,13284,2025-04-28,10,Fast and easy transactions.
1167,8976,2025-02-17,10,Very satisfied with the app.
1168,2918,2024-02-29,5,App keeps crashing.
1169,19934,2025-02-25,9,Fast and easy transactions.
1170,13399,2024-05-03,9,Staff were extremely helpful.
1171,758,2024-05-18,10,Great service!
1172,12778,2024-01-19,8,
1173,5682,2023-12-29,9,
1174,16216,2023-10-16,10,No issues so far.
1175,17732,2021-07-04,10,
1176,20056,2024-02-07,9,Fast and easy transactions.
1177,12985,2023-07-26,10,Fast and easy transactions.
1178,17945,2025-05-18,3,Long waiting times.
1179,38,2025-03-17,9,Average experience.
1180,16092,2024-10-28,9,
1181,4268,2023-10-07,1,Customer support was unhelpful.
1182,18480,2022-10-26,8,
1183,11606,2025-01-31,6,
1184,14364,2025-05-21,8,
1185,11860,2024-08-23,9,Very satisfied with the app.
1186,24786,2025-05-17,10,Great service!
1187,12676,2025-02-23,10,Great service!
1188,16600,2024-07-14,10,Very satisfied with the app.
1189,14452,2021-11-08,7,Average experience.
1190,20199,2025-02-20,8,
1191,7381,2023-06-24,10,Staff were extremely helpful.
1192,24417,2025-05-01,9,No issues so far.
1193,22992,2024-02-02,10,Fast and easy transactions.
1194,18584,2025-04-21,9,Fast and easy transactions.
1195,9708,2025-05-21,4,
1196,17918,2023-09-20,10,Fast and easy transactions.
1197,795,2023-10-27,6,Long waiting times.
1198,2216,2025-04-07,10,Fast and easy transactions.
1199,4660,2023-12-25,5,
1200,19448,2020-10-01,8,
1201,12975,2021-12-28,10,
1202,8970,2025-01-15,8,Very satisfied with the app.
1203,19969,2023-07-18,8,
1204,9673,2023-07-09,9,
1205,14187,2022-03-09,9,Long waiting times.
1206,6294,2024-10-07,9,
1207,17801,2025-02-22,10,
1208,13287,2025-05-14,8,Service is OK.
1209,20221,2024-02-29,9,
1210,10519,2024-04-22,9,
1211,1603,2025-02-06,8,
1212,1437,2023-10-30,0,Fees are too high.
1213,24462,2024-11-02,7,Nothing special to report.
1214,17764,2025-05-09,9,Very satisfied with the app.
1215,8666,2025-05-21,7,Great service!
1216,3283,2021-11-07,8,Nothing special to report.
1217,10150,2024-09-08,10,Great service!
1218,6710,2024-12-31,10,
1219,13015,2023-05-18,9,
1220,8937,2023-07-01,8,
1221,17144,2024-10-16,7,
1222,48,2023-11-22,7,
1223,1353,2025-03-12,7,Service is OK.
1224,7941,2024-05-17,9,
1225,22883,2024-02-18,9,
1226,7075,2025-03-24,10,Fast and easy transactions.
1227,18770,2025-02-27,9,Staff were extremely helpful.
1228,24452,2024-08-23,3,Long waiting times.
1229,10329,2024-03-03,0,Fees are too high.
1230,8915,2025-05-01,9,
1231,18253,2024-02-05,9,Fast and easy transactions.
1232,5188,2022-05-15,10,Staff were extremely helpful.
1233,16692,2023-04-17,10,
1234,4696,2023-02-28,9,Great service!
1235,2812,2025-04-16,9,Staff were extremely helpful.
1236,24004,2025-04-30,10,
1237,9046,2021-10-25,9,Staff were extremely helpful.
1238,11978,2024-03-18,9,
1239,2440,2024-09-06,9,Service is OK.
1240,12060,2021-09-26,9,Great service!
1241,23748,2025-03-12,10,Great service!
1242,21746,2024-12-19,10,
1243,21229,2021-09-21,7,
1244,23723,2023-12-08,8,
1245,23226,2022-10-31,9,Fast and easy transactions.
1246,16034,2025-02-09,10,Long waiting times.
1247,9303,2024-01-08,7,Average experience.
1248,9210,2022-09-15,9,
1249,13907,2023-01-23,9,
1250,16928,2022-12-29,10,Very satisfied with the app.
1251,22057,2024-12-11,10,Very satisfied with the app.
1252,20340,2023-03-31,8,No issues so far.
1253,21665,2023-06-25,10,Very satisfied with the app.
1254,1779,2023-08-09,10,Fast and easy transactions.
1255,23572,2023-03-02,9,Fast and easy transactions.
1256,4367,2023-01-12,9,Fast and easy transactions.
1257,16450,2025-02-11,9,
1258,20350,2025-01-21,9,Fees are too high.
1259,20536,2020-05-27,10,Great service!
1260,15549,2025-03-23,10,Very satisfied with the app.
1261,3298,2024-10-08,10,Very satisfied with the app.
1262,4912,2025-01-06,10,Great service!
1263,11113,2025-05-23,9,
1264,13253,2025-05-18,9,Very satisfied with the app.
1265,13241,2022-01-14,10,
1266,24623,2024-01-23,7,Service is OK.
1267,4421,2024-08-08,10,Fast and easy transactions.
1268,14440,2024-09-20,10,Great service!
1269,5122,2021-12-07,10,
1270,9935,2024-08-16,9,
1271,24545,2022-08-17,10,Fast and easy transactions.
1272,8272,2024-11-21,9,Staff were extremely helpful.
1273,18593,2025-02-16,7,
1274,542,2023-12-11,10,
1275,3258,2023-06-23,10,
1276,18113,2022-02-11,8,Nothing special to report.
1277,18526,2025-01-06,10,Staff were extremely helpful.
1278,23186,2023-10-20,7,Average experience.
1279,24157,2025-01-18,9,
1280,6615,2023-03-11,4,
1281,11846,2022-10-08,10,Great service!
1282,15103,2024-10-03,10,
1283,3148,2024-11-15,9,Great service!
1284,9129,2023-11-23,5,Customer support was unhelpful.
1285,339,2021-04-25,9,Fast and easy transactions.
1286,10818,2023-08-04,10,
1287,16898,2025-03-26,10,
1288,15003,2021-05-10,10,Very satisfied with the app.
1289,14722,2025-03-30,7,Average experience.
1290,742,2023-04-12,10,Fast and easy transactions.
1291,12090,2024-11-18,9,
1292,11394,2024-11-23,10,Staff were extremely helpful.
1293,22501,2024-10-17,9,Very satisfied with the app.
1294,3237,2024-06-15,10,
1295,5338,2024-10-16,2,
1296,3346,2025-05-14,10,
1297,1051,2021-08-15,9,Average experience.
1298,8238,2022-04-18,9,
1299,401,2024-04-12,7,Average experience.
1300,10928,2025-02-27,9,Great service!
1301,8013,2025-04-08,7,
1302,916,2023-11-14,7,Service is OK.
1303,17469,2024-03-01,10,Fast and easy transactions.
1304,7611,2021-06-23,10,Very satisfied with the app.
1305,16506,2025-05-21,10,Great service!
1306,6809,2024-07-04,6,Staff were extremely helpful.
1307,12509,2022-07-11,7,
1308,11869,2025-04-09,9,Very satisfied with the app.
1309,23220,2024-03-11,9,Great service!
1310,13090,2022-11-21,9,
1311,15813,2025-04-03,10,
1312,3172,2023-09-17,10,
1313,15457,2022-11-15,10,Fast and easy transactions.
1314,9073,2024-12-07,9,Great service!
1315,5049,2023-01-04,10,
1316,24986,2023-01-16,9,Fast and easy transactions.
1317,21354,2024-11-08,10,Fast and easy transactions.
1318,3969,2024-12-22,9,Great service!
1319,21364,2024-12-10,10,Staff were extremely helpful.
1320,12958,2025-03-27,9,No issues so far.
1321,7432,2023-11-13,10,
1322,6717,2021-06-14,7,
1323,455,2025-05-22,8,
1324,8958,2024-11-27,8,Nothing special to report.
1325,17755,2022-05-23,9,Great service!
1326,18327,2025-02-16,10,
1327,13074,2024-04-16,10,Very satisfied with the app.
1328,19743,2025-02-03,10,Very satisfied with the app.
1329,13045,2024-07-09,10,Very satisfied with the app.
1330,3336,2024-05-20,7,
1331,1452,2024-05-21,10,
1332,7067,2023-06-04,10,Fast and easy transactions.
1333,16881,2024-02-18,9,
1334,19241,2024-07-04,9,Staff were extremely helpful.
1335,3898,2024-04-14,10,Very satisfied with the app.
1336,9609,2025-01-20,9,
1337,9263,2021-12-03,10,
1338,18033,2024-09-03,7,
1339,15521,2024-08-18,4,App keeps crashing.
1340,16868,2024-03-30,9,
1341,4656,2023-05-04,10,
1342,3096,2023-07-31,10,Fast and easy transactions.
1343,18071,2025-04-14,9,
1344,15970,2021-01-27,10,
1345,283,2023-02-09,9,
1346,13499,2024-12-18,8,Average experience.
1347,19126,2020-04-25,10,
1348,18144,2025-05-19,9,
1349,3850,2023-01-14,9,Staff were extremely helpful.
1350,8125,2022-06-04,9,
1351,21375,2023-02-10,9,
1352,7595,2025-01-18,9,Great service!
1353,23220,2024-02-15,10,Fast and easy transactions.
1354,5617,2024-01-06,9,Staff were extremely helpful.
1355,9170,2025-01-18,10,Great service!
1356,18769,2022-12-10,10,
1357,22901,2024-05-01,7,
1358,4225,2025-03-05,10,
1359,12209,2025-03-04,8,No issues so far.
1360,10115,2024-09-16,9,
1361,21874,2024-10-22,9,Very satisfied with the app.
1362,22895,2025-04-12,10,
1363,17871,2024-09-20,9,Staff were extremely helpful.
1364,18041,2021-01-06,9,Great service!
1365,14910,2023-08-10,3,Fees are too high.
1366,1853,2022-01-23,7,
1367,6971,2022-04-22,9,
1368,13483,2024-02-23,10,Great service!
1369,15,2025-03-28,9,Great service!
1370,6970,2022-04-22,10,
1371,12136,2023-08-04,9,Fast and easy transactions.
1372,8365,2025-04-20,5,App keeps crashing.
1373,6170,2024-12-20,9,Great service!
1374,11741,2024-11-24,9,Great service!
1375,24825,2022-04-21,9,
1376,11897,2025-02-22,10,Great service!
1377,14051,2025-02-06,10,
1378,8488,2025-04-24,9,Staff were extremely helpful.
1379,14000,2024-07-15,6,Customer support was unhelpful.
1380,10423,2023-01-29,7,Service is OK.
