Customer_Satisfaction_ID,Date,Promoters,Detractors,Total_Surveys,Total_Scores
819,2022-03-29,5,0,8,70
820,2022-03-30,5,1,8,66
821,2022-03-31,5,3,8,56
822,2022-04-01,7,0,10,90
823,2022-04-02,5,0,7,62
824,2022-04-03,7,0,7,65
825,2022-04-04,4,0,6,54
826,2022-04-05,8,0,11,96
827,2022-04-06,6,1,8,68
828,2022-04-07,1,0,2,17
829,2022-04-08,4,0,5,44
830,2022-04-09,6,0,6,58
831,2022-04-10,5,0,5,49
832,2022-04-11,9,1,13,109
833,2022-04-12,8,1,12,101
834,2022-04-13,7,1,9,79
835,2022-04-14,5,1,7,59
836,2022-04-15,3,2,6,41
837,2022-04-16,4,2,6,42
838,2022-04-17,7,0,9,78
839,2022-04-18,6,1,7,57
840,2022-04-19,7,0,7,68
841,2022-04-20,7,1,9,76
842,2022-04-21,9,2,12,98
843,2022-04-22,5,0,7,62
844,2022-04-23,4,2,7,50
845,2022-04-24,6,1,10,83
846,2022-04-25,9,0,9,87
847,2022-04-26,5,0,5,46
848,2022-04-27,6,1,9,80
849,2022-04-28,9,0,9,84
850,2022-04-29,6,0,8,71
851,2022-04-30,6,1,8,70
852,2022-05-01,7,1,9,73
853,2022-05-02,1,0,2,18
854,2022-05-03,6,2,9,73
855,2022-05-04,8,1,10,92
856,2022-05-05,5,0,5,49
857,2022-05-06,5,0,6,54
858,2022-05-07,4,3,11,76
859,2022-05-08,9,1,10,90
860,2022-05-09,11,1,12,108
861,2022-05-10,8,0,8,77
862,2022-05-11,4,1,6,47
863,2022-05-12,5,2,8,60
864,2022-05-13,10,1,14,117
865,2022-05-14,5,0,6,54
866,2022-05-15,6,3,11,87
867,2022-05-16,5,0,8,72
868,2022-05-17,11,1,12,112
869,2022-05-18,5,2,8,64
870,2022-05-19,6,3,10,68
871,2022-05-20,9,0,9,84
872,2022-05-21,3,0,3,28
873,2022-05-22,9,2,14,112
874,2022-05-23,9,0,11,101
875,2022-05-24,5,2,7,56
876,2022-05-25,3,1,9,67
877,2022-05-26,6,0,11,93
878,2022-05-27,7,1,12,99
879,2022-05-28,7,1,13,108
880,2022-05-29,5,0,6,53
881,2022-05-30,6,2,9,68
882,2022-05-31,4,0,5,44
883,2022-06-01,3,1,4,34
884,2022-06-02,6,0,7,66
885,2022-06-03,7,2,11,85
886,2022-06-04,8,1,12,103
887,2022-06-05,3,0,4,38
888,2022-06-06,7,0,7,66
889,2022-06-07,3,2,5,37
890,2022-06-08,7,1,10,89
891,2022-06-09,4,0,7,61
892,2022-06-10,7,5,12,86
893,2022-06-11,8,1,12,102
894,2022-06-12,8,1,11,93
895,2022-06-13,8,2,11,93
896,2022-06-14,6,2,10,79
897,2022-06-15,9,3,16,125
898,2022-06-16,7,3,15,121
899,2022-06-17,3,0,4,36
900,2022-06-18,4,1,7,60
901,2022-06-19,4,2,6,48
902,2022-06-20,6,0,6,55
903,2022-06-21,6,0,9,80
904,2022-06-22,10,1,14,118
905,2022-06-23,2,1,5,38
906,2022-06-24,7,2,10,82
907,2022-06-25,9,0,13,112
908,2022-06-26,8,0,10,93
909,2022-06-27,5,1,8,64
910,2022-06-28,1,1,4,28
911,2022-06-29,9,1,11,97
912,2022-06-30,6,1,12,100
913,2022-07-01,7,1,10,83
914,2022-07-02,7,1,10,86
915,2022-07-03,10,0,13,117
916,2022-07-04,5,1,8,67
917,2022-07-05,4,2,7,51
918,2022-07-06,4,2,7,52
919,2022-07-07,9,3,13,106
920,2022-07-08,6,1,9,75
921,2022-07-09,5,1,8,67
922,2022-07-10,2,0,3,27
923,2022-07-11,5,0,7,65
924,2022-07-12,7,2,10,80
925,2022-07-13,10,1,15,129
926,2022-07-14,8,1,10,90
927,2022-07-15,10,1,15,129
928,2022-07-16,8,2,11,92
929,2022-07-17,7,2,11,85
930,2022-07-18,2,0,3,26
931,2022-07-19,8,0,11,98
932,2022-07-20,14,0,16,148
933,2022-07-21,3,1,4,31
934,2022-07-22,8,2,10,82
935,2022-07-23,5,0,6,56
936,2022-07-24,6,3,10,71
937,2022-07-25,8,0,10,91
938,2022-07-26,7,0,7,66
939,2022-07-27,4,1,7,57
940,2022-07-28,9,1,12,106
941,2022-07-29,6,1,7,64
942,2022-07-30,7,0,9,81
943,2022-07-31,10,1,11,102
944,2022-08-01,8,3,13,99
945,2022-08-02,7,2,13,103
946,2022-08-03,3,1,4,32
947,2022-08-04,4,1,5,40
948,2022-08-05,7,0,9,81
949,2022-08-06,8,1,9,80
950,2022-08-07,3,0,3,28
951,2022-08-08,6,0,9,77
952,2022-08-09,6,0,6,55
953,2022-08-10,4,2,8,57
954,2022-08-11,6,0,7,65
955,2022-08-12,3,0,7,60
956,2022-08-13,5,0,6,55
957,2022-08-14,4,0,5,46
958,2022-08-15,7,1,10,84
959,2022-08-16,8,1,13,110
960,2022-08-17,7,2,13,103
961,2022-08-18,6,1,7,60
962,2022-08-19,3,0,9,75
963,2022-08-20,5,2,9,72
964,2022-08-21,5,0,7,62
965,2022-08-22,5,3,10,71
966,2022-08-23,12,0,14,128
967,2022-08-24,4,0,6,54
968,2022-08-25,5,0,7,62
969,2022-08-26,6,0,9,78
970,2022-08-27,7,0,10,90
971,2022-08-28,4,1,7,60
972,2022-08-29,7,0,8,75
973,2022-08-30,5,1,7,60
974,2022-08-31,5,2,11,85
975,2022-09-01,7,1,9,81
976,2022-09-02,6,1,8,70
977,2022-09-03,5,0,5,48
978,2022-09-04,5,0,6,53
979,2022-09-05,6,0,8,72
980,2022-09-06,4,3,8,56
981,2022-09-07,2,1,3,24
982,2022-09-08,11,2,14,119
983,2022-09-09,11,3,16,132
984,2022-09-10,6,1,8,73
985,2022-09-11,9,2,16,133
986,2022-09-12,8,4,15,112
987,2022-09-13,4,0,4,39
988,2022-09-14,4,1,6,46
989,2022-09-15,7,1,10,85
990,2022-09-16,3,1,7,54
991,2022-09-17,5,0,6,56
992,2022-09-18,2,1,8,57
993,2022-09-19,12,0,15,138
994,2022-09-20,3,1,5,40
995,2022-09-21,5,0,8,68
996,2022-09-22,10,1,15,130
997,2022-09-23,7,0,10,92
998,2022-09-24,5,1,7,60
999,2022-09-25,7,2,10,81
1000,2022-09-26,9,0,9,84
1001,2022-09-27,4,1,6,52
1002,2022-09-28,8,0,9,83
1003,2022-09-29,5,0,6,55
1004,2022-09-30,5,0,6,55
1005,2022-10-01,2,0,6,49
1006,2022-10-02,5,1,9,75
1007,2022-10-03,7,0,8,75
1008,2022-10-04,7,0,9,83
1009,2022-10-05,10,2,12,107
1010,2022-10-06,10,0,11,102
1011,2022-10-07,5,3,10,76
1012,2022-10-08,9,1,14,117
1013,2022-10-09,7,0,9,83
1014,2022-10-10,10,0,12,110
1015,2022-10-11,5,0,7,64
1016,2022-10-12,11,1,13,118
1017,2022-10-13,4,1,7,59
1018,2022-10-14,2,1,5,38
1019,2022-10-15,5,1,6,50
1020,2022-10-16,6,0,8,71
1021,2022-10-17,3,0,4,37
1022,2022-10-18,8,1,11,92
1023,2022-10-19,5,0,6,55
1024,2022-10-20,5,1,8,64
1025,2022-10-21,5,2,10,80
1026,2022-10-22,10,0,11,102
1027,2022-10-23,6,1,9,74
1028,2022-10-24,6,1,8,70
1029,2022-10-25,3,1,4,29
1030,2022-10-26,3,0,4,36
1031,2022-10-27,12,0,14,128
1032,2022-10-28,5,1,8,65
1033,2022-10-29,11,0,13,120
1034,2022-10-30,6,0,8,72
1035,2022-10-31,7,2,12,96
1036,2022-11-01,3,1,8,64
1037,2022-11-02,7,1,8,73
1038,2022-11-03,10,1,12,110
1039,2022-11-04,6,1,10,81
1040,2022-11-05,9,0,9,83
1041,2022-11-06,9,0,11,99
1042,2022-11-07,7,0,10,88
1043,2022-11-08,7,0,7,66
1044,2022-11-09,5,0,5,47
1045,2022-11-10,2,0,4,32
1046,2022-11-11,4,4,10,64
1047,2022-11-12,4,0,5,46
1048,2022-11-13,11,2,15,125
1049,2022-11-14,6,0,8,72
1050,2022-11-15,3,2,5,35
1051,2022-11-16,8,1,11,94
1052,2022-11-17,3,3,7,45
1053,2022-11-18,4,1,7,61
1054,2022-11-19,11,1,13,113
1055,2022-11-20,5,2,7,54
1056,2022-11-21,6,1,9,79
1057,2022-11-22,8,2,14,113
1058,2022-11-23,9,1,14,121
1059,2022-11-24,5,2,9,67
1060,2022-11-25,6,0,9,81
1061,2022-11-26,7,0,7,70
1062,2022-11-27,6,0,7,63
1063,2022-11-28,6,1,8,70
1064,2022-11-29,4,0,5,45
1065,2022-11-30,6,1,10,81
1066,2022-12-01,7,0,9,81
1067,2022-12-02,13,1,16,138
1068,2022-12-03,3,1,5,38
1069,2022-12-04,5,0,7,62
1070,2022-12-05,6,0,8,74
1071,2022-12-06,7,0,9,81
1072,2022-12-07,8,0,10,90
1073,2022-12-08,4,1,5,42
1074,2022-12-09,6,1,11,89
1075,2022-12-10,5,1,7,56
1076,2022-12-11,7,1,10,82
1077,2022-12-12,8,1,11,94
1078,2022-12-13,1,2,4,22
1079,2022-12-14,5,1,6,50
1080,2022-12-15,7,2,9,71
1081,2022-12-16,10,1,12,105
1082,2022-12-17,4,0,6,54
1083,2022-12-18,3,0,6,49
1084,2022-12-19,5,0,9,77
1085,2022-12-20,8,0,10,94
1086,2022-12-21,6,0,8,69
1087,2022-12-22,7,0,9,81
1088,2022-12-23,2,1,3,20
1089,2022-12-24,6,1,9,74
1090,2022-12-25,8,1,12,100
1091,2022-12-26,6,2,11,89
1092,2022-12-27,8,1,11,93
1093,2022-12-28,6,0,8,70
1094,2022-12-29,5,1,9,75
1095,2022-12-30,10,1,12,105
1096,2022-12-31,6,0,7,66
1097,2023-01-01,9,1,11,101
1098,2023-01-02,7,0,10,89
1099,2023-01-03,4,0,6,54
1100,2023-01-04,10,0,13,120
1101,2023-01-05,6,0,9,78
1102,2023-01-06,5,2,7,55
1103,2023-01-07,3,2,8,55
1104,2023-01-08,5,0,5,48
1105,2023-01-09,9,3,13,101
1106,2023-01-10,6,5,12,80
1107,2023-01-11,6,0,7,67
1108,2023-01-12,4,0,5,44
1109,2023-01-13,5,0,8,69
1110,2023-01-14,8,2,12,104
1111,2023-01-15,7,0,9,81
1112,2023-01-16,12,1,17,147
1113,2023-01-17,4,1,6,53
1114,2023-01-18,9,0,9,85
1115,2023-01-19,4,0,7,60
1116,2023-01-20,3,0,6,50
1117,2023-01-21,9,0,14,121
1118,2023-01-22,9,1,10,90
1119,2023-01-23,4,1,7,56
1120,2023-01-24,6,0,8,71
1121,2023-01-25,5,1,8,68
1122,2023-01-26,4,0,6,53
1123,2023-01-27,4,0,5,44
1124,2023-01-28,7,0,8,73
1125,2023-01-29,5,0,6,57
1126,2023-01-30,9,1,14,118
1127,2023-01-31,5,0,8,70
1128,2023-02-01,7,1,10,82
1129,2023-02-02,6,1,7,59
1130,2023-02-03,4,0,5,44
1131,2023-02-04,8,2,10,82
1132,2023-02-05,6,1,8,70
1133,2023-02-06,6,1,7,60
1134,2023-02-07,9,0,11,101
1135,2023-02-08,3,2,7,51
1136,2023-02-09,5,1,11,87
1137,2023-02-10,7,2,9,76
1138,2023-02-11,3,1,6,46
1139,2023-02-12,7,1,12,102
1140,2023-02-13,7,0,8,75
1141,2023-02-14,4,2,9,70
1142,2023-02-15,4,0,4,38
1143,2023-02-16,5,0,6,54
1144,2023-02-17,1,0,2,18
1145,2023-02-18,5,0,9,79
1146,2023-02-19,3,2,8,56
1147,2023-02-20,8,1,13,111
1148,2023-02-21,3,0,4,36
1149,2023-02-22,4,1,9,71
1150,2023-02-23,4,1,8,63
1151,2023-02-24,4,0,5,45
1152,2023-02-25,6,0,7,64
1153,2023-02-26,10,0,11,103
1154,2023-02-27,2,1,3,21
1155,2023-02-28,4,1,5,38
1156,2023-03-01,10,0,12,110
1157,2023-03-02,4,1,6,52
1158,2023-03-03,7,1,8,68
1159,2023-03-04,8,0,9,83
1160,2023-03-05,8,2,11,94
1161,2023-03-06,5,1,10,83
1162,2023-03-07,4,0,6,52
1163,2023-03-08,3,2,8,59
1164,2023-03-09,7,1,8,68
1165,2023-03-10,6,1,11,89
1166,2023-03-11,8,1,10,90
1167,2023-03-12,8,0,9,85
1168,2023-03-13,4,0,4,36
1169,2023-03-14,6,1,12,101
1170,2023-03-15,5,1,6,52
1171,2023-03-16,7,2,11,91
1172,2023-03-17,4,0,6,52
1173,2023-03-18,3,1,5,40
1174,2023-03-19,7,1,12,101
1175,2023-03-20,7,1,10,83
1176,2023-03-21,6,1,7,61
1177,2023-03-22,12,0,12,115
1178,2023-03-23,6,0,7,66
1179,2023-03-24,5,1,7,56
1180,2023-03-25,7,2,13,110
1181,2023-03-26,3,0,5,43
1182,2023-03-27,6,0,9,78
1183,2023-03-28,4,0,4,40
1184,2023-03-29,2,0,5,42
1185,2023-03-30,7,3,11,89
1186,2023-03-31,5,3,12,89
1187,2023-04-01,2,2,6,37
1188,2023-04-02,7,1,10,86
1189,2023-04-03,7,0,8,75
1190,2023-04-04,8,0,8,74
1191,2023-04-05,6,1,11,89
1192,2023-04-06,10,2,14,117
1193,2023-04-07,6,0,7,66
1194,2023-04-08,9,0,13,113
1195,2023-04-09,6,0,10,85
1196,2023-04-10,3,3,8,48
1197,2023-04-11,5,0,7,62
1198,2023-04-12,7,0,7,64
1199,2023-04-13,6,2,8,64
1200,2023-04-14,7,3,12,86
1201,2023-04-15,5,3,8,57
1202,2023-04-16,7,0,9,82
1203,2023-04-17,5,1,8,67
1204,2023-04-18,4,2,8,63
1205,2023-04-19,6,1,7,58
1206,2023-04-20,10,1,14,120
1207,2023-04-21,13,1,16,144
1208,2023-04-22,9,3,12,99
1209,2023-04-23,12,2,15,131
1210,2023-04-24,9,0,10,88
1211,2023-04-25,10,0,12,112
1212,2023-04-26,8,0,9,82
1213,2023-04-27,10,2,14,120
1214,2023-04-28,3,1,5,36
1215,2023-04-29,1,1,8,60
1216,2023-04-30,8,3,12,95
1217,2023-05-01,6,0,8,70
1218,2023-05-02,8,0,10,93
1219,2023-05-03,8,1,13,104
1220,2023-05-04,3,1,6,47
1221,2023-05-05,17,1,21,183
1222,2023-05-06,2,1,5,35
1223,2023-05-07,7,1,10,84
1224,2023-05-08,5,0,7,61
1225,2023-05-09,9,0,9,87
1226,2023-05-10,7,0,8,74
1227,2023-05-11,11,1,15,131
1228,2023-05-12,10,0,10,95
1229,2023-05-13,7,0,9,80
1230,2023-05-14,4,1,5,38
1231,2023-05-15,4,1,5,40
1232,2023-05-16,8,0,10,91
1233,2023-05-17,8,3,14,109
1234,2023-05-18,6,1,9,76
1235,2023-05-19,5,1,7,58
1236,2023-05-20,4,1,7,54
1237,2023-05-21,5,3,11,82
1238,2023-05-22,4,1,7,54
1239,2023-05-23,10,0,11,101
1240,2023-05-24,6,1,12,98
1241,2023-05-25,6,0,8,73
1242,2023-05-26,5,0,8,66
1243,2023-05-27,3,0,4,37
1244,2023-05-28,2,3,6,38
1245,2023-05-29,4,3,9,62
1246,2023-05-30,6,0,7,65
1247,2023-05-31,11,0,13,117
1248,2023-06-01,2,1,4,29
1249,2023-06-02,8,0,9,85
1250,2023-06-03,5,1,10,83
1251,2023-06-04,5,2,9,65
1252,2023-06-05,6,1,9,73
1253,2023-06-06,6,0,9,78
1254,2023-06-07,2,2,5,33
1255,2023-06-08,4,1,6,48
1256,2023-06-09,6,0,6,56
1257,2023-06-10,8,3,17,135
1258,2023-06-11,8,3,12,98
1259,2023-06-12,8,2,13,105
1260,2023-06-13,2,0,7,58
1261,2023-06-14,5,1,8,64
1262,2023-06-15,1,0,2,18
1263,2023-06-16,11,0,13,118
1264,2023-06-17,8,0,8,77
1265,2023-06-18,12,0,13,121
1266,2023-06-19,7,1,9,77
1267,2023-06-20,2,1,5,38
1268,2023-06-21,5,0,7,61
1269,2023-06-22,5,3,9,66
1270,2023-06-23,6,1,9,78
1271,2023-06-24,7,4,12,91
1272,2023-06-25,8,2,12,101
1273,2023-06-26,7,1,9,78
1274,2023-06-27,9,1,11,101
1275,2023-06-28,9,3,15,120
1276,2023-06-29,6,3,11,79
1277,2023-06-30,9,1,12,101
1278,2023-07-01,6,0,6,57
1279,2023-07-02,8,1,10,90
1280,2023-07-03,13,0,15,141
1281,2023-07-04,5,2,9,72
1282,2023-07-05,6,2,11,88
1283,2023-07-06,6,2,11,88
1284,2023-07-07,4,2,7,53
1285,2023-07-08,7,0,10,89
1286,2023-07-09,6,3,9,66
1287,2023-07-10,2,0,2,20
1288,2023-07-11,5,0,9,78
1289,2023-07-12,6,0,6,56
1290,2023-07-13,4,0,6,53
1291,2023-07-14,6,2,10,78
1292,2023-07-15,7,0,8,74
1293,2023-07-16,10,0,13,118
1294,2023-07-17,8,1,10,86
1295,2023-07-18,5,1,6,51
1296,2023-07-19,8,0,10,91
1297,2023-07-20,5,0,6,54
1298,2023-07-21,9,1,10,85
1299,2023-07-22,8,0,9,80
1300,2023-07-23,9,0,9,87
1301,2023-07-24,11,0,11,104
1302,2023-07-25,4,1,6,52
1303,2023-07-26,10,2,13,112
1304,2023-07-27,6,0,8,74
1305,2023-07-28,4,3,9,66
1306,2023-07-29,5,1,6,49
1307,2023-07-30,6,1,7,59
1308,2023-07-31,9,0,11,100
1309,2023-08-01,5,1,6,54
1310,2023-08-02,4,0,5,44
1311,2023-08-03,8,0,10,94
1312,2023-08-04,7,0,7,65
1313,2023-08-05,9,1,14,114
1314,2023-08-06,4,2,7,50
1315,2023-08-07,8,0,10,91
1316,2023-08-08,5,2,8,60
1317,2023-08-09,10,1,11,99
1318,2023-08-10,12,0,13,121
1319,2023-08-11,7,0,7,66
1320,2023-08-12,6,0,8,72
1321,2023-08-13,3,0,3,28
1322,2023-08-14,1,0,3,25
1323,2023-08-15,3,0,6,51
1324,2023-08-16,4,0,5,47
1325,2023-08-17,3,2,7,54
1326,2023-08-18,7,1,12,103
1327,2023-08-19,7,2,15,118
1328,2023-08-20,7,1,10,87
1329,2023-08-21,12,2,15,125
1330,2023-08-22,5,0,7,63
1331,2023-08-23,8,0,8,76
1332,2023-08-24,3,1,8,63
1333,2023-08-25,13,0,15,138
1334,2023-08-26,3,2,8,59
1335,2023-08-27,5,2,8,61
1336,2023-08-28,4,0,8,68
1337,2023-08-29,6,0,6,56
1338,2023-08-30,8,2,14,113
1339,2023-08-31,2,0,4,34
1340,2023-09-01,11,0,12,109
1341,2023-09-02,5,1,6,50
1342,2023-09-03,6,1,7,59
1343,2023-09-04,6,1,8,71
1344,2023-09-05,3,0,4,35
1345,2023-09-06,7,1,12,100
1346,2023-09-07,4,2,9,67
1347,2023-09-08,7,1,9,79
1348,2023-09-09,7,2,11,84
1349,2023-09-10,5,0,6,54
1350,2023-09-11,11,1,14,123
1351,2023-09-12,8,0,10,91
1352,2023-09-13,3,0,4,36
1353,2023-09-14,3,2,8,55
1354,2023-09-15,6,0,6,56
1355,2023-09-16,5,0,6,53
1356,2023-09-17,9,1,14,122
1357,2023-09-18,5,1,6,51
1358,2023-09-19,3,1,6,46
1359,2023-09-20,7,0,9,81
1360,2023-09-21,6,1,9,78
1361,2023-09-22,6,3,13,97
1362,2023-09-23,4,1,6,51
1363,2023-09-24,12,1,16,144
1364,2023-09-25,11,0,13,123
1365,2023-09-26,11,0,15,133
1366,2023-09-27,2,2,6,42
1367,2023-09-28,7,1,10,82
1368,2023-09-29,6,2,9,70
1369,2023-09-30,9,1,11,96
1370,2023-10-01,5,0,7,66
1371,2023-10-02,9,0,12,108
1372,2023-10-03,13,1,16,142
1373,2023-10-04,11,1,14,126
1374,2023-10-05,6,2,9,74
1375,2023-10-06,3,1,7,56
1376,2023-10-07,9,1,12,104
1377,2023-10-08,10,0,13,118
1378,2023-10-09,6,1,8,68
1379,2023-10-10,3,1,6,49
1380,2023-10-11,9,0,10,93
1381,2023-10-12,5,2,9,69
1382,2023-10-13,3,0,7,58
1383,2023-10-14,6,0,9,77
1384,2023-10-15,4,2,7,50
1385,2023-10-16,8,2,11,88
1386,2023-10-17,3,0,6,52
1387,2023-10-18,5,2,9,64
1388,2023-10-19,7,2,10,85
1389,2023-10-20,5,0,7,66
1390,2023-10-21,4,0,4,38
1391,2023-10-22,5,1,7,58
1392,2023-10-23,9,1,12,100
1393,2023-10-24,5,0,8,71
1394,2023-10-25,11,1,14,122
1395,2023-10-26,6,0,8,72
1396,2023-10-27,5,0,6,55
1397,2023-10-28,4,2,10,78
1398,2023-10-29,11,0,13,120
1399,2023-10-30,10,1,13,114
1400,2023-10-31,10,0,12,112
1401,2023-11-01,7,0,9,82
1402,2023-11-02,7,1,11,94
1403,2023-11-03,6,1,11,93
1404,2023-11-04,5,0,6,55
1405,2023-11-05,6,2,9,71
1406,2023-11-06,12,0,14,132
1407,2023-11-07,3,2,6,41
1408,2023-11-08,3,0,7,60
1409,2023-11-09,9,0,12,109
1410,2023-11-10,10,1,12,107
1411,2023-11-11,7,1,8,67
1412,2023-11-12,13,1,15,136
1413,2023-11-13,11,0,17,152
1414,2023-11-14,5,3,9,67
1415,2023-11-15,10,1,12,102
1416,2023-11-16,6,1,9,72
1417,2023-11-17,3,0,4,34
1418,2023-11-18,7,0,7,67
1419,2023-11-19,4,2,9,64
1420,2023-11-20,4,0,5,45
1421,2023-11-21,7,0,8,75
1422,2023-11-22,3,0,6,52
1423,2023-11-23,7,1,9,74
1424,2023-11-24,7,1,11,88
1425,2023-11-25,6,0,7,65
1426,2023-11-26,7,3,13,105
1427,2023-11-27,3,1,6,44
1428,2023-11-28,6,0,8,72
1429,2023-11-29,8,0,13,115
1430,2023-11-30,5,0,6,56
1431,2023-12-01,10,0,12,111
1432,2023-12-02,4,0,5,46
1433,2023-12-03,5,1,6,49
1434,2023-12-04,7,0,8,75
1435,2023-12-05,6,0,7,65
1436,2023-12-06,6,0,7,64
1437,2023-12-07,4,0,5,45
1438,2023-12-08,2,2,9,67
1439,2023-12-09,5,2,10,75
1440,2023-12-10,6,2,9,72
1441,2023-12-11,5,1,9,75
1442,2023-12-12,6,1,7,61
1443,2023-12-13,7,2,13,105
1444,2023-12-14,8,1,12,101
1445,2023-12-15,5,0,5,46
1446,2023-12-16,7,0,10,88
1447,2023-12-17,5,0,6,53
1448,2023-12-18,12,0,15,133
1449,2023-12-19,5,2,11,80
1450,2023-12-20,9,0,11,99
1451,2023-12-21,5,4,11,81
1452,2023-12-22,6,1,10,79
1453,2023-12-23,1,1,4,29
1454,2023-12-24,4,0,9,76
1455,2023-12-25,4,2,7,51
1456,2023-12-26,3,2,7,49
1457,2023-12-27,5,0,9,80
1458,2023-12-28,5,1,6,50
1459,2023-12-29,8,0,11,97
1460,2023-12-30,6,4,11,76
1461,2023-12-31,9,0,14,128
1462,2024-01-01,8,0,9,83
1463,2024-01-02,8,0,11,101
1464,2024-01-03,3,0,4,37
1465,2024-01-04,11,1,15,131
1466,2024-01-05,11,1,12,109
1467,2024-01-06,3,2,5,35
1468,2024-01-07,6,3,13,95
1469,2024-01-08,8,0,9,84
1470,2024-01-09,4,1,6,49
1471,2024-01-10,4,1,5,43
1472,2024-01-11,4,0,4,38
1473,2024-01-12,3,0,3,28
1474,2024-01-13,4,0,5,45
1475,2024-01-14,7,1,10,84
1476,2024-01-15,4,0,4,39
1477,2024-01-16,7,1,9,80
1478,2024-01-17,4,1,8,62
1479,2024-01-18,4,1,6,49
1480,2024-01-19,7,0,8,75
1481,2024-01-20,5,1,9,71
1482,2024-01-21,9,0,10,93
1483,2024-01-22,6,1,10,84
1484,2024-01-23,6,0,8,71
1485,2024-01-24,7,0,8,73
1486,2024-01-25,3,2,7,49
1487,2024-01-26,9,0,11,101
1488,2024-01-27,10,0,10,94
1489,2024-01-28,3,1,5,38
1490,2024-01-29,10,0,11,101
1491,2024-01-30,3,1,5,37
1492,2024-01-31,3,0,6,51
1493,2024-02-01,6,1,11,90
1494,2024-02-02,4,0,7,60
1495,2024-02-03,6,0,6,59
1496,2024-02-04,6,1,9,77
1497,2024-02-05,4,0,4,38
1498,2024-02-06,8,1,9,80
1499,2024-02-07,6,0,7,67
1500,2024-02-08,10,1,16,132
1501,2024-02-09,3,2,8,54
1502,2024-02-10,7,0,8,72
1503,2024-02-11,5,2,10,81
1504,2024-02-12,6,1,12,94
1505,2024-02-13,6,1,8,67
1506,2024-02-14,3,0,4,37
1507,2024-02-15,9,1,11,96
1508,2024-02-16,7,0,7,68
1509,2024-02-17,6,1,10,85
1510,2024-02-18,8,1,10,84
1511,2024-02-19,5,1,7,57
1512,2024-02-20,7,1,8,69
1513,2024-02-21,7,1,9,79
1514,2024-02-22,4,3,7,50
1515,2024-02-23,5,1,8,68
1516,2024-02-24,11,1,14,123
1517,2024-02-25,8,0,11,100
1518,2024-02-26,8,0,8,75
1519,2024-02-27,9,0,10,94
1520,2024-02-28,6,0,10,87
1521,2024-02-29,6,3,10,73
1522,2024-03-01,7,4,14,101
1523,2024-03-02,4,1,9,72
1524,2024-03-03,9,1,11,93
1525,2024-03-04,7,4,14,105
1526,2024-03-05,4,0,8,68
1527,2024-03-06,7,1,10,82
1528,2024-03-07,5,2,7,51
1529,2024-03-08,8,0,8,74
1530,2024-03-09,5,1,6,49
1531,2024-03-10,6,1,9,75
1532,2024-03-11,7,1,10,87
1533,2024-03-12,11,0,13,120
1534,2024-03-13,7,0,8,72
1535,2024-03-14,8,0,9,87
1536,2024-03-15,5,2,9,70
1537,2024-03-16,3,0,4,35
1538,2024-03-17,7,1,12,100
1539,2024-03-18,6,0,10,87
1540,2024-03-19,10,0,15,134
1541,2024-03-20,1,2,4,27
1542,2024-03-21,12,1,13,113
1543,2024-03-22,13,0,13,126
1544,2024-03-23,4,1,7,57
1545,2024-03-24,7,2,11,90
1546,2024-03-25,6,2,9,72
1547,2024-03-26,9,0,10,92
1548,2024-03-27,6,0,7,63
1549,2024-03-28,9,1,10,93
1550,2024-03-29,5,1,7,59
1551,2024-03-30,3,0,6,52
1552,2024-03-31,5,1,7,60
1553,2024-04-01,7,3,11,85
1554,2024-04-02,6,1,9,73
1555,2024-04-03,9,1,11,94
1556,2024-04-04,8,2,11,89
1557,2024-04-05,7,0,11,97
1558,2024-04-06,7,0,7,65
1559,2024-04-07,6,4,13,96
1560,2024-04-08,2,1,5,39
1561,2024-04-09,8,1,9,76
1562,2024-04-10,10,0,12,108
1563,2024-04-11,7,0,8,73
1564,2024-04-12,8,1,11,94
1565,2024-04-13,5,4,10,76
1566,2024-04-14,6,1,8,71
1567,2024-04-15,5,0,8,70
1568,2024-04-16,3,1,6,47
1569,2024-04-17,2,1,4,26
1570,2024-04-18,6,1,8,69
1571,2024-04-19,5,0,7,62
1572,2024-04-20,8,1,11,93
1573,2024-04-21,10,0,11,103
1574,2024-04-22,5,2,9,67
1575,2024-04-23,6,0,12,101
1576,2024-04-24,6,3,14,103
1577,2024-04-25,8,2,11,90
1578,2024-04-26,9,2,11,87
1579,2024-04-27,6,1,9,77
1580,2024-04-28,6,0,7,62
1581,2024-04-29,9,4,15,116
1582,2024-04-30,6,3,11,82
1583,2024-05-01,4,1,6,49
1584,2024-05-02,3,2,7,48
1585,2024-05-03,9,1,12,108
1586,2024-05-04,5,1,7,58
1587,2024-05-05,6,1,9,78
1588,2024-05-06,3,0,4,36
1589,2024-05-07,7,3,11,82
1590,2024-05-08,3,0,3,29
1591,2024-05-09,5,2,9,67
1592,2024-05-10,7,2,10,80
1593,2024-05-11,4,2,10,76
1594,2024-05-12,8,0,8,78
1595,2024-05-13,9,0,13,120
1596,2024-05-14,5,0,8,68
1597,2024-05-15,9,2,14,116
1598,2024-05-16,8,0,9,82
1599,2024-05-17,3,1,5,40
1600,2024-05-18,5,2,7,55
1601,2024-05-19,7,0,8,75
1602,2024-05-20,11,0,17,148
1603,2024-05-21,3,1,5,42
