Loan_ID,Client_ID,Loan_Type,Principal_Amount,Interest_Rate,Loan_Term_Months,Start_Date,End_Date,Outstanding_Balance,Loan_Status,Default_Status,Created_At
2936,3670,Credit Line,5832.98,6.0,12,2021-06-28,2022-06-28,5832.98,Active,Yes,2021-06-25 04:50:09
2937,3670,Credit Line,2513.82,6.0,12,2021-03-24,2022-03-24,0.0,Closed,No,2021-03-17 01:27:31
2938,3682,Student Loan,25244.71,2.9,120,2021-06-03,2031-06-03,0.0,Closed,No,2021-05-29 00:07:23
2939,3683,Mortgage,102506.97,1.5,240,2022-12-16,2042-12-16,0.0,Closed,No,2022-12-15 06:26:49
2940,3683,Credit Line,11942.03,6.0,12,2022-02-23,2023-02-23,0.0,Closed,No,2022-02-21 17:38:59
2941,3688,Credit Line,3660.52,6.0,12,2022-11-12,2023-11-12,3660.52,Active,No,2022-11-07 11:48:35
2942,3688,Credit Line,5883.64,6.0,12,2024-03-06,2025-03-06,5883.64,Active,No,2024-03-02 12:48:39
2943,3689,Small Business Loan,54265.74,5.5,84,2023-11-24,2030-11-24,0.0,Closed,No,2023-11-19 14:20:52
2944,3689,Student Loan,40860.5,2.9,120,2021-11-14,2031-11-14,40860.5,Active,No,2021-11-09 20:56:26
2945,3692,Mortgage,348582.88,1.5,240,2025-03-21,2045-03-21,0.0,Closed,No,2025-03-19 16:29:19
2946,3694,Student Loan,46567.18,2.9,120,2023-01-31,2033-01-31,46567.18,Active,No,2023-01-24 04:40:30
2947,3696,Student Loan,11982.85,2.9,120,2020-05-12,2030-05-12,0.0,Closed,No,2020-05-10 15:12:09
2948,3697,Credit Line,4865.79,6.0,12,2021-03-12,2022-03-12,4865.79,Active,No,2021-03-06 05:30:16
2949,3697,Personal Loan,43649.9,4.2,60,2020-03-09,2025-03-09,0.0,Closed,No,2020-03-03 22:51:46
2950,3697,Student Loan,23847.89,2.9,120,2023-08-07,2033-08-07,0.0,Closed,No,2023-08-02 23:45:50
2951,3698,Credit Line,9392.92,6.0,12,2021-10-15,2022-10-15,0.0,Closed,No,2021-10-13 10:23:48
2952,3699,Small Business Loan,36043.7,5.5,84,2020-07-21,2027-07-21,0.0,Closed,Yes,2020-07-18 09:53:33
2953,3701,Credit Line,13208.59,6.0,12,2023-06-17,2024-06-17,13208.59,Active,No,2023-06-14 09:09:03
2954,3702,Mortgage,430147.19,1.5,240,2021-06-26,2041-06-26,0.0,Closed,No,2021-06-25 05:46:18
2955,3703,Credit Line,11349.26,6.0,12,2021-07-29,2022-07-29,0.0,Closed,No,2021-07-26 02:10:06
2956,3704,Small Business Loan,12660.73,5.5,84,2023-05-31,2030-05-31,0.0,Closed,No,2023-05-29 02:50:14
2957,3705,Personal Loan,39237.95,4.2,60,2021-04-24,2026-04-24,0.0,Closed,No,2021-04-17 15:42:39
2958,3707,Personal Loan,15153.59,4.2,60,2022-04-18,2027-04-18,0.0,Closed,No,2022-04-17 13:34:31
2959,3708,Personal Loan,36909.43,4.2,60,2023-12-03,2028-12-03,0.0,Closed,No,2023-11-29 12:13:07
2960,3708,Mortgage,86410.45,1.5,240,2021-07-22,2041-07-22,86410.45,Active,No,2021-07-20 16:25:16
2961,3708,Student Loan,43943.38,2.9,120,2020-07-16,2030-07-16,0.0,Closed,No,2020-07-09 17:21:52
2962,3708,Student Loan,29685.7,2.9,120,2023-04-13,2033-04-13,0.0,Closed,No,2023-04-12 05:59:53
2963,3708,Credit Line,12042.94,6.0,12,2020-01-03,2021-01-03,0.0,Closed,No,2019-12-31 23:16:24
2964,3709,Student Loan,15942.12,2.9,120,2020-05-01,2030-05-01,0.0,Closed,No,2020-04-29 00:47:00
2965,3709,Auto Loan,40923.92,3.8,48,2022-11-15,2026-11-15,0.0,Closed,No,2022-11-14 02:31:44
2966,3709,Small Business Loan,18530.76,5.5,84,2022-01-27,2029-01-27,0.0,Closed,No,2022-01-25 21:32:33
2967,3710,Mortgage,119148.97,1.5,240,2023-01-04,2043-01-04,0.0,Closed,No,2023-01-01 04:51:49
2968,3711,Auto Loan,15955.62,3.8,48,2022-02-26,2026-02-26,0.0,Closed,No,2022-02-24 14:37:34
2969,3711,Auto Loan,72476.72,3.8,48,2022-07-09,2026-07-09,0.0,Closed,No,2022-07-04 22:17:12
2970,3712,Small Business Loan,188651.73,5.5,84,2020-05-25,2027-05-25,0.0,Closed,No,2020-05-19 17:35:52
2971,3713,Student Loan,57923.52,2.9,120,2020-02-18,2030-02-18,0.0,Closed,Yes,2020-02-13 18:25:32
2972,3714,Personal Loan,34495.38,4.2,60,2023-02-03,2028-02-03,0.0,Closed,No,2023-01-30 01:23:11
2973,3716,Auto Loan,12591.16,3.8,48,2022-09-10,2026-09-10,12591.16,Active,No,2022-09-06 15:45:24
2974,3722,Student Loan,52746.18,2.9,120,2020-01-14,2030-01-14,52746.18,Active,No,2020-01-13 23:09:44
2975,3723,Small Business Loan,224945.7,5.5,84,2023-01-31,2030-01-31,0.0,Closed,No,2023-01-28 20:16:55
2976,3723,Small Business Loan,41747.24,5.5,84,2022-03-28,2029-03-28,0.0,Closed,No,2022-03-22 09:33:17
2977,3724,Small Business Loan,168451.87,5.5,84,2020-03-19,2027-03-19,0.0,Closed,No,2020-03-17 05:56:34
2978,3725,Auto Loan,48184.64,3.8,48,2020-06-26,2024-06-26,0.0,Closed,No,2020-06-21 05:06:28
2979,3725,Credit Line,14408.33,6.0,12,2021-12-22,2022-12-22,0.0,Closed,No,2021-12-15 23:54:44
2980,3726,Mortgage,222390.5,1.5,240,2022-06-23,2042-06-23,222390.5,Active,No,2022-06-16 05:13:43
2981,3726,Auto Loan,33875.44,3.8,48,2024-10-16,2028-10-16,0.0,Closed,No,2024-10-10 09:18:15
2982,3730,Credit Line,19807.42,6.0,12,2021-11-07,2022-11-07,19807.42,Active,No,2021-11-06 08:19:27
2983,3733,Credit Line,7139.71,6.0,12,2020-02-17,2021-02-17,7139.71,Active,No,2020-02-15 20:37:43
2984,3736,Auto Loan,74561.12,3.8,48,2023-09-29,2027-09-29,0.0,Closed,No,2023-09-26 02:49:03
2985,3740,Student Loan,8912.66,2.9,120,2022-11-30,2032-11-30,0.0,Closed,No,2022-11-28 13:14:06
2986,3743,Student Loan,42854.62,2.9,120,2023-09-19,2033-09-19,0.0,Closed,No,2023-09-14 04:09:01
2987,3745,Auto Loan,7231.02,3.8,48,2021-12-01,2025-12-01,0.0,Closed,No,2021-11-24 15:23:58
2988,3746,Auto Loan,15425.25,3.8,48,2022-06-16,2026-06-16,0.0,Closed,No,2022-06-10 16:21:56
2989,3747,Student Loan,47997.74,2.9,120,2020-10-21,2030-10-21,0.0,Closed,No,2020-10-15 02:05:46
2990,3748,Credit Line,2252.02,6.0,12,2020-11-24,2021-11-24,0.0,Closed,No,2020-11-22 13:12:05
2991,3751,Auto Loan,94411.5,3.8,48,2024-02-10,2028-02-10,0.0,Closed,No,2024-02-04 14:15:44
2992,3751,Student Loan,43699.56,2.9,120,2024-02-15,2034-02-15,43699.56,Active,No,2024-02-11 08:01:58
2993,3753,Personal Loan,1517.55,4.2,60,2021-07-01,2026-07-01,0.0,Closed,No,2021-06-26 16:29:53
2994,3754,Credit Line,10358.43,6.0,12,2021-01-25,2022-01-25,0.0,Closed,No,2021-01-20 10:06:54
2995,3754,Auto Loan,44061.02,3.8,48,2021-11-02,2025-11-02,0.0,Closed,No,2021-10-31 04:48:51
2996,3754,Small Business Loan,34724.51,5.5,84,2020-06-20,2027-06-20,0.0,Closed,No,2020-06-16 22:31:32
2997,3755,Student Loan,28365.1,2.9,120,2023-01-14,2033-01-14,0.0,Closed,No,2023-01-12 19:58:09
2998,3756,Small Business Loan,190519.97,5.5,84,2020-06-28,2027-06-28,0.0,Closed,No,2020-06-26 11:41:08
2999,3759,Credit Line,1848.63,6.0,12,2024-01-02,2025-01-02,0.0,Closed,No,2023-12-29 06:31:51
3000,3761,Auto Loan,87874.35,3.8,48,2022-07-17,2026-07-17,0.0,Closed,No,2022-07-10 07:02:09
3001,3761,Small Business Loan,50149.32,5.5,84,2023-09-02,2030-09-02,0.0,Closed,No,2023-08-31 17:43:31
3002,3763,Personal Loan,29628.71,4.2,60,2020-03-28,2025-03-28,0.0,Closed,No,2020-03-27 13:49:21
3003,3765,Small Business Loan,163419.77,5.5,84,2024-04-18,2031-04-18,0.0,Closed,No,2024-04-13 14:57:36
3004,3766,Student Loan,13675.72,2.9,120,2022-03-26,2032-03-26,0.0,Closed,No,2022-03-25 17:18:11
3005,3768,Mortgage,160419.72,1.5,240,2024-01-16,2044-01-16,0.0,Closed,No,2024-01-12 01:38:33
3006,3769,Auto Loan,10429.22,3.8,48,2021-01-18,2025-01-18,0.0,Closed,No,2021-01-15 08:58:13
3007,3770,Student Loan,17009.45,2.9,120,2022-02-20,2032-02-20,0.0,Closed,No,2022-02-18 13:57:01
3008,3770,Small Business Loan,12870.75,5.5,84,2021-09-11,2028-09-11,0.0,Closed,Yes,2021-09-04 09:07:04
3009,3771,Student Loan,15553.15,2.9,120,2024-05-31,2034-05-31,0.0,Closed,Yes,2024-05-25 03:27:56
3010,3773,Student Loan,41252.65,2.9,120,2022-03-07,2032-03-07,0.0,Closed,No,2022-02-28 19:25:39
3011,3774,Student Loan,54547.9,2.9,120,2022-11-02,2032-11-02,0.0,Closed,No,2022-10-27 16:31:44
3012,3775,Mortgage,360356.35,1.5,240,2022-02-09,2042-02-09,0.0,Closed,No,2022-02-03 17:08:20
3013,3775,Mortgage,390683.81,1.5,240,2021-06-08,2041-06-08,390683.81,Active,No,2021-06-04 18:33:44
3014,3776,Credit Line,5660.06,6.0,12,2021-03-06,2022-03-06,0.0,Closed,No,2021-03-03 16:31:52
3015,3777,Small Business Loan,200078.16,5.5,84,2021-11-23,2028-11-23,0.0,Closed,No,2021-11-19 01:18:29
3016,3777,Mortgage,289443.42,1.5,240,2022-12-21,2042-12-21,0.0,Closed,No,2022-12-18 14:10:32
3017,3778,Credit Line,18908.75,6.0,12,2023-10-22,2024-10-22,0.0,Closed,No,2023-10-17 14:48:14
3018,3779,Credit Line,19267.69,6.0,12,2021-04-29,2022-04-29,0.0,Closed,No,2021-04-27 10:39:50
3019,3779,Credit Line,19797.34,6.0,12,2021-11-17,2022-11-17,0.0,Closed,No,2021-11-14 07:14:35
3020,3782,Personal Loan,42600.09,4.2,60,2022-06-21,2027-06-21,0.0,Closed,No,2022-06-19 03:09:22
3021,3787,Small Business Loan,243560.98,5.5,84,2020-09-27,2027-09-27,0.0,Closed,No,2020-09-23 07:10:53
3022,3787,Auto Loan,55272.23,3.8,48,2022-03-14,2026-03-14,55272.23,Active,No,2022-03-13 04:47:16
3023,3787,Small Business Loan,158990.71,5.5,84,2023-05-11,2030-05-11,0.0,Closed,No,2023-05-04 23:41:58
3024,3788,Personal Loan,2275.08,4.2,60,2023-07-11,2028-07-11,0.0,Closed,No,2023-07-07 13:17:37
3025,3789,Auto Loan,57836.01,3.8,48,2021-05-14,2025-05-14,57836.01,Active,No,2021-05-12 06:02:26
3026,3789,Personal Loan,11598.21,4.2,60,2024-05-19,2029-05-19,0.0,Closed,No,2024-05-17 21:12:42
3027,3794,Personal Loan,21873.3,4.2,60,2021-12-14,2026-12-14,0.0,Closed,No,2021-12-12 21:15:11
3028,3797,Small Business Loan,163770.36,5.5,84,2024-10-26,2031-10-26,0.0,Closed,No,2024-10-20 03:04:52
3029,3798,Credit Line,2937.59,6.0,12,2020-05-08,2021-05-08,0.0,Closed,No,2020-05-01 18:18:48
3030,3799,Auto Loan,91895.35,3.8,48,2024-10-08,2028-10-08,0.0,Closed,No,2024-10-05 14:10:07
3031,3801,Mortgage,315319.6,1.5,240,2022-11-09,2042-11-09,0.0,Closed,No,2022-11-03 05:47:30
3032,3802,Credit Line,4653.63,6.0,12,2021-08-31,2022-08-31,4653.63,Active,No,2021-08-24 12:12:29
3033,3805,Mortgage,336123.14,1.5,240,2022-02-08,2042-02-08,336123.14,Active,No,2022-02-01 07:10:27
3034,3806,Mortgage,406079.58,1.5,240,2022-10-22,2042-10-22,406079.58,Active,No,2022-10-21 08:33:27
3035,3806,Personal Loan,4202.62,4.2,60,2024-02-04,2029-02-04,0.0,Closed,No,2024-01-29 00:05:09
3036,3808,Auto Loan,86656.14,3.8,48,2021-02-17,2025-02-17,0.0,Closed,No,2021-02-12 05:18:02
3037,3808,Personal Loan,10975.1,4.2,60,2025-05-13,2030-05-13,0.0,Closed,No,2025-05-12 03:41:24
3038,3810,Auto Loan,66614.51,3.8,48,2025-05-04,2029-05-04,0.0,Closed,No,2025-05-02 04:11:38
3039,3811,Auto Loan,65869.63,3.8,48,2021-01-23,2025-01-23,0.0,Closed,No,2021-01-22 06:50:52
3040,3811,Student Loan,19833.62,2.9,120,2024-10-02,2034-10-02,19833.62,Active,No,2024-10-01 05:55:54
3041,3812,Small Business Loan,207325.66,5.5,84,2022-06-11,2029-06-11,0.0,Closed,No,2022-06-09 03:52:41
3042,3813,Mortgage,149005.14,1.5,240,2025-01-28,2045-01-28,0.0,Closed,No,2025-01-27 00:51:22
3043,3815,Personal Loan,17383.12,4.2,60,2021-02-12,2026-02-12,17383.12,Active,No,2021-02-06 17:04:47
3044,3815,Personal Loan,38596.23,4.2,60,2021-01-09,2026-01-09,0.0,Closed,No,2021-01-02 00:40:22
3045,3816,Mortgage,315053.2,1.5,240,2022-04-29,2042-04-29,0.0,Closed,No,2022-04-25 22:58:32
3046,3818,Student Loan,11124.56,2.9,120,2021-07-22,2031-07-22,0.0,Closed,No,2021-07-19 11:11:46
3047,3818,Student Loan,27742.55,2.9,120,2024-09-27,2034-09-27,27742.55,Active,No,2024-09-24 21:57:40
3048,3821,Student Loan,59512.98,2.9,120,2020-04-05,2030-04-05,59512.98,Active,No,2020-03-29 15:21:39
3049,3821,Student Loan,11113.18,2.9,120,2021-02-06,2031-02-06,11113.18,Active,No,2021-02-05 08:53:46
3050,3824,Auto Loan,14034.46,3.8,48,2021-11-23,2025-11-23,0.0,Closed,No,2021-11-18 06:47:45
3051,3825,Mortgage,165822.68,1.5,240,2025-02-25,2045-02-25,0.0,Closed,No,2025-02-18 14:29:39
3052,3826,Credit Line,8932.0,6.0,12,2023-03-06,2024-03-06,8932.0,Active,No,2023-03-04 08:28:13
3053,3829,Student Loan,59210.03,2.9,120,2024-06-27,2034-06-27,0.0,Closed,No,2024-06-25 05:46:09
3054,3831,Auto Loan,79199.92,3.8,48,2021-04-06,2025-04-06,79199.92,Active,No,2021-04-02 02:31:06
3055,3833,Mortgage,454781.46,1.5,240,2021-09-17,2041-09-17,0.0,Closed,No,2021-09-16 10:56:07
3056,3837,Personal Loan,44819.46,4.2,60,2021-02-17,2026-02-17,0.0,Closed,No,2021-02-11 22:25:38
3057,3838,Personal Loan,29463.37,4.2,60,2024-07-09,2029-07-09,0.0,Closed,No,2024-07-07 13:06:01
3058,3845,Small Business Loan,228562.65,5.5,84,2021-10-09,2028-10-09,0.0,Closed,No,2021-10-02 08:32:30
3059,3845,Credit Line,18957.73,6.0,12,2021-11-11,2022-11-11,0.0,Closed,No,2021-11-10 06:33:29
3060,3848,Personal Loan,16553.69,4.2,60,2021-11-25,2026-11-25,0.0,Closed,No,2021-11-21 03:00:22
3061,3850,Mortgage,438732.35,1.5,240,2022-05-20,2042-05-20,438732.35,Active,No,2022-05-18 00:35:12
3062,3850,Personal Loan,18243.93,4.2,60,2024-04-06,2029-04-06,0.0,Closed,No,2024-03-30 12:35:18
3063,3851,Auto Loan,28883.64,3.8,48,2024-03-01,2028-03-01,28883.64,Active,Yes,2024-02-26 16:18:03
3064,3853,Credit Line,9807.89,6.0,12,2020-07-24,2021-07-24,9807.89,Active,No,2020-07-23 03:38:15
3065,3853,Student Loan,26804.45,2.9,120,2024-06-05,2034-06-05,26804.45,Active,No,2024-06-01 18:48:26
3066,3855,Small Business Loan,26641.44,5.5,84,2024-12-06,2031-12-06,0.0,Closed,No,2024-11-30 13:07:18
3067,3857,Mortgage,179677.39,1.5,240,2023-04-19,2043-04-19,0.0,Closed,No,2023-04-17 16:54:37
3068,3858,Credit Line,17459.47,6.0,12,2021-07-18,2022-07-18,0.0,Closed,No,2021-07-15 22:18:08
3069,3861,Small Business Loan,198652.13,5.5,84,2021-03-27,2028-03-27,198652.13,Active,No,2021-03-26 18:17:35
3070,3861,Auto Loan,13501.95,3.8,48,2020-09-19,2024-09-19,0.0,Closed,No,2020-09-13 10:41:49
3071,3862,Mortgage,352175.01,1.5,240,2020-09-26,2040-09-26,0.0,Closed,No,2020-09-20 11:14:51
3072,3862,Auto Loan,36543.69,3.8,48,2021-05-04,2025-05-04,36543.69,Active,No,2021-04-27 08:26:16
3073,3863,Auto Loan,37064.45,3.8,48,2021-04-26,2025-04-26,0.0,Closed,No,2021-04-22 10:11:13
3074,3865,Mortgage,134937.56,1.5,240,2020-04-15,2040-04-15,0.0,Closed,Yes,2020-04-10 14:09:59
3075,3867,Auto Loan,45532.35,3.8,48,2024-06-20,2028-06-20,0.0,Closed,No,2024-06-19 23:39:58
3076,3869,Small Business Loan,168162.76,5.5,84,2021-03-21,2028-03-21,168162.76,Active,No,2021-03-19 13:53:26
3077,3869,Credit Line,4793.73,6.0,12,2022-07-18,2023-07-18,0.0,Closed,No,2022-07-16 12:50:52
3078,3869,Student Loan,33106.73,2.9,120,2020-03-29,2030-03-29,0.0,Closed,No,2020-03-26 00:23:03
3079,3869,Student Loan,48567.83,2.9,120,2022-05-16,2032-05-16,0.0,Closed,No,2022-05-10 18:07:27
3080,3870,Auto Loan,88597.96,3.8,48,2021-11-13,2025-11-13,0.0,Closed,No,2021-11-10 01:21:28
3081,3871,Personal Loan,17440.51,4.2,60,2020-06-22,2025-06-22,0.0,Closed,No,2020-06-16 05:30:36
3082,3872,Student Loan,55587.57,2.9,120,2023-01-28,2033-01-28,0.0,Closed,No,2023-01-24 17:14:53
3083,3873,Credit Line,2068.1,6.0,12,2020-08-07,2021-08-07,0.0,Closed,No,2020-08-02 10:48:23
3084,3874,Personal Loan,20078.86,4.2,60,2023-10-07,2028-10-07,0.0,Closed,No,2023-10-02 06:48:07
3085,3876,Student Loan,11699.21,2.9,120,2022-07-21,2032-07-21,0.0,Closed,No,2022-07-16 20:49:39
3086,3877,Small Business Loan,221295.16,5.5,84,2021-06-01,2028-06-01,221295.16,Active,No,2021-05-29 00:00:01
3087,3878,Small Business Loan,49866.07,5.5,84,2023-09-17,2030-09-17,49866.07,Active,No,2023-09-13 17:05:57
3088,3878,Auto Loan,5637.39,3.8,48,2024-05-05,2028-05-05,0.0,Closed,No,2024-04-30 15:18:28
3089,3879,Student Loan,13402.97,2.9,120,2021-08-03,2031-08-03,0.0,Closed,No,2021-07-28 08:02:12
3090,3880,Credit Line,17678.52,6.0,12,2024-10-14,2025-10-14,17678.52,Active,No,2024-10-08 00:38:49
3091,3880,Small Business Loan,50911.02,5.5,84,2022-02-02,2029-02-02,50911.02,Active,No,2022-02-01 00:16:04
3092,3880,Small Business Loan,16911.35,5.5,84,2021-09-25,2028-09-25,0.0,Closed,No,2021-09-22 19:16:03
3093,3881,Auto Loan,96048.95,3.8,48,2023-07-10,2027-07-10,0.0,Closed,No,2023-07-06 03:32:38
3094,3882,Credit Line,15790.35,6.0,12,2025-01-13,2026-01-13,0.0,Closed,No,2025-01-07 08:18:54
3095,3882,Mortgage,66820.37,1.5,240,2024-06-17,2044-06-17,0.0,Closed,No,2024-06-10 19:30:28
3096,3882,Student Loan,43403.82,2.9,120,2021-03-30,2031-03-30,0.0,Closed,No,2021-03-26 16:26:39
3097,3882,Small Business Loan,12508.53,5.5,84,2023-01-07,2030-01-07,0.0,Closed,No,2023-01-01 09:04:54
3098,3882,Small Business Loan,139818.14,5.5,84,2020-06-17,2027-06-17,0.0,Closed,No,2020-06-10 08:03:06
3099,3883,Personal Loan,24936.43,4.2,60,2020-01-08,2025-01-08,0.0,Closed,No,2020-01-04 22:02:42
3100,3883,Small Business Loan,46101.52,5.5,84,2022-10-24,2029-10-24,46101.52,Active,No,2022-10-23 08:23:01
3101,3883,Student Loan,56661.77,2.9,120,2023-08-15,2033-08-15,0.0,Closed,No,2023-08-09 00:32:26
3102,3884,Small Business Loan,159557.59,5.5,84,2023-06-05,2030-06-05,0.0,Closed,No,2023-05-29 18:45:19
3103,3888,Credit Line,10710.96,6.0,12,2021-06-15,2022-06-15,0.0,Closed,No,2021-06-11 08:58:57
3104,3890,Mortgage,396700.3,1.5,240,2023-04-02,2043-04-02,0.0,Closed,No,2023-03-27 05:36:44
3105,3890,Auto Loan,47692.18,3.8,48,2022-07-01,2026-07-01,0.0,Closed,No,2022-06-29 23:12:50
3106,3891,Credit Line,12972.02,6.0,12,2020-08-17,2021-08-17,0.0,Closed,No,2020-08-16 08:16:36
3107,3893,Small Business Loan,149462.47,5.5,84,2024-07-03,2031-07-03,0.0,Closed,No,2024-06-29 11:52:59
3108,3894,Student Loan,50540.17,2.9,120,2023-05-09,2033-05-09,0.0,Closed,No,2023-05-07 17:33:37
3109,3894,Mortgage,160501.38,1.5,240,2022-12-18,2042-12-18,0.0,Closed,No,2022-12-13 20:39:04
3110,3899,Auto Loan,48637.71,3.8,48,2022-03-09,2026-03-09,0.0,Closed,No,2022-03-02 14:04:28
3111,3901,Credit Line,10248.78,6.0,12,2022-04-29,2023-04-29,0.0,Closed,No,2022-04-27 08:41:26
3112,3901,Credit Line,8450.87,6.0,12,2023-07-24,2024-07-24,0.0,Closed,No,2023-07-23 17:37:02
3113,3902,Student Loan,27251.6,2.9,120,2024-05-22,2034-05-22,0.0,Closed,No,2024-05-20 14:05:39
3114,3902,Credit Line,4563.12,6.0,12,2022-01-11,2023-01-11,0.0,Closed,No,2022-01-09 01:44:56
3115,3903,Credit Line,17587.95,6.0,12,2020-02-09,2021-02-09,17587.95,Active,No,2020-02-06 20:54:56
3116,3903,Small Business Loan,196019.6,5.5,84,2022-12-14,2029-12-14,0.0,Closed,No,2022-12-09 07:12:54
3117,3905,Small Business Loan,238181.06,5.5,84,2021-10-21,2028-10-21,0.0,Closed,No,2021-10-20 01:16:15
3118,3905,Personal Loan,41833.45,4.2,60,2022-04-17,2027-04-17,0.0,Closed,No,2022-04-12 02:02:16
3119,3906,Mortgage,339426.48,1.5,240,2022-12-11,2042-12-11,0.0,Closed,No,2022-12-05 01:48:44
3120,3907,Small Business Loan,85049.42,5.5,84,2024-02-18,2031-02-18,0.0,Closed,No,2024-02-13 11:36:18
3121,3907,Mortgage,478734.32,1.5,240,2021-01-22,2041-01-22,0.0,Closed,No,2021-01-20 11:13:20
3122,3909,Auto Loan,77322.31,3.8,48,2022-12-03,2026-12-03,0.0,Closed,No,2022-11-30 19:55:59
3123,3910,Auto Loan,77419.23,3.8,48,2022-07-19,2026-07-19,0.0,Closed,No,2022-07-16 17:53:46
3124,3914,Auto Loan,16312.89,3.8,48,2024-03-22,2028-03-22,16312.89,Active,No,2024-03-17 11:48:46
3125,3919,Credit Line,7399.48,6.0,12,2023-08-09,2024-08-09,0.0,Closed,No,2023-08-03 05:37:53
3126,3919,Personal Loan,3666.22,4.2,60,2020-10-27,2025-10-27,3666.22,Active,No,2020-10-26 13:41:30
3127,3920,Personal Loan,49091.53,4.2,60,2023-03-01,2028-03-01,0.0,Closed,No,2023-02-26 07:53:02
3128,3920,Student Loan,13142.42,2.9,120,2022-01-30,2032-01-30,0.0,Closed,No,2022-01-28 23:30:08
3129,3924,Small Business Loan,170006.98,5.5,84,2021-03-05,2028-03-05,0.0,Closed,No,2021-03-02 02:02:13
3130,3926,Credit Line,1248.28,6.0,12,2024-12-20,2025-12-20,0.0,Closed,No,2024-12-19 00:43:54
3131,3928,Personal Loan,40912.35,4.2,60,2022-01-10,2027-01-10,0.0,Closed,No,2022-01-06 12:32:10
3132,3929,Small Business Loan,64853.64,5.5,84,2024-08-13,2031-08-13,0.0,Closed,No,2024-08-11 00:42:32
3133,3929,Mortgage,275496.17,1.5,240,2021-04-16,2041-04-16,0.0,Closed,No,2021-04-14 17:21:53
3134,3930,Small Business Loan,83235.44,5.5,84,2023-08-31,2030-08-31,0.0,Closed,No,2023-08-28 18:01:35
3135,3931,Auto Loan,23263.45,3.8,48,2022-06-18,2026-06-18,0.0,Closed,No,2022-06-15 20:06:37
3136,3931,Auto Loan,87587.07,3.8,48,2020-12-16,2024-12-16,0.0,Closed,No,2020-12-14 23:05:13
3137,3931,Personal Loan,19426.19,4.2,60,2020-06-16,2025-06-16,19426.19,Active,Yes,2020-06-10 01:52:29
3138,3932,Credit Line,15709.6,6.0,12,2022-02-06,2023-02-06,15709.6,Active,No,2022-01-31 20:05:14
3139,3934,Personal Loan,10386.46,4.2,60,2022-12-21,2027-12-21,10386.46,Active,Yes,2022-12-18 00:46:25
3140,3936,Credit Line,18692.89,6.0,12,2021-12-01,2022-12-01,0.0,Closed,No,2021-11-30 07:43:48
3141,3937,Personal Loan,21992.43,4.2,60,2023-01-30,2028-01-30,0.0,Closed,No,2023-01-27 23:39:28
3142,3939,Credit Line,12298.92,6.0,12,2021-11-09,2022-11-09,12298.92,Active,No,2021-11-06 05:01:10
3143,3942,Credit Line,2804.78,6.0,12,2022-05-13,2023-05-13,2804.78,Active,No,2022-05-10 00:34:21
3144,3943,Personal Loan,41230.02,4.2,60,2024-02-26,2029-02-26,0.0,Closed,No,2024-02-19 13:43:12
3145,3946,Auto Loan,42261.34,3.8,48,2022-03-24,2026-03-24,42261.34,Active,No,2022-03-20 13:22:13
3146,3947,Personal Loan,33547.56,4.2,60,2021-02-24,2026-02-24,33547.56,Active,No,2021-02-20 18:18:19
3147,3947,Student Loan,9515.84,2.9,120,2022-03-20,2032-03-20,9515.84,Active,No,2022-03-15 19:42:10
3148,3950,Small Business Loan,237514.89,5.5,84,2021-12-18,2028-12-18,0.0,Closed,No,2021-12-14 11:54:45
3149,3950,Small Business Loan,95091.68,5.5,84,2021-04-04,2028-04-04,0.0,Closed,No,2021-03-29 16:38:34
3150,3951,Credit Line,12518.4,6.0,12,2023-07-06,2024-07-06,0.0,Closed,No,2023-06-30 20:21:32
3151,3951,Mortgage,370714.36,1.5,240,2024-08-30,2044-08-30,0.0,Closed,No,2024-08-25 01:05:21
3152,3954,Small Business Loan,173603.78,5.5,84,2022-07-03,2029-07-03,173603.78,Active,No,2022-06-28 00:30:11
3153,3956,Small Business Loan,132127.56,5.5,84,2024-09-30,2031-09-30,0.0,Closed,No,2024-09-24 06:06:44
3154,3958,Student Loan,52465.8,2.9,120,2021-02-26,2031-02-26,0.0,Closed,No,2021-02-23 09:31:42
3155,3959,Mortgage,451217.81,1.5,240,2024-08-02,2044-08-02,0.0,Closed,No,2024-07-27 00:51:50
3156,3960,Mortgage,303254.96,1.5,240,2024-07-07,2044-07-07,0.0,Closed,No,2024-07-05 19:29:20
3157,3962,Student Loan,44771.75,2.9,120,2023-01-06,2033-01-06,0.0,Closed,No,2023-01-05 15:18:02
3158,3962,Personal Loan,43734.79,4.2,60,2022-01-31,2027-01-31,0.0,Closed,No,2022-01-30 07:35:02
3159,3964,Credit Line,1982.75,6.0,12,2020-12-01,2021-12-01,0.0,Closed,No,2020-11-29 11:15:53
3160,3965,Auto Loan,93726.1,3.8,48,2023-09-03,2027-09-03,93726.1,Active,No,2023-08-30 15:24:40
3161,3965,Credit Line,1572.66,6.0,12,2022-04-05,2023-04-05,0.0,Closed,No,2022-04-02 14:02:01
3162,3968,Personal Loan,42118.15,4.2,60,2021-05-15,2026-05-15,42118.15,Active,No,2021-05-09 20:03:41
3163,3969,Auto Loan,80688.63,3.8,48,2023-01-17,2027-01-17,80688.63,Active,No,2023-01-11 23:27:29
3164,3971,Auto Loan,47434.26,3.8,48,2020-03-27,2024-03-27,0.0,Closed,No,2020-03-23 17:16:30
