Finance_ID,Date,Total_Assets,Total_Liabilities,Total_Equity,Revenue,Expenses,Net_Profit,Report_Date,Currency,Created_At
375,2021-01-09,449855314.72,336524358.03,113330956.69,183534.5,143924.71,39609.79,2021-01-09,EUR,2025-05-25 21:55:48.202198
376,2021-01-10,451078584.61,318084534.42,132994050.19,180704.79,142921.44,37783.35,2021-01-10,EUR,2025-05-25 21:55:48.202198
377,2021-01-11,452283742.24,338583255.91,113700486.32,183335.76,145741.52,37594.24,2021-01-11,EUR,2025-05-25 21:55:48.202198
378,2021-01-12,453463185.77,326123223.78,127339961.99,172047.39,174160.55,-2113.16,2021-01-12,EUR,2025-05-25 21:55:48.202198
379,2021-01-13,454665120.6,348233914.37,106431206.23,174492.06,123142.68,51349.38,2021-01-13,EUR,2025-05-25 21:55:48.202198
380,2021-01-14,455875326.65,319785849.38,136089477.27,169548.91,115530.84,54018.07,2021-01-14,EUR,2025-05-25 21:55:48.202198
381,2021-01-15,457066144.56,314676996.5,142389148.06,179049.27,141650.0,37399.27,2021-01-15,EUR,2025-05-25 21:55:48.202198
382,2021-01-16,458290950.68,346559281.99,111731668.69,188824.5,139258.6,49565.9,2021-01-16,EUR,2025-05-25 21:55:48.202198
383,2021-01-17,459455884.59,353941182.98,105514701.61,181238.73,147840.05,33398.68,2021-01-17,EUR,2025-05-25 21:55:48.202198
384,2021-01-18,460638810.11,342459617.44,118179192.67,188746.2,114184.03,74562.17,2021-01-18,EUR,2025-05-25 21:55:48.202198
385,2021-01-19,461829031.31,348042297.01,113786734.3,177228.84,134686.78,42542.06,2021-01-19,EUR,2025-05-25 21:55:48.202198
386,2021-01-20,463032021.16,312154839.54,150877181.62,187777.19,116978.1,70799.09,2021-01-20,EUR,2025-05-25 21:55:48.202198
387,2021-01-21,464189654.32,311050749.43,153138904.89,183243.03,143562.39,39680.64,2021-01-21,EUR,2025-05-25 21:55:48.202198
388,2021-01-22,465417988.59,309553405.99,155864582.6,183477.83,126718.85,56758.98,2021-01-22,EUR,2025-05-25 21:55:48.202198
389,2021-01-23,466635303.51,318573747.4,148061556.1,174087.33,145058.5,29028.83,2021-01-23,EUR,2025-05-25 21:55:48.202198
390,2021-01-24,467860571.77,349184922.5,118675649.27,187848.92,121064.81,66784.1,2021-01-24,EUR,2025-05-25 21:55:48.202198
391,2021-01-25,469051898.2,347940265.45,121111632.74,168905.73,148732.42,20173.31,2021-01-25,EUR,2025-05-25 21:55:48.202198
392,2021-01-26,470237489.71,321768409.39,148469080.32,170748.5,149364.97,21383.54,2021-01-26,EUR,2025-05-25 21:55:48.202198
393,2021-01-27,471415944.16,309347392.77,162068551.39,155740.4,134765.31,20975.09,2021-01-27,EUR,2025-05-25 21:55:48.202198
394,2021-01-28,472617143.04,310042460.38,162574682.66,183003.91,159891.11,23112.8,2021-01-28,EUR,2025-05-25 21:55:48.202198
395,2021-01-29,473784244.58,332159848.91,141624395.68,196556.08,143466.84,53089.24,2021-01-29,EUR,2025-05-25 21:55:48.202198
396,2021-01-30,475014163.49,366415469.11,108598694.38,155429.3,135928.35,19500.95,2021-01-30,EUR,2025-05-25 21:55:48.202198
397,2021-01-31,476194245.44,333058947.38,143135298.06,176509.45,141103.25,35406.2,2021-01-31,EUR,2025-05-25 21:55:48.202198
398,2021-02-01,477401669.17,334180081.32,143221587.85,189915.01,150966.98,38948.03,2021-02-01,EUR,2025-05-25 21:55:48.202198
399,2021-02-02,478584900.19,321081534.73,157503365.46,204029.2,117645.82,86383.38,2021-02-02,EUR,2025-05-25 21:55:48.202198
400,2021-02-03,479787529.81,345252105.8,134535424.01,196178.52,139854.01,56324.51,2021-02-03,EUR,2025-05-25 21:55:48.202198
401,2021-02-04,480987112.61,349396315.71,131590796.91,180533.83,138794.88,41738.95,2021-02-04,EUR,2025-05-25 21:55:48.202198
402,2021-02-05,482154856.66,365955047.14,116199809.52,181276.54,160991.7,20284.84,2021-02-05,EUR,2025-05-25 21:55:48.202198
403,2021-02-06,483394274.8,368844281.54,114549993.26,153287.16,149557.86,3729.31,2021-02-06,EUR,2025-05-25 21:55:48.202198
404,2021-02-07,484572970.78,346869925.88,137703044.9,164228.18,156412.37,7815.81,2021-02-07,EUR,2025-05-25 21:55:48.202198
405,2021-02-08,485787074.96,351919491.52,133867583.44,200337.25,133610.87,66726.38,2021-02-08,EUR,2025-05-25 21:55:48.202198
406,2021-02-09,486992215.5,373755443.98,113236771.52,214152.51,126530.25,87622.26,2021-02-09,EUR,2025-05-25 21:55:48.202198
407,2021-02-10,488203024.71,340842426.25,147360598.46,159281.74,125676.62,33605.12,2021-02-10,EUR,2025-05-25 21:55:48.202198
408,2021-02-11,489401493.0,370512772.81,118888720.19,180306.32,139389.33,40916.99,2021-02-11,EUR,2025-05-25 21:55:48.202198
409,2021-02-12,490596080.22,326107508.87,164488571.35,189411.63,157066.67,32344.96,2021-02-12,EUR,2025-05-25 21:55:48.202198
410,2021-02-13,491806408.53,369810538.65,121995869.88,180752.03,130740.99,50011.05,2021-02-13,EUR,2025-05-25 21:55:48.202198
411,2021-02-14,493019971.15,340502047.54,152517923.6,181634.88,145252.27,36382.61,2021-02-14,EUR,2025-05-25 21:55:48.202198
412,2021-02-15,494245166.09,321978633.96,172266532.14,153105.01,142100.76,11004.25,2021-02-15,EUR,2025-05-25 21:55:48.202198
413,2021-02-16,495446625.94,330646787.84,164799838.1,210647.65,123878.03,86769.61,2021-02-16,EUR,2025-05-25 21:55:48.202198
414,2021-02-17,496649875.19,324691485.53,171958389.67,171790.64,131461.75,40328.88,2021-02-17,EUR,2025-05-25 21:55:48.202198
415,2021-02-18,497848328.01,357603652.37,140244675.64,190732.79,134922.53,55810.26,2021-02-18,EUR,2025-05-25 21:55:48.202198
416,2021-02-19,499036824.27,368712698.59,130324125.68,193356.87,128778.69,64578.18,2021-02-19,EUR,2025-05-25 21:55:48.202198
417,2021-02-20,500240982.54,381280075.01,118960907.53,153677.79,150956.47,2721.32,2021-02-20,EUR,2025-05-25 21:55:48.202198
418,2021-02-21,501436229.5,390506621.89,110929607.61,179975.26,150896.48,29078.78,2021-02-21,EUR,2025-05-25 21:55:48.202198
419,2021-02-22,502677289.21,353590157.0,149087132.21,187310.0,151720.79,35589.2,2021-02-22,EUR,2025-05-25 21:55:48.202198
420,2021-02-23,503880746.62,339322576.81,164558169.81,174541.53,133617.56,40923.97,2021-02-23,EUR,2025-05-25 21:55:48.202198
421,2021-02-24,505074226.1,389131073.64,115943152.47,181568.45,149348.5,32219.95,2021-02-24,EUR,2025-05-25 21:55:48.202198
422,2021-02-25,506301104.57,382257371.44,124043733.13,197656.74,146356.48,51300.26,2021-02-25,EUR,2025-05-25 21:55:48.202198
423,2021-02-26,507524807.12,331880806.84,175644000.28,188589.46,142173.73,46415.73,2021-02-26,EUR,2025-05-25 21:55:48.202198
424,2021-02-27,508729844.22,346779791.18,161950053.04,175827.1,150462.08,25365.02,2021-02-27,EUR,2025-05-25 21:55:48.202198
425,2021-02-28,509940912.13,351925742.36,158015169.77,185949.58,132438.15,53511.43,2021-02-28,EUR,2025-05-25 21:55:48.202198
426,2021-03-01,511140980.71,353190056.12,157950924.58,176656.5,134504.24,42152.26,2021-03-01,EUR,2025-05-25 21:55:48.202198
427,2021-03-02,512366800.28,360094382.88,152272417.39,172687.05,143145.76,29541.29,2021-03-02,EUR,2025-05-25 21:55:48.202198
428,2021-03-03,513565590.65,365545594.87,148019995.78,191990.59,140179.16,51811.43,2021-03-03,EUR,2025-05-25 21:55:48.202198
429,2021-03-04,514777709.17,378676719.68,136100989.5,168024.97,130289.3,37735.66,2021-03-04,EUR,2025-05-25 21:55:48.202198
430,2021-03-05,515982228.27,389553568.25,126428660.02,172283.7,120757.96,51525.74,2021-03-05,EUR,2025-05-25 21:55:48.202198
431,2021-03-06,517210653.78,386351492.84,130859160.93,167899.15,120411.34,47487.81,2021-03-06,EUR,2025-05-25 21:55:48.202198
432,2021-03-07,518394357.63,362678117.82,155716239.81,190471.56,148211.99,42259.57,2021-03-07,EUR,2025-05-25 21:55:48.202198
433,2021-03-08,519610275.33,385089581.58,134520693.75,157065.66,131913.57,25152.09,2021-03-08,EUR,2025-05-25 21:55:48.202198
434,2021-03-09,520848853.53,380600590.34,140248263.19,199525.83,139234.65,60291.18,2021-03-09,EUR,2025-05-25 21:55:48.202198
435,2021-03-10,522040503.68,356848892.36,165191611.32,181657.15,154721.18,26935.97,2021-03-10,EUR,2025-05-25 21:55:48.202198
436,2021-03-11,523187645.06,396766041.09,126421603.98,164630.44,126358.5,38271.94,2021-03-11,EUR,2025-05-25 21:55:48.202198
437,2021-03-12,524349588.24,361110414.34,163239173.9,181364.71,153379.69,27985.01,2021-03-12,EUR,2025-05-25 21:55:48.202198
438,2021-03-13,525527007.09,409527391.14,115999615.95,188131.49,134714.21,53417.28,2021-03-13,EUR,2025-05-25 21:55:48.202198
439,2021-03-14,526735668.69,357507892.15,169227776.54,200627.59,129391.68,71235.91,2021-03-14,EUR,2025-05-25 21:55:48.202198
440,2021-03-15,527951135.73,405966102.4,121985033.33,144005.05,156714.29,-12709.25,2021-03-15,EUR,2025-05-25 21:55:48.202198
441,2021-03-16,529127389.52,370506817.84,158620571.68,176223.26,129284.59,46938.67,2021-03-16,EUR,2025-05-25 21:55:48.202198
442,2021-03-17,530304012.46,363385294.16,166918718.3,182016.44,154652.07,27364.36,2021-03-17,EUR,2025-05-25 21:55:48.202198
443,2021-03-18,531512651.11,411790108.68,119722542.43,170027.71,133172.96,36854.75,2021-03-18,EUR,2025-05-25 21:55:48.202198
444,2021-03-19,532723018.62,361694899.7,171028118.92,174027.92,146029.25,27998.67,2021-03-19,EUR,2025-05-25 21:55:48.202198
445,2021-03-20,533927201.47,369531732.38,164395469.09,162866.76,143735.67,19131.08,2021-03-20,EUR,2025-05-25 21:55:48.202198
446,2021-03-21,535123980.79,374576346.66,160547634.13,176583.28,144550.35,32032.93,2021-03-21,EUR,2025-05-25 21:55:48.202198
447,2021-03-22,536313078.68,402852104.56,133460974.12,202718.47,139440.17,63278.3,2021-03-22,EUR,2025-05-25 21:55:48.202198
448,2021-03-23,537540473.55,387929221.67,149611251.88,145240.54,127327.86,17912.68,2021-03-23,EUR,2025-05-25 21:55:48.202198
449,2021-03-24,538704198.86,391517154.07,147187044.8,185350.97,144511.78,40839.18,2021-03-24,EUR,2025-05-25 21:55:48.202198
450,2021-03-25,539901120.54,379591288.81,160309831.72,196567.49,128314.7,68252.8,2021-03-25,EUR,2025-05-25 21:55:48.202198
451,2021-03-26,541119149.81,358264253.93,182854895.88,182134.99,134280.84,47854.16,2021-03-26,EUR,2025-05-25 21:55:48.202198
452,2021-03-27,542327099.13,392625467.93,149701631.2,180086.69,150850.13,29236.57,2021-03-27,EUR,2025-05-25 21:55:48.202198
453,2021-03-28,543536802.3,361652726.98,181884075.32,159590.38,131169.67,28420.71,2021-03-28,EUR,2025-05-25 21:55:48.202198
454,2021-03-29,544737184.2,374432043.32,170305140.87,168376.75,128548.88,39827.87,2021-03-29,EUR,2025-05-25 21:55:48.202198
455,2021-03-30,545971684.6,397267702.68,148703981.92,188159.57,135711.46,52448.1,2021-03-30,EUR,2025-05-25 21:55:48.202198
456,2021-03-31,547165764.85,396256061.72,150909703.13,171767.29,159820.71,11946.57,2021-03-31,EUR,2025-05-25 21:55:48.202198
457,2021-04-01,548388958.18,396494259.52,151894698.66,179538.11,168231.87,11306.25,2021-04-01,EUR,2025-05-25 21:55:48.202198
458,2021-04-02,549615469.67,400797702.41,148817767.26,177379.2,164533.96,12845.23,2021-04-02,EUR,2025-05-25 21:55:48.202198
459,2021-04-03,550798165.77,384256189.09,166541976.68,189321.55,149043.14,40278.4,2021-04-03,EUR,2025-05-25 21:55:48.202198
460,2021-04-04,552007605.42,388567629.25,163439976.18,174506.14,147518.03,26988.11,2021-04-04,EUR,2025-05-25 21:55:48.202198
461,2021-04-05,553229202.78,390191378.23,163037824.55,171962.26,129009.92,42952.33,2021-04-05,EUR,2025-05-25 21:55:48.202198
462,2021-04-06,554446729.19,424904506.31,129542222.88,175825.17,130401.89,45423.27,2021-04-06,EUR,2025-05-25 21:55:48.202198
463,2021-04-07,555645879.27,381176047.99,174469831.28,206820.28,130552.31,76267.97,2021-04-07,EUR,2025-05-25 21:55:48.202198
464,2021-04-08,556845209.73,380323863.39,176521346.34,193548.73,153302.58,40246.15,2021-04-08,EUR,2025-05-25 21:55:48.202198
465,2021-04-09,558018873.36,419134953.85,138883919.5,217488.57,139691.62,77796.95,2021-04-09,EUR,2025-05-25 21:55:48.202198
466,2021-04-10,559253787.44,409341770.89,149912016.55,180604.54,142160.39,38444.15,2021-04-10,EUR,2025-05-25 21:55:48.202198
467,2021-04-11,560445149.4,375788295.05,184656854.36,172368.88,142361.72,30007.16,2021-04-11,EUR,2025-05-25 21:55:48.202198
468,2021-04-12,561632377.22,385529365.08,176103012.14,191622.8,128727.8,62895.01,2021-04-12,EUR,2025-05-25 21:55:48.202198
469,2021-04-13,562821950.03,428608640.18,134213309.85,173365.97,161326.62,12039.35,2021-04-13,EUR,2025-05-25 21:55:48.202198
470,2021-04-14,564004043.43,435757183.37,128246860.06,184060.23,133060.69,50999.54,2021-04-14,EUR,2025-05-25 21:55:48.202198
471,2021-04-15,565209818.98,422083648.09,143126170.89,189441.04,138628.14,50812.9,2021-04-15,EUR,2025-05-25 21:55:48.202198
472,2021-04-16,566424863.46,403995227.05,162429636.41,186383.63,139466.66,46916.97,2021-04-16,EUR,2025-05-25 21:55:48.202198
473,2021-04-17,567602885.54,389195355.15,178407530.38,193951.99,134150.75,59801.23,2021-04-17,EUR,2025-05-25 21:55:48.202198
474,2021-04-18,568771650.7,380168482.75,188603167.95,163153.85,148318.02,14835.83,2021-04-18,EUR,2025-05-25 21:55:48.202198
475,2021-04-19,569981593.82,413525147.78,156456446.05,218667.44,116471.41,102196.03,2021-04-19,EUR,2025-05-25 21:55:48.202198
476,2021-04-20,571152293.3,441268185.16,129884108.14,187202.83,148071.98,39130.85,2021-04-20,EUR,2025-05-25 21:55:48.202198
477,2021-04-21,572368812.85,440998372.96,131370439.9,170823.97,153785.14,17038.83,2021-04-21,EUR,2025-05-25 21:55:48.202198
478,2021-04-22,573581925.84,420314426.56,153267499.27,187625.95,123475.14,64150.81,2021-04-22,EUR,2025-05-25 21:55:48.202198
479,2021-04-23,574766413.23,392816144.39,181950268.84,173266.83,137749.95,35516.88,2021-04-23,EUR,2025-05-25 21:55:48.202198
480,2021-04-24,575960409.03,426061508.94,149898900.09,187259.66,129249.66,58009.99,2021-04-24,EUR,2025-05-25 21:55:48.202198
481,2021-04-25,577147309.0,436662381.62,140484927.38,164219.02,140156.54,24062.47,2021-04-25,EUR,2025-05-25 21:55:48.202198
482,2021-04-26,578317746.34,446896650.12,131421096.22,172994.06,147795.39,25198.67,2021-04-26,EUR,2025-05-25 21:55:48.202198
483,2021-04-27,579486357.05,382236846.84,197249510.21,181741.77,142592.11,39149.65,2021-04-27,EUR,2025-05-25 21:55:48.202198
484,2021-04-28,580687937.46,443984848.57,136703088.89,193833.29,151155.39,42677.9,2021-04-28,EUR,2025-05-25 21:55:48.202198
485,2021-04-29,581875010.18,422188929.81,159686080.37,177923.72,133481.47,44442.26,2021-04-29,EUR,2025-05-25 21:55:48.202198
486,2021-04-30,583039809.55,410355433.11,172684376.45,191469.41,119876.97,71592.43,2021-04-30,EUR,2025-05-25 21:55:48.202198
487,2021-05-01,584249420.77,433620427.51,150628993.25,179765.45,141156.4,38609.05,2021-05-01,EUR,2025-05-25 21:55:48.202198
488,2021-05-02,585430435.17,404214515.47,181215919.7,179164.86,134164.88,44999.98,2021-05-02,EUR,2025-05-25 21:55:48.202198
489,2021-05-03,586657824.57,400156954.84,186500869.73,162256.91,139047.91,23208.99,2021-05-03,EUR,2025-05-25 21:55:48.202198
490,2021-05-04,587838117.97,402665332.33,185172785.63,156885.45,139269.18,17616.27,2021-05-04,EUR,2025-05-25 21:55:48.202198
491,2021-05-05,589029462.91,404414129.33,184615333.58,181455.19,132900.22,48554.97,2021-05-05,EUR,2025-05-25 21:55:48.202198
492,2021-05-06,590230519.9,419566083.58,170664436.32,194141.88,155401.8,38740.08,2021-05-06,EUR,2025-05-25 21:55:48.202198
493,2021-05-07,591408646.61,443660130.87,147748515.74,165553.77,145017.78,20535.99,2021-05-07,EUR,2025-05-25 21:55:48.202198
494,2021-05-08,592604739.23,437992224.96,154612514.26,179121.93,129277.76,49844.17,2021-05-08,EUR,2025-05-25 21:55:48.202198
495,2021-05-09,593809623.3,423184705.28,170624918.02,176841.71,151524.43,25317.28,2021-05-09,EUR,2025-05-25 21:55:48.202198
496,2021-05-10,595009554.85,434972924.53,160036630.31,180590.18,164356.49,16233.69,2021-05-10,EUR,2025-05-25 21:55:48.202198
497,2021-05-11,596216330.22,445066214.49,151150115.72,192822.1,140928.63,51893.47,2021-05-11,EUR,2025-05-25 21:55:48.202198
498,2021-05-12,597423587.93,420318969.23,177104618.7,176081.63,125259.23,50822.39,2021-05-12,EUR,2025-05-25 21:55:48.202198
499,2021-05-13,598644748.42,423179388.12,175465360.31,168726.44,139560.66,29165.78,2021-05-13,EUR,2025-05-25 21:55:48.202198
500,2021-05-14,599839124.9,394779947.25,205059177.64,164277.27,142711.24,21566.03,2021-05-14,EUR,2025-05-25 21:55:48.202198
501,2021-05-15,601071786.64,433520623.09,167551163.55,210357.49,142632.22,67725.27,2021-05-15,EUR,2025-05-25 21:55:48.202198
502,2021-05-16,602290697.78,449293446.93,152997250.85,182373.36,149075.05,33298.31,2021-05-16,EUR,2025-05-25 21:55:48.202198
503,2021-05-17,603504279.75,455692978.09,147811301.66,170669.87,123276.23,47393.64,2021-05-17,EUR,2025-05-25 21:55:48.202198
504,2021-05-18,604692115.33,460687710.52,144004404.8,196267.16,149645.25,46621.91,2021-05-18,EUR,2025-05-25 21:55:48.202198
505,2021-05-19,605897791.04,461223239.0,144674552.04,171068.57,159676.0,11392.57,2021-05-19,EUR,2025-05-25 21:55:48.202198
506,2021-05-20,607105956.62,409959240.93,197146715.69,185058.93,164592.71,20466.22,2021-05-20,EUR,2025-05-25 21:55:48.202198
507,2021-05-21,608307811.24,473146145.95,135161665.29,156018.94,127800.65,28218.29,2021-05-21,EUR,2025-05-25 21:55:48.202198
508,2021-05-22,609502389.85,435117794.89,174384594.96,191423.4,143267.25,48156.15,2021-05-22,EUR,2025-05-25 21:55:48.202198
509,2021-05-23,610693156.28,422062422.24,188630734.03,173189.84,149886.53,23303.31,2021-05-23,EUR,2025-05-25 21:55:48.202198
510,2021-05-24,611906901.54,474811039.15,137095862.39,148866.42,154566.51,-5700.09,2021-05-24,EUR,2025-05-25 21:55:48.202198
511,2021-05-25,613093516.27,420092836.42,193000679.85,161638.44,140653.4,20985.05,2021-05-25,EUR,2025-05-25 21:55:48.202198
512,2021-05-26,614275550.64,428070460.48,186205090.16,165790.93,149778.13,16012.8,2021-05-26,EUR,2025-05-25 21:55:48.202198
513,2021-05-27,615487768.94,436719672.52,178768096.41,172371.42,149897.46,22473.97,2021-05-27,EUR,2025-05-25 21:55:48.202198
514,2021-05-28,616673753.8,424806976.89,191866776.91,188254.21,131681.03,56573.18,2021-05-28,EUR,2025-05-25 21:55:48.202198
515,2021-05-29,617881806.98,442731430.46,175150376.53,182137.57,131655.62,50481.95,2021-05-29,EUR,2025-05-25 21:55:48.202198
516,2021-05-30,619054796.32,426351637.16,192703159.15,140892.57,107874.05,33018.52,2021-05-30,EUR,2025-05-25 21:55:48.202198
517,2021-05-31,620272496.52,438508732.56,181763763.96,163221.07,121872.96,41348.11,2021-05-31,EUR,2025-05-25 21:55:48.202198
518,2021-06-01,621480908.45,412696086.67,208784821.78,159911.65,142387.21,17524.44,2021-06-01,EUR,2025-05-25 21:55:48.202198
519,2021-06-02,622682675.25,413046805.03,209635870.22,164416.83,135647.05,28769.78,2021-06-02,EUR,2025-05-25 21:55:48.202198
520,2021-06-03,623909816.41,434380742.56,189529073.85,192265.38,143041.76,49223.62,2021-06-03,EUR,2025-05-25 21:55:48.202198
521,2021-06-04,625088510.56,465264784.31,159823726.25,196574.67,143677.57,52897.1,2021-06-04,EUR,2025-05-25 21:55:48.202198
522,2021-06-05,626246831.54,413297752.9,212949078.64,183554.8,146368.03,37186.76,2021-06-05,EUR,2025-05-25 21:55:48.202198
523,2021-06-06,627438451.93,461427347.88,166011104.06,159858.41,135752.67,24105.74,2021-06-06,EUR,2025-05-25 21:55:48.202198
524,2021-06-07,628645700.13,472788147.7,155857552.43,181268.96,146764.78,34504.17,2021-06-07,EUR,2025-05-25 21:55:48.202198
525,2021-06-08,629883487.65,449312256.81,180571230.84,166190.16,153479.99,12710.17,2021-06-08,EUR,2025-05-25 21:55:48.202198
526,2021-06-09,631035696.58,476510322.99,154525373.58,169665.18,154811.08,14854.09,2021-06-09,EUR,2025-05-25 21:55:48.202198
527,2021-06-10,632240735.16,482006026.41,150234708.75,175097.82,122472.16,52625.66,2021-06-10,EUR,2025-05-25 21:55:48.202198
528,2021-06-11,633425895.77,458811449.27,174614446.5,193217.48,157320.79,35896.7,2021-06-11,EUR,2025-05-25 21:55:48.202198
529,2021-06-12,634636329.0,462689840.06,171946488.95,151808.69,119710.25,32098.44,2021-06-12,EUR,2025-05-25 21:55:48.202198
530,2021-06-13,635836617.31,450779715.29,185056902.02,176330.99,141044.16,35286.83,2021-06-13,EUR,2025-05-25 21:55:48.202198
531,2021-06-14,637067357.54,483969802.44,153097555.1,196901.3,156785.15,40116.15,2021-06-14,EUR,2025-05-25 21:55:48.202198
532,2021-06-15,638281706.4,447640430.08,190641276.32,186459.53,122855.1,63604.43,2021-06-15,EUR,2025-05-25 21:55:48.202198
533,2021-06-16,639505198.4,420279291.02,219225907.38,175106.38,140652.04,34454.33,2021-06-16,EUR,2025-05-25 21:55:48.202198
534,2021-06-17,640709717.46,447148526.58,193561190.88,189913.47,139324.49,50588.99,2021-06-17,EUR,2025-05-25 21:55:48.202198
535,2021-06-18,641915367.1,486377507.48,155537859.62,165137.17,160765.96,4371.21,2021-06-18,EUR,2025-05-25 21:55:48.202198
536,2021-06-19,643127911.31,476352174.7,166775736.61,182662.49,135238.73,47423.76,2021-06-19,EUR,2025-05-25 21:55:48.202198
537,2021-06-20,644355727.87,495233213.5,149122514.38,199981.5,139254.83,60726.67,2021-06-20,EUR,2025-05-25 21:55:48.202198
538,2021-06-21,645547385.93,482486093.26,163061292.67,197768.17,140232.17,57536.0,2021-06-21,EUR,2025-05-25 21:55:48.202198
539,2021-06-22,646757620.75,449441396.88,197316223.87,199576.88,157655.15,41921.73,2021-06-22,EUR,2025-05-25 21:55:48.202198
540,2021-06-23,647980211.49,430542219.36,217437992.12,196178.23,117081.16,79097.07,2021-06-23,EUR,2025-05-25 21:55:48.202198
541,2021-06-24,649162659.48,470222407.34,178940252.13,200416.61,155191.31,45225.31,2021-06-24,EUR,2025-05-25 21:55:48.202198
542,2021-06-25,650338174.67,502466397.96,147871776.7,173284.19,123757.49,49526.7,2021-06-25,EUR,2025-05-25 21:55:48.202198
543,2021-06-26,651549289.66,451889603.38,199659686.27,180516.16,143943.62,36572.54,2021-06-26,EUR,2025-05-25 21:55:48.202198
544,2021-06-27,652713063.12,497692361.14,155020701.98,155521.45,150595.65,4925.79,2021-06-27,EUR,2025-05-25 21:55:48.202198
545,2021-06-28,653906525.95,500933094.31,152973431.64,158323.21,133835.6,24487.62,2021-06-28,EUR,2025-05-25 21:55:48.202198
546,2021-06-29,655112138.64,461028625.96,194083512.68,163311.6,153851.46,9460.14,2021-06-29,EUR,2025-05-25 21:55:48.202198
547,2021-06-30,656299936.7,458127756.62,198172180.08,181211.15,126335.46,54875.69,2021-06-30,EUR,2025-05-25 21:55:48.202198
548,2021-07-01,657513627.97,508363311.71,149150316.26,195527.21,153835.29,41691.92,2021-07-01,EUR,2025-05-25 21:55:48.202198
549,2021-07-02,658710310.67,433601396.31,225108914.36,173175.04,137242.25,35932.79,2021-07-02,EUR,2025-05-25 21:55:48.202198
550,2021-07-03,659914567.9,511978458.77,147936109.13,160031.9,131988.27,28043.63,2021-07-03,EUR,2025-05-25 21:55:48.202198
551,2021-07-04,661139013.59,485757606.01,175381407.58,178048.98,142681.41,35367.57,2021-07-04,EUR,2025-05-25 21:55:48.202198
552,2021-07-05,662347955.49,478860695.5,183487259.99,218121.66,115097.39,103024.28,2021-07-05,EUR,2025-05-25 21:55:48.202198
553,2021-07-06,663550921.99,452996083.51,210554838.48,202914.9,116259.6,86655.3,2021-07-06,EUR,2025-05-25 21:55:48.202198
554,2021-07-07,664754590.53,449927612.98,214826977.55,172006.82,146283.78,25723.05,2021-07-07,EUR,2025-05-25 21:55:48.202198
555,2021-07-08,665926804.6,485823019.19,180103785.41,203168.08,136103.77,67064.31,2021-07-08,EUR,2025-05-25 21:55:48.202198
556,2021-07-09,667132231.11,456696580.97,210435650.14,155987.79,134707.69,21280.1,2021-07-09,EUR,2025-05-25 21:55:48.202198
557,2021-07-10,668329863.89,447878469.34,220451394.55,206243.34,144168.57,62074.77,2021-07-10,EUR,2025-05-25 21:55:48.202198
558,2021-07-11,669533112.29,495924880.63,173608231.66,189084.42,146499.82,42584.59,2021-07-11,EUR,2025-05-25 21:55:48.202198
559,2021-07-12,670721752.87,482533045.78,188188707.09,160020.16,132583.82,27436.34,2021-07-12,EUR,2025-05-25 21:55:48.202198
560,2021-07-13,671930412.09,465697693.36,206232718.73,190663.58,156602.58,34061.0,2021-07-13,EUR,2025-05-25 21:55:48.202198
561,2021-07-14,673142926.43,517722914.05,155420012.38,190670.87,148156.99,42513.88,2021-07-14,EUR,2025-05-25 21:55:48.202198
562,2021-07-15,674340496.81,465647035.21,208693461.6,194570.54,147899.79,46670.75,2021-07-15,EUR,2025-05-25 21:55:48.202198
563,2021-07-16,675553659.72,508545057.87,167008601.84,167572.04,135046.85,32525.19,2021-07-16,EUR,2025-05-25 21:55:48.202198
564,2021-07-17,676769581.69,477894029.02,198875552.67,164884.13,127620.04,37264.09,2021-07-17,EUR,2025-05-25 21:55:48.202198
565,2021-07-18,677932704.51,454825626.01,223107078.5,160631.33,142407.47,18223.85,2021-07-18,EUR,2025-05-25 21:55:48.202198
566,2021-07-19,679125563.6,500347100.95,178778462.65,206896.07,146760.84,60135.23,2021-07-19,EUR,2025-05-25 21:55:48.202198
567,2021-07-20,680302473.67,505169469.67,175133003.99,182271.11,118657.6,63613.52,2021-07-20,EUR,2025-05-25 21:55:48.202198
568,2021-07-21,681483442.17,449784304.78,231699137.39,150917.28,133667.73,17249.55,2021-07-21,EUR,2025-05-25 21:55:48.202198
569,2021-07-22,682693881.31,506579747.32,176114134.0,180571.49,153391.93,27179.56,2021-07-22,EUR,2025-05-25 21:55:48.202198
570,2021-07-23,683918109.57,508018763.15,175899346.42,177403.48,157093.47,20310.01,2021-07-23,EUR,2025-05-25 21:55:48.202198
571,2021-07-24,685127456.11,488390913.45,196736542.66,171674.34,125619.65,46054.69,2021-07-24,EUR,2025-05-25 21:55:48.202198
572,2021-07-25,686358514.18,526690612.2,159667901.98,177711.72,127065.95,50645.76,2021-07-25,EUR,2025-05-25 21:55:48.202198
573,2021-07-26,687580449.05,456474338.8,231106110.25,150092.33,144107.33,5985.0,2021-07-26,EUR,2025-05-25 21:55:48.202198
574,2021-07-27,688779097.69,475864176.22,212914921.46,164570.7,138121.6,26449.1,2021-07-27,EUR,2025-05-25 21:55:48.202198
575,2021-07-28,689980502.31,493572671.79,196407830.53,180340.15,116604.92,63735.23,2021-07-28,EUR,2025-05-25 21:55:48.202198
