Financial_Metrics_ID,Date,Interest_Income,Interest_Expense,Average_Earning_Assets,Net_Income,Average_Total_Assets,Average_Equity,Created_At
448,2021-03-23,108930.4,38198.36,533920630.95,17912.68,533920630.95,152240672.7,2025-05-25 21:55:48.313112
449,2021-03-24,139013.23,43353.53,535120657.58,40839.18,535120657.58,149421862.2,2025-05-25 21:55:48.313112
450,2021-03-25,147425.62,38494.41,536319010.36,68252.8,536319010.36,155220046.38,2025-05-25 21:55:48.313112
451,2021-03-26,136601.24,40284.25,537518457.67,47854.16,537518457.67,156909585.95,2025-05-25 21:55:48.313112
452,2021-03-27,135065.02,45255.04,538718443.05,29236.57,538718443.05,154810466.25,2025-05-25 21:55:48.313112
453,2021-03-28,119692.78,39350.9,539920274.7,28420.71,539920274.7,157858529.27,2025-05-25 21:55:48.313112
454,2021-03-29,126282.56,38564.66,541123718.34,39827.87,541123718.34,163121981.67,2025-05-25 21:55:48.313112
455,2021-03-30,141119.68,40713.44,542328177.06,52448.1,542328177.06,162992371.67,2025-05-25 21:55:48.313112
456,2021-03-31,128825.47,47946.21,543536972.2,11946.57,543536972.2,163524180.01,2025-05-25 21:55:48.313112
457,2021-04-01,134653.58,50469.56,544749520.44,11306.25,544749520.44,162322018.14,2025-05-25 21:55:48.313112
458,2021-04-02,133034.4,49360.19,545963280.42,12845.23,545963280.42,157459571.19,2025-05-25 21:55:48.313112
459,2021-04-03,141991.16,44712.94,547173432.8,40278.4,547173432.8,159865334.83,2025-05-25 21:55:48.313112
460,2021-04-04,130879.61,44255.41,548383547.53,26988.11,548383547.53,157230463.53,2025-05-25 21:55:48.313112
461,2021-04-05,128971.7,38702.98,549596693.04,42952.33,549596693.04,156192275.48,2025-05-25 21:55:48.313112
462,2021-04-06,131868.88,39120.57,550807413.69,45423.27,550807413.69,153454881.33,2025-05-25 21:55:48.313112
463,2021-04-07,155115.21,39165.69,552018858.61,76267.97,552018858.61,156820613.93,2025-05-25 21:55:48.313112
464,2021-04-08,145161.55,45990.77,553226894.55,40246.15,553226894.55,160338706.45,2025-05-25 21:55:48.313112
465,2021-04-09,163116.43,41907.49,554427380.79,77796.95,554427380.79,158919585.34,2025-05-25 21:55:48.313112
466,2021-04-10,135453.4,42648.12,555635326.74,38444.15,555635326.74,156543876.75,2025-05-25 21:55:48.313112
467,2021-04-11,129276.66,42708.52,556840690.17,30007.16,556840690.17,159574859.35,2025-05-25 21:55:48.313112
468,2021-04-12,143717.1,38618.34,558041143.66,62895.01,558041143.66,161441314.72,2025-05-25 21:55:48.313112
469,2021-04-13,130024.48,48397.99,559237603.78,12039.35,559237603.78,162108612.86,2025-05-25 21:55:48.313112
470,2021-04-14,138045.17,39918.21,560431627.23,50999.54,560431627.23,155505331.26,2025-05-25 21:55:48.313112
471,2021-04-15,142080.78,41588.44,561626571.41,50812.9,561626571.41,150734591.91,2025-05-25 21:55:48.313112
472,2021-04-16,139787.72,41840.0,562827427.14,46916.97,562827427.14,154098265.75,2025-05-25 21:55:48.313112
473,2021-04-17,145463.99,40245.22,564020155.44,59801.23,564020155.44,158169053.44,2025-05-25 21:55:48.313112
474,2021-04-18,122365.39,44495.41,565209655.62,14835.83,565209655.62,158732812.53,2025-05-25 21:55:48.313112
475,2021-04-19,164000.58,34941.42,566402400.85,102196.03,566402400.85,155926160.23,2025-05-25 21:55:48.313112
476,2021-04-20,140402.12,44421.59,567592449.89,39130.85,567592449.89,155307702.84,2025-05-25 21:55:48.313112
477,2021-04-21,128117.98,46135.54,568787416.95,17038.83,568787416.95,155753928.53,2025-05-25 21:55:48.313112
478,2021-04-22,140719.46,37042.54,569983432.22,64150.81,569983432.22,157202689.73,2025-05-25 21:55:48.313112
479,2021-04-23,129950.12,41324.98,571175082.18,35516.88,571175082.18,159991351.5,2025-05-25 21:55:48.313112
480,2021-04-24,140444.74,38774.9,572369014.11,58009.99,572369014.11,155918690.03,2025-05-25 21:55:48.313112
481,2021-04-25,123164.26,42046.96,573565536.72,24062.47,573565536.72,149044655.67,2025-05-25 21:55:48.313112
482,2021-04-26,129745.54,44338.62,574756415.66,25198.67,574756415.66,145468177.12,2025-05-25 21:55:48.313112
483,2021-04-27,136306.33,42777.63,575946996.19,39149.65,575946996.19,155091805.99,2025-05-25 21:55:48.313112
484,2021-04-28,145374.97,45346.62,577135442.56,42677.9,577135442.56,155853612.99,2025-05-25 21:55:48.313112
485,2021-04-29,133442.79,40044.44,578320168.9,44442.26,578320168.9,156770553.14,2025-05-25 21:55:48.313112
486,2021-04-30,143602.06,35963.09,579502082.66,71592.43,579502082.66,155446854.23,2025-05-25 21:55:48.313112
487,2021-05-01,134824.09,42346.92,580686227.19,38609.05,580686227.19,155551153.25,2025-05-25 21:55:48.313112
488,2021-05-02,134373.64,40249.46,581869530.93,44999.98,581869530.93,161369866.44,2025-05-25 21:55:48.313112
489,2021-05-03,121692.68,41714.37,583060970.68,23208.99,583060970.68,169238405.51,2025-05-25 21:55:48.313112
490,2021-05-04,117664.09,41780.75,584254079.38,17616.27,584254079.38,167513159.15,2025-05-25 21:55:48.313112
491,2021-05-05,136091.39,39870.07,585445725.87,48554.97,585445725.87,174357765.53,2025-05-25 21:55:48.313112
492,2021-05-06,145606.41,46620.54,586639370.12,38740.08,586639370.12,175926102.09,2025-05-25 21:55:48.313112
493,2021-05-07,124165.33,43505.33,587834918.27,20535.99,587834918.27,172363836.28,2025-05-25 21:55:48.313112
494,2021-05-08,134341.45,38783.33,589028535.19,49844.17,589028535.19,172932910.71,2025-05-25 21:55:48.313112
495,2021-05-09,132631.28,45457.33,590225562.07,25317.28,590225562.07,171419910.47,2025-05-25 21:55:48.313112
496,2021-05-10,135442.64,49306.95,591418666.4,16233.69,591418666.4,167639304.84,2025-05-25 21:55:48.313112
497,2021-05-11,144616.58,42278.59,592615553.86,51893.47,592615553.86,162778923.42,2025-05-25 21:55:48.313112
498,2021-05-12,132061.22,37577.77,593814714.58,50822.39,593814714.58,161705964.15,2025-05-25 21:55:48.313112
499,2021-05-13,126544.83,41868.2,595016747.22,29165.78,595016747.22,162391810.44,2025-05-25 21:55:48.313112
500,2021-05-14,123207.95,42813.37,596221101.26,21566.03,596221101.26,170579047.85,2025-05-25 21:55:48.313112
501,2021-05-15,157768.12,42789.67,597430679.47,67725.27,597430679.47,172427426.32,2025-05-25 21:55:48.313112
502,2021-05-16,136780.02,44722.51,598642261.53,33298.31,598642261.53,169909188.15,2025-05-25 21:55:48.313112
503,2021-05-17,128002.4,36982.87,599855793.66,47393.64,599855793.66,168162712.63,2025-05-25 21:55:48.313112
504,2021-05-18,147200.37,44893.58,601066620.11,46621.91,601066620.11,167141896.79,2025-05-25 21:55:48.313112
505,2021-05-19,128301.43,47902.8,602277220.55,11392.57,602277220.55,162509030.12,2025-05-25 21:55:48.313112
506,2021-05-20,138794.2,49377.81,603485964.58,20466.22,603485964.58,165606366.6,2025-05-25 21:55:48.313112
507,2021-05-21,117014.2,38340.2,604695776.91,28218.29,604695776.91,155621007.7,2025-05-25 21:55:48.313112
508,2021-05-22,143567.55,42980.18,605900148.8,48156.15,605900148.8,156597212.18,2025-05-25 21:55:48.313112
509,2021-05-23,129892.38,44965.96,607100500.02,23303.31,607100500.02,161687709.78,2025-05-25 21:55:48.313112
510,2021-05-24,111649.82,46369.95,608300874.56,-5700.09,608300874.56,160156932.74,2025-05-25 21:55:48.313112
511,2021-05-25,121228.83,42196.02,609501074.69,20985.05,609501074.69,167156400.61,2025-05-25 21:55:48.313112
512,2021-05-26,124343.2,44933.44,610697897.49,16012.8,610697897.49,173089334.62,2025-05-25 21:55:48.313112
513,2021-05-27,129278.56,44969.24,611895299.25,22473.97,611895299.25,170463817.58,2025-05-25 21:55:48.313112
514,2021-05-28,141190.66,39504.31,613090433.9,56573.18,613090433.9,178564547.82,2025-05-25 21:55:48.313112
515,2021-05-29,136603.18,39496.69,614287493.49,50481.95,614287493.49,178673945.18,2025-05-25 21:55:48.313112
516,2021-05-30,105669.43,32362.22,615482013.5,33018.52,615482013.5,179255720.2,2025-05-25 21:55:48.313112
517,2021-05-31,122415.8,36561.89,616677098.5,41348.11,616677098.5,185636849.0,2025-05-25 21:55:48.313112
518,2021-06-01,119933.74,42716.16,617875297.38,17524.44,617875297.38,187891726.41,2025-05-25 21:55:48.313112
519,2021-06-02,123312.62,40694.12,619076315.18,28769.78,619076315.18,191238980.71,2025-05-25 21:55:48.313112
520,2021-06-03,144199.04,42912.53,620279464.82,49223.62,620279464.82,192776263.2,2025-05-25 21:55:48.313112
521,2021-06-04,147431.0,43103.27,621481572.93,52897.1,621481572.93,188198684.53,2025-05-25 21:55:48.313112
522,2021-06-05,137666.1,43910.41,622676576.44,37186.76,622676576.44,193598499.12,2025-05-25 21:55:48.313112
523,2021-06-06,119893.81,40725.8,623874241.52,24105.74,623874241.52,189785348.39,2025-05-25 21:55:48.313112
524,2021-06-07,135951.72,44029.43,625070413.47,34504.17,625070413.47,186084461.03,2025-05-25 21:55:48.313112
525,2021-06-08,124642.62,46044.0,626270781.92,12710.17,626270781.92,182053948.04,2025-05-25 21:55:48.313112
526,2021-06-09,127248.88,46443.32,627464070.69,14854.09,627464070.69,174181019.95,2025-05-25 21:55:48.313112
527,2021-06-10,131323.36,36741.65,628654201.94,52625.66,628654201.94,168567539.22,2025-05-25 21:55:48.313112
528,2021-06-11,144913.11,47196.24,629845256.97,35896.7,629845256.97,170680499.26,2025-05-25 21:55:48.313112
529,2021-06-12,113856.52,35913.07,631043756.6,32098.44,631043756.6,164822986.44,2025-05-25 21:55:48.313112
530,2021-06-13,132248.24,42313.25,632243494.51,35286.83,632243494.51,167543814.72,2025-05-25 21:55:48.313112
531,2021-06-14,147675.97,47035.54,633446588.43,40116.15,633446588.43,167149529.39,2025-05-25 21:55:48.313112
532,2021-06-15,139844.65,36856.53,634646333.97,63604.43,634646333.97,168588107.32,2025-05-25 21:55:48.313112
533,2021-06-16,131329.78,42195.61,635856262.8,34454.33,635856262.8,177831040.72,2025-05-25 21:55:48.313112
534,2021-06-17,142435.1,41797.35,637066117.41,50588.99,637066117.41,184020538.16,2025-05-25 21:55:48.313112
535,2021-06-18,123852.88,48229.79,638278899.03,4371.21,638278899.03,181295311.47,2025-05-25 21:55:48.313112
536,2021-06-19,136996.87,40571.62,639491982.22,47423.76,639491982.22,180556632.56,2025-05-25 21:55:48.313112
537,2021-06-20,149986.12,41776.45,640708998.01,60726.67,640708998.01,175423148.61,2025-05-25 21:55:48.313112
538,2021-06-21,148326.13,42069.65,641920430.64,57536.0,641920430.64,176846539.69,2025-05-25 21:55:48.313112
539,2021-06-22,149682.66,47296.54,643131275.55,41921.73,643131275.55,177800103.63,2025-05-25 21:55:48.313112
540,2021-06-23,147133.67,35124.35,644341991.7,79097.07,644341991.7,177544687.16,2025-05-25 21:55:48.313112
541,2021-06-24,150312.46,46557.39,645549554.85,45225.31,645549554.85,175455981.63,2025-05-25 21:55:48.313112
542,2021-06-25,129963.14,37127.25,646752813.07,49526.7,646752813.07,174360826.93,2025-05-25 21:55:48.313112
543,2021-06-26,135387.12,43183.09,647955867.12,36572.54,647955867.12,179058534.02,2025-05-25 21:55:48.313112
544,2021-06-27,116641.09,45178.7,649149772.16,4925.79,649149772.16,179901132.25,2025-05-25 21:55:48.313112
545,2021-06-28,118742.41,40150.68,650343935.02,24487.62,650343935.02,178460009.24,2025-05-25 21:55:48.313112
546,2021-06-29,122483.7,46155.44,651537437.57,9460.14,651537437.57,177998193.36,2025-05-25 21:55:48.313112
547,2021-06-30,135908.36,37900.64,652725969.75,54875.69,652725969.75,175245934.5,2025-05-25 21:55:48.313112
548,2021-07-01,146645.41,46150.59,653918965.24,41691.92,653918965.24,170990229.37,2025-05-25 21:55:48.313112
549,2021-07-02,129881.28,41172.67,655114984.67,35932.79,655114984.67,182024106.18,2025-05-25 21:55:48.313112
550,2021-07-03,120023.92,39596.48,656310024.42,28043.63,656310024.42,174635023.73,2025-05-25 21:55:48.313112
551,2021-07-04,133536.74,42804.42,657513731.63,35367.57,657513731.63,177543695.96,2025-05-25 21:55:48.313112
552,2021-07-05,163591.24,34529.22,658719650.14,103024.28,658719650.14,181902814.3,2025-05-25 21:55:48.313112
553,2021-07-06,152186.17,34877.88,659925190.62,86655.3,659925190.62,184255860.84,2025-05-25 21:55:48.313112
554,2021-07-07,129005.12,43885.13,661132998.31,25723.05,661132998.31,186635117.62,2025-05-25 21:55:48.313112
555,2021-07-08,152376.06,40831.13,662334880.68,67064.31,662334880.68,191057041.79,2025-05-25 21:55:48.313112
556,2021-07-09,116990.84,40412.31,663538012.17,21280.1,663538012.17,188960861.18,2025-05-25 21:55:48.313112
557,2021-07-10,154682.5,43250.57,664740197.31,62074.77,664740197.31,199320187.67,2025-05-25 21:55:48.313112
558,2021-07-11,141813.32,43949.95,665939354.27,42584.59,665939354.27,199066876.83,2025-05-25 21:55:48.313112
559,2021-07-12,120015.12,39775.15,667135611.04,27436.34,667135611.04,199738512.13,2025-05-25 21:55:48.313112
560,2021-07-13,142997.68,46980.77,668332681.05,34061.0,668332681.05,199121066.45,2025-05-25 21:55:48.313112
561,2021-07-14,143003.15,44447.1,669531014.75,42513.88,669531014.75,190634357.14,2025-05-25 21:55:48.313112
562,2021-07-15,145927.9,44369.94,670732970.78,46670.75,670732970.78,194718596.59,2025-05-25 21:55:48.313112
563,2021-07-16,125679.03,40514.06,671936032.01,32525.19,671936032.01,188514732.55,2025-05-25 21:55:48.313112
564,2021-07-17,123663.1,38286.01,673141705.99,37264.09,673141705.99,185432469.42,2025-05-25 21:55:48.313112
565,2021-07-18,120473.5,42722.24,674341647.73,18223.85,674341647.73,192503733.26,2025-05-25 21:55:48.313112
566,2021-07-19,155172.05,44028.25,675542192.12,60135.23,675542192.12,191159412.62,2025-05-25 21:55:48.313112
567,2021-07-20,136703.33,35597.28,676738200.92,63613.52,676738200.92,186716596.23,2025-05-25 21:55:48.313112
568,2021-07-21,113187.96,40100.32,677929703.17,17249.55,677929703.17,197613614.09,2025-05-25 21:55:48.313112
569,2021-07-22,135428.62,46017.58,679123043.81,27179.56,679123043.81,192959424.43,2025-05-25 21:55:48.313112
570,2021-07-23,133052.61,47128.04,680317965.22,20310.01,680317965.22,194229530.8,2025-05-25 21:55:48.313112
571,2021-07-24,128755.76,37685.89,681511947.28,46054.69,681511947.28,193923957.94,2025-05-25 21:55:48.313112
572,2021-07-25,133283.79,38119.78,682715634.37,50645.76,682715634.37,184861218.44,2025-05-25 21:55:48.313112
573,2021-07-26,112569.25,43232.2,683923475.15,5985.0,683923475.15,192336596.67,2025-05-25 21:55:48.313112
574,2021-07-27,123428.02,41436.48,685134421.44,26449.1,685134421.44,197734013.45,2025-05-25 21:55:48.313112
575,2021-07-28,135255.11,34981.48,686348287.17,63735.23,686348287.17,192692398.19,2025-05-25 21:55:48.313112
576,2021-07-29,133493.43,45979.33,687566294.58,24726.82,687566294.58,201753387.31,2025-05-25 21:55:48.313112
577,2021-07-30,133523.96,39417.67,688780219.51,46639.7,688780219.51,198407955.43,2025-05-25 21:55:48.313112
578,2021-07-31,131196.76,41589.26,689995701.68,36298.13,689995701.68,199738977.13,2025-05-25 21:55:48.313112
579,2021-08-01,137836.92,47007.23,691205315.59,27091.79,691205315.59,201282241.84,2025-05-25 21:55:48.313112
580,2021-08-02,154951.54,39257.58,692404902.99,75743.46,692404902.99,202108486.89,2025-05-25 21:55:48.313112
581,2021-08-03,131538.38,46573.73,693608882.87,20138.73,693608882.87,200143564.14,2025-05-25 21:55:48.313112
582,2021-08-04,119567.72,38891.05,694811649.16,29786.79,694811649.16,199403324.14,2025-05-25 21:55:48.313112
583,2021-08-05,138900.76,40724.36,696007339.07,49453.14,696007339.07,190183578.25,2025-05-25 21:55:48.313112
584,2021-08-06,137968.16,40896.34,697205988.64,47636.43,697205988.64,201875287.32,2025-05-25 21:55:48.313112
585,2021-08-07,133173.77,42442.4,698398573.85,36090.38,698398573.85,202856731.5,2025-05-25 21:55:48.313112
586,2021-08-08,139938.3,41613.53,699596515.69,47872.64,699596515.69,208480199.68,2025-05-25 21:55:48.313112
587,2021-08-09,133959.11,48112.3,700805074.44,18237.81,700805074.44,208099445.78,2025-05-25 21:55:48.313112
588,2021-08-10,130201.23,48522.6,702003977.84,11859.64,702003977.84,208400075.67,2025-05-25 21:55:48.313112
589,2021-08-11,120087.7,44976.25,703202046.56,10196.12,703202046.56,213691415.0,2025-05-25 21:55:48.313112
590,2021-08-12,137011.54,40335.5,704400404.54,48230.38,704400404.54,222377091.09,2025-05-25 21:55:48.313112
591,2021-08-13,145134.22,46207.99,705595991.05,39485.66,705595991.05,218867513.67,2025-05-25 21:55:48.313112
592,2021-08-14,132876.9,45553.48,706792726.91,25324.25,706792726.91,217937030.11,2025-05-25 21:55:48.313112
593,2021-08-15,128926.13,43290.46,707987617.15,27599.98,707987617.15,213249389.13,2025-05-25 21:55:48.313112
594,2021-08-16,131093.06,37724.78,709184878.78,49041.5,709184878.78,207172915.12,2025-05-25 21:55:48.313112
595,2021-08-17,142686.67,47312.3,710387436.73,32541.21,710387436.73,203159023.86,2025-05-25 21:55:48.313112
596,2021-08-18,152593.22,43092.35,711589799.21,59816.45,711589799.21,202238642.99,2025-05-25 21:55:48.313112
597,2021-08-19,146312.29,41172.42,712789506.44,57841.65,712789506.44,194215156.01,2025-05-25 21:55:48.313112
598,2021-08-20,123658.94,36717.34,713989218.8,42487.45,713989218.8,199233212.9,2025-05-25 21:55:48.313112
599,2021-08-21,117722.33,41383.35,715190080.44,19018.59,715190080.44,195784630.05,2025-05-25 21:55:48.313112
600,2021-08-22,144934.58,43728.97,716387991.93,47482.89,716387991.93,197407335.18,2025-05-25 21:55:48.313112
601,2021-08-23,131939.5,39541.74,717577717.37,44113.53,717577717.37,203550272.42,2025-05-25 21:55:48.313112
602,2021-08-24,160022.33,37707.72,718770718.29,87670.71,718770718.29,207346481.0,2025-05-25 21:55:48.313112
603,2021-08-25,117598.96,40795.28,719968095.61,20814.37,719968095.61,204201531.03,2025-05-25 21:55:48.313112
604,2021-08-26,126545.48,41506.74,721167870.59,30371.53,721167870.59,205826687.88,2025-05-25 21:55:48.313112
605,2021-08-27,144219.51,42254.18,722365194.35,51445.41,722365194.35,201624014.93,2025-05-25 21:55:48.313112
606,2021-08-28,139913.31,45395.3,723558981.9,35233.43,723558981.9,200292836.21,2025-05-25 21:55:48.313112
607,2021-08-29,147038.46,45645.18,724753206.94,43900.69,724753206.94,202016991.81,2025-05-25 21:55:48.313112
608,2021-08-30,148190.74,43786.32,725953529.89,51633.25,725953529.89,200661639.55,2025-05-25 21:55:48.313112
609,2021-08-31,130910.56,42715.74,727153011.58,32161.63,727153011.58,195284669.37,2025-05-25 21:55:48.313112
610,2021-09-01,130969.61,40413.8,728343709.36,39913.48,728343709.36,192202157.87,2025-05-25 21:55:48.313112
611,2021-09-02,141131.89,36917.39,729531827.63,65117.87,729531827.63,189050340.71,2025-05-25 21:55:48.313112
612,2021-09-03,135994.58,45095.48,730723900.53,31007.83,730723900.53,187179128.63,2025-05-25 21:55:48.313112
613,2021-09-04,121061.0,37216.68,731924098.58,37359.05,731924098.58,190905339.37,2025-05-25 21:55:48.313112
614,2021-09-05,134756.41,38243.78,733123745.14,52195.93,733123745.14,196838485.06,2025-05-25 21:55:48.313112
615,2021-09-06,150591.62,42092.98,734320829.45,60478.91,734320829.45,191637584.4,2025-05-25 21:55:48.313112
616,2021-09-07,135656.55,41605.54,735515207.38,42190.27,735515207.38,197609322.91,2025-05-25 21:55:48.313112
617,2021-09-08,137317.42,42033.59,736719642.71,42977.93,736719642.71,195621301.01,2025-05-25 21:55:48.313112
618,2021-09-09,131046.74,37607.36,737924764.39,49371.14,737924764.39,199572843.45,2025-05-25 21:55:48.313112
619,2021-09-10,123978.34,39423.86,739132423.67,33891.59,739132423.67,202881551.67,2025-05-25 21:55:48.313112
620,2021-09-11,135126.88,44942.8,740334329.75,30359.83,740334329.75,200716101.21,2025-05-25 21:55:48.313112
621,2021-09-12,145792.66,38003.74,741541076.5,67711.1,741541076.5,193012186.1,2025-05-25 21:55:48.313112
622,2021-09-13,142203.85,44999.84,742742731.53,39605.69,742742731.53,191926616.74,2025-05-25 21:55:48.313112
623,2021-09-14,139110.02,48917.97,743948721.43,22420.12,743948721.43,194631112.33,2025-05-25 21:55:48.313112
624,2021-09-15,153082.13,40060.57,745153588.28,70574.27,745153588.28,197150760.24,2025-05-25 21:55:48.313112
625,2021-09-16,108546.39,44428.06,746358623.29,-3365.01,746358623.29,203360352.38,2025-05-25 21:55:48.313112
626,2021-09-17,115950.76,35307.53,747563956.38,36909.25,747563956.38,195746502.07,2025-05-25 21:55:48.313112
627,2021-09-18,139636.61,40006.4,748770885.1,52827.47,748770885.1,193264542.15,2025-05-25 21:55:48.313112
628,2021-09-19,152510.07,34954.78,749976294.88,86830.8,749976294.88,194453915.8,2025-05-25 21:55:48.313112
629,2021-09-20,124861.11,44072.73,751189024.52,19572.38,751189024.52,205395828.31,2025-05-25 21:55:48.313112
630,2021-09-21,127052.96,42459.35,752398114.85,27872.78,752398114.85,200620714.94,2025-05-25 21:55:48.313112
631,2021-09-22,136008.51,43417.0,753602518.04,36621.34,753602518.04,206285328.55,2025-05-25 21:55:48.313112
632,2021-09-23,128900.17,45257.68,754811558.45,21007.96,754811558.45,201196343.93,2025-05-25 21:55:48.313112
633,2021-09-24,125416.82,44185.95,756017798.32,19935.91,756017798.32,206037599.38,2025-05-25 21:55:48.313112
634,2021-09-25,133252.51,43482.9,757226974.13,32727.01,757226974.13,207110771.18,2025-05-25 21:55:48.313112
635,2021-09-26,148992.76,39322.43,758430258.52,67582.24,758430258.52,204324134.14,2025-05-25 21:55:48.313112
636,2021-09-27,123411.07,49657.31,759632892.41,-976.29,759632892.41,204285885.5,2025-05-25 21:55:48.313112
637,2021-09-28,112503.52,40420.28,760842104.0,15270.45,760842104.0,203988102.96,2025-05-25 21:55:48.313112
638,2021-09-29,136903.63,39298.32,762049103.49,51543.75,762049103.49,205266742.82,2025-05-25 21:55:48.313112
639,2021-09-30,154859.22,46242.42,763255291.04,52337.56,763255291.04,205389367.18,2025-05-25 21:55:48.313112
640,2021-10-01,146491.16,40366.52,764461659.69,60766.46,764461659.69,208488755.87,2025-05-25 21:55:48.313112
641,2021-10-02,137678.6,37011.35,765668182.18,60200.3,765668182.18,217988160.15,2025-05-25 21:55:48.313112
642,2021-10-03,119852.99,48135.08,766883618.15,-646.28,766883618.15,218689472.41,2025-05-25 21:55:48.313112
643,2021-10-04,136045.87,45318.2,768091992.98,30333.81,768091992.98,216669392.08,2025-05-25 21:55:48.313112
644,2021-10-05,151478.6,43756.38,769293320.92,56116.87,769293320.92,221878890.94,2025-05-25 21:55:48.313112
645,2021-10-06,129643.51,40415.44,770497771.7,38139.88,770497771.7,215836320.97,2025-05-25 21:55:48.313112
646,2021-10-07,121974.82,46147.19,771698805.22,8809.12,771698805.22,223744635.66,2025-05-25 21:55:48.313112
647,2021-10-08,130714.97,40920.79,772897304.68,37884.0,772897304.68,216778239.85,2025-05-25 21:55:48.313112
648,2021-10-09,135466.41,38764.93,774093436.27,51405.46,774093436.27,208223262.42,2025-05-25 21:55:48.313112
649,2021-10-10,115623.6,46495.57,775282375.17,-820.43,775282375.17,219552825.62,2025-05-25 21:55:48.313112
650,2021-10-11,133570.23,44433.02,776476454.27,29983.57,776476454.27,215564610.58,2025-05-25 21:55:48.313112
651,2021-10-12,136859.69,45688.85,777671211.43,30183.41,777671211.43,213625933.96,2025-05-25 21:55:48.313112
652,2021-10-13,145288.33,44665.59,778866913.2,44832.48,778866913.2,223439997.56,2025-05-25 21:55:48.313112
653,2021-10-14,147539.21,47385.28,780065657.81,38767.99,780065657.81,216960113.38,2025-05-25 21:55:48.313112
654,2021-10-15,144960.26,50491.16,781256407.73,24976.47,781256407.73,224714580.53,2025-05-25 21:55:48.313112
655,2021-10-16,126622.32,41014.66,782453391.81,32114.22,782453391.81,225139595.05,2025-05-25 21:55:48.313112
656,2021-10-17,136033.06,43289.65,783653160.31,37078.56,783653160.31,218583818.89,2025-05-25 21:55:48.313112
657,2021-10-18,145884.94,40960.01,784852517.05,57979.89,784852517.05,225618780.42,2025-05-25 21:55:48.313112
658,2021-10-19,124830.89,35985.91,786049600.25,46488.15,786049600.25,223601413.53,2025-05-25 21:55:48.313112
659,2021-10-20,134605.08,32821.74,787248419.96,70067.66,787248419.96,218250972.95,2025-05-25 21:55:48.313112
660,2021-10-21,152201.46,38089.74,788445146.31,75969.48,788445146.31,212408430.31,2025-05-25 21:55:48.313112
661,2021-10-22,127798.28,42966.52,789648597.67,27175.96,789648597.67,207597139.61,2025-05-25 21:55:48.313112
662,2021-10-23,147759.59,39995.55,790853419.24,63694.28,790853419.24,211959884.82,2025-05-25 21:55:48.313112
663,2021-10-24,135829.84,41476.98,792058872.69,42849.85,792058872.69,212371984.66,2025-05-25 21:55:48.313112
664,2021-10-25,134049.26,34786.3,793266853.58,62778.02,793266853.58,206408488.81,2025-05-25 21:55:48.313112
665,2021-10-26,123925.7,48953.52,794473424.56,2055.88,794473424.56,206882075.96,2025-05-25 21:55:48.313112
666,2021-10-27,139941.07,39027.67,795678944.36,56495.83,795678944.36,206697074.67,2025-05-25 21:55:48.313112
667,2021-10-28,122578.34,43150.06,796886185.88,19604.23,796886185.88,221263135.99,2025-05-25 21:55:48.313112
668,2021-10-29,147682.44,38771.27,798096066.89,67672.36,798096066.89,225183808.11,2025-05-25 21:55:48.313112
669,2021-10-30,133189.01,47545.12,799296489.37,19101.62,799296489.37,223822222.27,2025-05-25 21:55:48.313112
670,2021-10-31,128641.42,44297.27,800493872.94,23864.33,800493872.94,226162313.38,2025-05-25 21:55:48.313112
671,2021-11-01,119952.62,42510.65,801692986.79,18234.65,801692986.79,227731496.14,2025-05-25 21:55:48.313112
672,2021-11-02,134455.1,48448.9,802899972.64,17777.14,802899972.64,233022916.08,2025-05-25 21:55:48.313112
673,2021-11-03,141106.57,44944.92,804105920.04,38325.69,804105920.04,235653451.86,2025-05-25 21:55:48.313112
674,2021-11-04,131455.78,46541.76,805310086.64,20135.17,805310086.64,233500414.29,2025-05-25 21:55:48.313112
675,2021-11-05,136294.36,43440.89,806508898.83,36922.85,806508898.83,238044535.36,2025-05-25 21:55:48.313112
676,2021-11-06,125286.58,37983.63,807706619.35,40436.69,807706619.35,240003802.49,2025-05-25 21:55:48.313112
677,2021-11-07,135065.84,45126.3,808902742.48,29666.77,808902742.48,235710303.14,2025-05-25 21:55:48.313112
678,2021-11-08,133773.99,38358.28,810095390.79,50504.37,810095390.79,230574412.54,2025-05-25 21:55:48.313112
679,2021-11-09,158406.19,41068.79,811282804.76,74312.31,811282804.76,230563155.69,2025-05-25 21:55:48.313112
680,2021-11-10,138484.19,41939.04,812467993.85,44848.78,812467993.85,236827972.99,2025-05-25 21:55:48.313112
681,2021-11-11,142796.23,37921.38,813655920.32,63990.36,813655920.32,235812695.15,2025-05-25 21:55:48.313112
682,2021-11-12,130648.85,29636.84,814847096.98,75409.02,814847096.98,238807784.64,2025-05-25 21:55:48.313112
683,2021-11-13,146367.88,49125.21,816041530.69,31406.48,816041530.69,239848025.99,2025-05-25 21:55:48.313112
684,2021-11-14,127192.56,38422.64,817240652.98,41514.62,817240652.98,243562195.78,2025-05-25 21:55:48.313112
685,2021-11-15,137465.66,41390.76,818440939.89,45318.36,818440939.89,244180910.11,2025-05-25 21:55:48.313112
686,2021-11-16,165456.18,42848.28,819639884.6,77780.65,819639884.6,242923395.58,2025-05-25 21:55:48.313112
687,2021-11-17,128956.47,47318.14,820833694.83,14214.83,820833694.83,236497813.65,2025-05-25 21:55:48.313112
