Interaction_ID,Client_ID,Channel,Action_Type,Resolution_Time
947,16225,Web,Consulta,285
948,528,Web,Transfer,392
949,23837,App,Consulta,236
950,16428,Web,Consulta,418
951,10332,App,Transfer,215
952,9262,Web,Login,349
953,8904,Web,Login,128
954,16226,App,Consulta,61
955,5318,App,Login,143
956,12748,App,Consulta,339
957,24353,Call Center,Consulta,437
958,11730,Web,Consulta,372
959,21717,App,Consulta,174
960,2133,Web,Consulta,103
961,24889,Call Center,Login,101
962,24282,App,Transfer,127
963,1162,Call Center,Transfer,232
964,12132,Web,Consulta,420
965,21395,Call Center,Login,402
966,16574,App,Transfer,395
967,7272,App,Login,74
968,24242,Call Center,Login,117
969,2798,Web,Login,142
970,5392,Web,Consulta,193
971,9803,App,Login,274
972,19153,App,Login,62
973,9534,Web,Login,184
974,16366,App,Consulta,367
975,16086,Web,Login,328
976,17920,App,Login,307
977,1381,Call Center,Transfer,275
978,20327,App,Consulta,190
979,15997,Web,Login,40
980,14075,App,Consulta,339
981,19709,Web,Consulta,108
982,4950,App,Consulta,382
983,9620,App,Login,248
984,15573,Web,Transfer,443
985,655,App,Login,428
986,21509,Web,Login,12
987,13302,Call Center,Login,116
988,4526,Call Center,Consulta,480
989,13279,Call Center,Transfer,57
990,4429,App,Login,153
991,16019,Call Center,Login,361
992,17756,Web,Login,47
993,2374,App,Transfer,440
994,412,App,Consulta,397
995,21295,App,Consulta,277
996,18495,Call Center,Transfer,479
997,3379,Call Center,Transfer,420
998,13774,Call Center,Consulta,67
999,16491,Call Center,Consulta,95
1000,20817,App,Transfer,269
1001,3622,App,Login,426
1002,17259,App,Consulta,235
1003,7413,App,Consulta,439
1004,8698,Call Center,Transfer,124
1005,14088,App,Transfer,228
1006,7034,App,Login,224
1007,21909,Web,Login,388
1008,19264,Web,Consulta,182
1009,14695,Call Center,Transfer,33
1010,10623,Web,Consulta,456
1011,16475,Call Center,Transfer,339
1012,24577,Web,Transfer,55
1013,14652,Web,Consulta,365
1014,23801,Web,Login,241
1015,15570,Call Center,Login,128
1016,12828,App,Login,413
1017,4682,Call Center,Transfer,312
1018,15168,Web,Transfer,11
1019,4647,App,Transfer,471
1020,11261,Web,Consulta,317
1021,684,Web,Consulta,265
1022,20090,Web,Login,140
1023,4488,Web,Transfer,133
1024,23855,App,Transfer,476
1025,14293,Web,Login,136
1026,5497,App,Transfer,133
1027,24701,App,Transfer,330
1028,15520,App,Login,195
1029,23880,Call Center,Login,426
1030,23811,Web,Consulta,474
1031,7373,Web,Consulta,229
1032,9160,Call Center,Transfer,168
1033,17433,Call Center,Consulta,452
1034,13552,Call Center,Transfer,471
1035,22425,Call Center,Consulta,155
1036,22554,App,Transfer,34
1037,18056,App,Consulta,202
1038,6839,App,Login,431
1039,13784,Call Center,Transfer,89
1040,11881,Web,Login,439
1041,4118,App,Login,119
1042,20533,Web,Transfer,306
1043,10607,Call Center,Login,185
1044,1215,Call Center,Login,235
1045,6406,App,Transfer,290
1046,12965,App,Consulta,418
1047,6697,App,Login,271
1048,17574,Call Center,Login,457
1049,7166,Web,Login,327
1050,4845,App,Transfer,178
1051,7496,App,Consulta,330
1052,21449,Web,Transfer,251
1053,2628,Call Center,Consulta,351
1054,8604,App,Consulta,179
1055,15901,Web,Login,428
1056,23572,App,Login,456
1057,24108,Call Center,Transfer,333
1058,9377,Call Center,Consulta,247
1059,17113,App,Login,382
1060,22557,Web,Consulta,468
1061,23204,App,Transfer,376
1062,21718,Web,Login,161
1063,19191,App,Login,451
1064,20785,Web,Transfer,398
1065,11381,App,Login,240
1066,16099,App,Consulta,103
1067,17982,App,Login,257
1068,3707,App,Transfer,134
1069,21262,App,Consulta,63
1070,730,Web,Consulta,248
1071,16191,App,Login,173
1072,1856,Web,Login,382
1073,15618,Web,Consulta,472
1074,19879,App,Transfer,416
1075,22583,Web,Login,401
1076,20495,Call Center,Login,243
1077,10385,Web,Login,103
1078,16985,Web,Consulta,241
1079,23001,Call Center,Consulta,176
1080,18300,App,Login,449
1081,10733,Web,Transfer,115
1082,3312,Call Center,Login,468
1083,20762,Web,Login,34
1084,8614,App,Login,398
1085,5744,Call Center,Login,29
1086,8748,App,Transfer,457
1087,16675,Call Center,Transfer,46
1088,12551,Web,Login,179
1089,13169,Web,Transfer,470
1090,8067,App,Transfer,358
1091,12606,App,Transfer,456
1092,11121,App,Login,463
1093,14717,Call Center,Transfer,148
1094,15063,App,Login,158
1095,22319,Web,Transfer,341
1096,20222,App,Login,334
1097,12516,Call Center,Transfer,31
1098,5504,Call Center,Login,474
1099,16589,Call Center,Login,123
1100,2521,Call Center,Consulta,58
1101,24961,Web,Login,179
1102,9165,Call Center,Consulta,221
1103,3027,Web,Consulta,266
1104,14966,Web,Consulta,214
1105,8441,App,Login,131
1106,8089,App,Transfer,185
1107,20089,App,Login,274
1108,7719,App,Consulta,266
1109,5498,App,Login,421
1110,21301,Call Center,Consulta,310
1111,18093,Web,Transfer,376
1112,11113,Web,Login,140
1113,1012,Call Center,Transfer,302
1114,5044,Call Center,Login,330
1115,16167,Call Center,Transfer,403
1116,9044,App,Transfer,118
1117,4834,App,Consulta,349
1118,928,Web,Login,133
1119,13392,Web,Transfer,208
1120,11007,App,Transfer,172
1121,3821,Call Center,Transfer,14
1122,185,App,Transfer,293
1123,20803,Web,Login,320
1124,3260,Web,Consulta,227
1125,10279,Web,Consulta,348
1126,4456,Web,Consulta,59
1127,12881,Web,Consulta,109
1128,23740,App,Transfer,375
1129,10378,Web,Consulta,90
1130,7640,Web,Login,411
1131,14680,Call Center,Transfer,440
1132,23007,Call Center,Login,298
1133,9270,Web,Transfer,214
1134,12602,App,Login,185
1135,44,Web,Transfer,195
1136,7165,Call Center,Login,101
1137,18517,App,Consulta,378
1138,23480,Call Center,Consulta,260
1139,2865,App,Transfer,31
1140,15913,Web,Login,406
1141,1263,App,Login,145
1142,18947,App,Transfer,441
1143,6204,Call Center,Consulta,393
1144,16780,Web,Consulta,31
1145,10025,Web,Login,274
1146,7121,Call Center,Consulta,359
1147,23697,App,Login,125
1148,21999,Web,Login,327
1149,22637,App,Transfer,374
1150,8519,Call Center,Transfer,321
1151,23155,Call Center,Transfer,441
1152,24537,App,Transfer,14
1153,4333,App,Consulta,290
1154,8454,Call Center,Login,134
1155,20348,Call Center,Transfer,266
1156,21071,Call Center,Login,314
1157,21923,App,Login,376
1158,18322,Web,Login,359
1159,15583,Call Center,Login,456
1160,14128,App,Transfer,403
1161,7711,Call Center,Transfer,209
1162,3489,Call Center,Consulta,331
1163,1055,Web,Transfer,92
1164,7759,Web,Login,434
1165,14676,Web,Consulta,28
1166,18744,Web,Consulta,126
1167,11895,Call Center,Consulta,24
1168,13068,Call Center,Consulta,446
1169,5188,Call Center,Transfer,429
1170,24335,App,Consulta,7
1171,21720,Call Center,Consulta,434
1172,23792,App,Consulta,175
1173,12931,App,Transfer,200
1174,2939,App,Transfer,430
1175,24852,Call Center,Consulta,89
1176,3085,Web,Login,107
1177,7778,App,Consulta,455
1178,21752,Call Center,Consulta,341
1179,10157,Call Center,Consulta,327
1180,8697,Call Center,Consulta,56
1181,20633,Web,Transfer,158
1182,16437,Web,Consulta,421
1183,19208,Call Center,Transfer,7
1184,22401,App,Consulta,272
1185,3304,Web,Transfer,248
1186,5970,App,Login,82
1187,17217,Web,Login,430
1188,4448,App,Consulta,57
1189,20948,App,Consulta,199
1190,3070,Call Center,Login,337
1191,14664,Call Center,Login,123
1192,24076,Call Center,Consulta,43
1193,14912,Call Center,Consulta,228
1194,22944,Call Center,Login,467
1195,20339,Web,Login,148
1196,15787,App,Transfer,13
1197,457,Call Center,Consulta,244
1198,13310,App,Transfer,124
1199,9570,Call Center,Transfer,108
1200,14040,Call Center,Transfer,258
1201,22145,Call Center,Consulta,56
1202,13920,Web,Consulta,124
1203,19774,Call Center,Consulta,362
1204,3998,App,Transfer,136
1205,21401,Web,Login,215
1206,20611,Call Center,Consulta,461
1207,3704,Call Center,Login,419
1208,21806,Call Center,Consulta,84
1209,7939,Web,Consulta,397
1210,20225,App,Transfer,246
1211,8826,Call Center,Login,360
1212,14990,Call Center,Transfer,290
1213,1555,App,Transfer,220
1214,13297,App,Transfer,387
1215,1265,App,Transfer,476
1216,3155,Call Center,Transfer,255
1217,3677,Call Center,Transfer,280
1218,24862,App,Consulta,209
1219,8497,Call Center,Login,280
1220,19401,Call Center,Consulta,8
1221,17335,Web,Transfer,337
1222,15450,Call Center,Transfer,165
1223,22568,Web,Consulta,231
1224,13111,Web,Consulta,252
1225,7776,App,Transfer,261
1226,11282,Web,Transfer,380
1227,14960,Call Center,Login,416
1228,7716,Call Center,Login,358
1229,1356,Web,Transfer,384
1230,18647,App,Consulta,236
1231,8796,App,Transfer,180
1232,15226,Call Center,Transfer,347
1233,9258,App,Consulta,203
1234,21998,Call Center,Transfer,468
1235,22306,Call Center,Consulta,468
1236,3840,Call Center,Consulta,83
1237,23221,Web,Transfer,382
1238,3054,Web,Transfer,303
1239,14796,Call Center,Login,127
1240,372,App,Consulta,111
1241,16153,Call Center,Transfer,130
1242,13623,Call Center,Consulta,420
1243,17459,Call Center,Consulta,71
1244,9701,Call Center,Consulta,351
1245,18521,Web,Consulta,370
1246,14030,Web,Login,441
1247,18298,App,Consulta,330
1248,697,Web,Login,15
1249,19561,Call Center,Login,303
1250,4010,Web,Consulta,396
1251,15950,Web,Consulta,428
1252,3452,App,Login,362
1253,20922,Web,Login,123
1254,3620,Call Center,Consulta,282
1255,111,App,Consulta,7
1256,13087,Call Center,Login,479
1257,15078,Web,Consulta,402
1258,19662,Web,Login,12
1259,1873,App,Transfer,161
1260,9484,Call Center,Transfer,377
1261,12464,Web,Consulta,167
1262,20786,Call Center,Transfer,159
1263,3575,Web,Consulta,122
1264,10525,Call Center,Login,164
1265,8185,Web,Transfer,353
1266,7716,Web,Login,437
1267,1384,App,Transfer,403
1268,14116,App,Consulta,396
1269,19903,Call Center,Consulta,46
1270,12603,App,Login,116
1271,9040,App,Consulta,184
1272,11644,Call Center,Login,251
1273,16589,Web,Login,357
1274,16617,Call Center,Login,294
1275,12546,Web,Transfer,246
1276,8037,App,Login,209
1277,11408,Web,Consulta,125
1278,2521,Web,Consulta,117
1279,8358,Web,Login,218
1280,19978,App,Login,296
1281,11880,Web,Transfer,420
1282,17174,Call Center,Consulta,297
1283,20894,Call Center,Transfer,150
1284,673,App,Transfer,38
1285,19609,Call Center,Login,434
1286,17784,Call Center,Transfer,274
1287,11396,Call Center,Login,137
1288,2654,Web,Consulta,93
1289,5814,Web,Consulta,366
1290,3145,App,Consulta,449
1291,13470,Web,Transfer,378
1292,12638,Web,Login,470
1293,12817,App,Transfer,371
1294,3296,App,Login,340
1295,24246,Call Center,Login,398
1296,21495,Call Center,Login,249
1297,11195,Web,Consulta,120
1298,20296,Web,Consulta,288
1299,3834,App,Transfer,356
1300,4182,App,Login,479
1301,15541,Web,Consulta,303
1302,20581,Web,Login,352
1303,19389,Web,Login,196
1304,5688,Call Center,Transfer,396
1305,23036,Web,Login,421
1306,673,App,Login,70
1307,17530,Web,Transfer,183
1308,12495,App,Consulta,361
1309,22322,Call Center,Transfer,254
1310,7763,Call Center,Consulta,231
1311,3073,App,Consulta,126
1312,638,Web,Transfer,77
1313,3093,Call Center,Login,438
1314,18730,App,Transfer,153
1315,11994,Call Center,Consulta,281
1316,13632,Call Center,Login,85
1317,914,App,Transfer,373
1318,8873,App,Transfer,252
1319,13122,Call Center,Login,271
1320,7046,App,Login,148
1321,18697,Web,Login,50
1322,17871,Call Center,Login,471
1323,15317,Call Center,Transfer,272
1324,12689,Call Center,Transfer,194
1325,16974,App,Login,42
1326,16453,App,Login,352
1327,21182,Web,Login,259
1328,11567,Call Center,Consulta,335
1329,1972,App,Login,71
1330,11822,App,Login,168
1331,847,Call Center,Consulta,197
1332,13175,App,Login,192
1333,9475,App,Transfer,316
1334,3106,Web,Consulta,353
1335,13863,App,Login,233
1336,5250,Web,Login,251
1337,4289,App,Login,387
1338,725,Web,Consulta,243
1339,15691,Web,Transfer,367
1340,6269,Call Center,Login,50
1341,3876,Call Center,Login,305
1342,23933,Web,Consulta,435
1343,24018,App,Consulta,77
1344,20478,Web,Consulta,223
1345,12062,Call Center,Consulta,199
1346,11844,Call Center,Login,110
1347,24393,Web,Login,60
1348,4855,Web,Login,400
1349,1664,Web,Transfer,203
1350,23475,Call Center,Consulta,344
1351,24092,Call Center,Transfer,253
1352,21890,App,Consulta,87
1353,22292,Web,Transfer,226
1354,15294,App,Consulta,62
1355,17882,App,Login,248
1356,23822,Web,Login,337
1357,22445,Web,Consulta,457
1358,13863,Call Center,Login,176
1359,1756,App,Consulta,297
1360,7251,Web,Login,12
1361,8447,App,Login,371
1362,19967,Call Center,Login,296
1363,4160,Call Center,Consulta,478
1364,21302,Web,Transfer,165
1365,20079,Call Center,Consulta,279
1366,5387,Call Center,Consulta,477
1367,22133,Web,Login,295
1368,4718,App,Transfer,56
1369,11239,Web,Consulta,93
1370,4472,Call Center,Login,235
1371,1016,Call Center,Login,479
1372,4330,Call Center,Transfer,215
1373,24048,Web,Transfer,7
1374,21783,App,Consulta,215
1375,14761,Web,Transfer,431
1376,14695,Web,Login,137
1377,22216,App,Login,422
1378,22645,App,Consulta,207
1379,6952,Web,Transfer,17
1380,13811,Web,Login,347
1381,288,App,Login,333
1382,21434,Call Center,Transfer,325
1383,2869,Web,Login,373
1384,7944,App,Consulta,194
1385,6416,App,Login,206
1386,18148,Web,Login,41
1387,13007,Call Center,Login,422
1388,19454,Call Center,Login,193
1389,23283,Web,Consulta,194
1390,20354,Web,Consulta,423
1391,20241,Web,Consulta,294
1392,17677,Web,Transfer,286
1393,23265,App,Login,258
1394,19275,Call Center,Transfer,347
1395,4976,Web,Consulta,270
1396,11537,Web,Transfer,118
1397,7038,Web,Login,448
1398,701,Call Center,Login,469
1399,23755,App,Consulta,172
1400,20436,Web,Transfer,263
1401,9582,Web,Login,406
1402,12482,Web,Login,299
1403,11240,App,Consulta,381
1404,19541,Web,Transfer,168
1405,16471,Web,Login,71
1406,4183,Web,Consulta,68
1407,24512,App,Consulta,437
1408,4266,Call Center,Consulta,337
1409,6389,Web,Consulta,449
1410,73,Call Center,Consulta,187
1411,2568,Call Center,Consulta,49
1412,773,Call Center,Login,89
1413,11731,App,Login,105
1414,13753,Web,Transfer,245
1415,9816,Call Center,Transfer,304
1416,363,App,Login,23
1417,15517,Web,Login,382
1418,9081,Web,Login,364
1419,15813,Call Center,Consulta,421
1420,8859,Web,Transfer,16
1421,2841,Web,Transfer,149
1422,9730,Web,Transfer,161
1423,12609,App,Transfer,76
1424,4255,App,Login,17
1425,16028,Web,Transfer,90
1426,11345,App,Login,381
1427,5712,Web,Consulta,44
1428,8867,Call Center,Login,166
1429,17167,Call Center,Consulta,227
1430,16469,Web,Login,434
1431,3323,Call Center,Consulta,165
1432,18957,App,Consulta,156
1433,6216,App,Consulta,268
1434,8319,App,Consulta,110
1435,21583,Web,Transfer,165
1436,14246,Call Center,Consulta,428
1437,21660,Web,Login,18
1438,20243,Call Center,Login,268
1439,19142,App,Consulta,96
1440,14043,Web,Transfer,117
1441,554,Call Center,Transfer,22
1442,11198,App,Consulta,424
1443,9652,App,Login,237
1444,10427,Call Center,Transfer,194
1445,13968,Web,Transfer,339
1446,23961,App,Login,402
1447,21453,App,Transfer,205
1448,13319,Call Center,Consulta,127
1449,13158,Call Center,Login,65
1450,9827,App,Login,449
1451,21041,Web,Transfer,194
1452,10302,Web,Login,328
1453,12563,Web,Transfer,296
1454,12737,Web,Consulta,26
1455,17817,App,Transfer,281
1456,1943,Web,Login,181
1457,6256,Web,Transfer,220
1458,5655,App,Transfer,201
1459,4654,Web,Login,413
1460,8626,App,Consulta,153
1461,1883,App,Login,208
1462,21772,Web,Transfer,39
1463,5962,App,Transfer,117
1464,14432,Call Center,Transfer,111
1465,18807,Web,Transfer,260
1466,14950,Web,Consulta,42
1467,3845,App,Transfer,440
1468,21453,Web,Consulta,287
1469,11354,Call Center,Login,127
1470,5757,Web,Consulta,330
1471,14117,Web,Login,460
1472,15789,App,Transfer,262
1473,22229,Call Center,Transfer,185
1474,16259,Call Center,Login,419
1475,20692,Web,Login,240
1476,4847,Call Center,Consulta,27
1477,5196,App,Login,364
1478,15853,App,Login,139
1479,21285,App,Transfer,248
1480,2933,App,Transfer,65
1481,21224,Call Center,Transfer,36
1482,14951,App,Consulta,149
1483,15944,App,Login,407
1484,10120,Call Center,Transfer,419
1485,9077,Web,Login,220
1486,16074,App,Consulta,233
1487,19022,App,Transfer,144
1488,10018,Call Center,Transfer,377
1489,8633,Web,Consulta,314
1490,14687,Web,Transfer,241
1491,18629,Web,Consulta,286
1492,16961,Call Center,Consulta,350
1493,3067,Web,Consulta,471
1494,16235,Call Center,Consulta,12
1495,13464,Web,Login,22
1496,18749,Call Center,Login,104
1497,9236,App,Transfer,414
1498,19247,App,Transfer,217
1499,11648,Call Center,Login,320
1500,7722,App,Transfer,404
1501,13772,Web,Consulta,61
1502,6295,App,Transfer,316
1503,16014,Call Center,Transfer,333
1504,2058,Call Center,Consulta,122
1505,4185,Web,Consulta,147
1506,10348,App,Login,393
1507,15282,App,Login,58
1508,16383,App,Transfer,282
1509,8464,Call Center,Transfer,273
1510,21713,Call Center,Transfer,336
1511,13874,App,Login,203
1512,19283,App,Consulta,360
1513,1985,Call Center,Transfer,176
1514,16152,App,Consulta,352
1515,14076,Web,Consulta,174
1516,19174,Call Center,Transfer,108
1517,12601,Web,Consulta,166
1518,19255,Call Center,Transfer,373
1519,23372,Web,Consulta,316
1520,354,App,Consulta,325
1521,1936,Web,Login,177
1522,6491,Web,Login,202
1523,18918,Call Center,Login,156
1524,1604,Call Center,Transfer,354
1525,8636,Call Center,Consulta,219
1526,19067,App,Transfer,117
1527,9713,App,Login,229
1528,21608,Call Center,Login,236
1529,20155,Web,Transfer,341
1530,23151,Web,Transfer,473
1531,9315,Call Center,Login,333
1532,16664,App,Login,196
1533,4017,App,Transfer,361
1534,18334,Call Center,Login,12
1535,21933,Call Center,Consulta,48
1536,13200,Web,Login,235
1537,19313,Web,Consulta,178
1538,17486,Call Center,Login,22
1539,7655,Call Center,Consulta,258
1540,8933,App,Login,10
1541,21977,App,Consulta,21
1542,17745,App,Consulta,373
1543,16198,Web,Login,419
1544,21907,Call Center,Consulta,185
1545,2949,Web,Consulta,69
1546,13070,Call Center,Login,13
1547,7381,Web,Consulta,131
1548,4838,Web,Transfer,354
1549,23893,Call Center,Transfer,24
1550,23104,Call Center,Consulta,61
1551,21110,Web,Login,385
1552,18389,App,Transfer,142
1553,10375,Web,Transfer,136
1554,16888,Call Center,Login,70
1555,6711,Web,Transfer,457
1556,1572,Call Center,Login,67
1557,2272,Call Center,Login,197
1558,17254,Web,Login,323
1559,5872,Web,Login,167
1560,14929,App,Transfer,390
1561,23369,Web,Login,232
1562,15222,App,Consulta,425
1563,16381,Call Center,Login,312
1564,20265,Web,Login,5
1565,16752,App,Login,299
1566,2717,App,Transfer,394
1567,10006,App,Login,332
1568,12566,Web,Consulta,271
1569,21669,App,Login,122
1570,18893,Web,Transfer,178
1571,8724,App,Transfer,102
1572,6565,Call Center,Transfer,37
1573,2953,Web,Login,313
1574,2766,Call Center,Login,92
1575,14292,App,Consulta,161
1576,11955,Web,Transfer,59
1577,17521,Web,Consulta,178
1578,11288,Web,Transfer,248
1579,23763,Web,Consulta,458
1580,19412,Web,Transfer,359
1581,5588,Call Center,Transfer,431
1582,24315,App,Consulta,309
1583,16966,Call Center,Login,98
1584,17465,Web,Consulta,448
1585,11803,App,Consulta,67
1586,10429,Web,Consulta,169
1587,1292,App,Login,94
1588,21407,Web,Transfer,193
1589,1889,Web,Login,469
1590,11835,App,Consulta,337
1591,10115,App,Consulta,294
1592,21846,Call Center,Transfer,59
1593,14958,App,Transfer,466
1594,16769,Web,Transfer,362
1595,9042,App,Transfer,424
1596,23166,App,Consulta,228
1597,16998,Call Center,Login,293
1598,2170,Web,Login,206
1599,15412,Call Center,Transfer,13
1600,11292,App,Login,337
1601,18909,Web,Consulta,172
1602,2153,Web,Consulta,290
1603,21284,Web,Transfer,29
1604,3734,Web,Login,346
1605,12408,App,Transfer,349
1606,11328,App,Transfer,480
1607,19535,App,Transfer,176
1608,4693,Call Center,Transfer,69
1609,4571,Call Center,Transfer,440
1610,14438,Call Center,Transfer,183
1611,10397,App,Consulta,163
1612,8796,Web,Login,98
1613,23900,Web,Transfer,371
1614,3402,Call Center,Transfer,119
1615,20495,Call Center,Login,27
1616,2540,Call Center,Consulta,46
1617,2517,Web,Consulta,425
1618,12410,App,Transfer,155
1619,19841,Call Center,Login,161
1620,11191,App,Login,308
1621,19942,Web,Login,166
1622,5582,Call Center,Transfer,456
1623,22526,App,Transfer,181
1624,12445,Call Center,Transfer,30
1625,10170,Call Center,Transfer,209
1626,16254,Call Center,Transfer,156
1627,24820,Web,Login,43
1628,24649,Web,Login,386
1629,5486,Web,Login,97
1630,20599,Web,Transfer,235
1631,15302,Call Center,Transfer,28
1632,5701,Call Center,Consulta,426
1633,5691,Call Center,Transfer,122
1634,340,Call Center,Login,255
1635,9946,Web,Transfer,55
1636,24541,App,Transfer,203
1637,15656,Web,Consulta,46
1638,16317,Web,Login,442
1639,6504,Call Center,Login,192
1640,11458,App,Consulta,417
1641,4300,Call Center,Transfer,446
1642,10616,App,Transfer,142
1643,13392,App,Consulta,409
1644,24307,App,Consulta,231
1645,18934,Web,Transfer,299
1646,4787,Web,Login,258
1647,843,Web,Transfer,320
1648,24738,Call Center,Login,269
1649,15458,Call Center,Login,153
1650,14327,App,Consulta,47
1651,11363,Web,Login,277
1652,24867,Web,Transfer,373
1653,19338,App,Login,339
1654,5816,Call Center,Transfer,399
1655,3700,Web,Transfer,11
1656,19445,Web,Transfer,15
1657,24298,Web,Consulta,469
1658,7044,App,Transfer,379
1659,11005,Web,Transfer,310
1660,10349,App,Login,374
1661,11623,Call Center,Login,371
1662,16603,App,Login,434
1663,13705,App,Login,326
1664,8903,Call Center,Login,455
1665,18467,Web,Login,369
1666,11549,Call Center,Login,389
1667,15611,App,Login,336
1668,15656,Call Center,Consulta,171
1669,7289,Web,Consulta,249
1670,1602,App,Transfer,248
1671,13669,App,Consulta,382
1672,11575,App,Login,241
1673,22824,Call Center,Consulta,35
1674,4287,App,Transfer,213
1675,7113,Web,Transfer,19
1676,24664,Web,Transfer,112
1677,18638,Web,Consulta,200
1678,18557,Web,Consulta,278
1679,18228,Web,Transfer,146
1680,14343,App,Login,152
1681,18563,Web,Login,232
1682,7956,Web,Transfer,182
1683,15424,Call Center,Login,380
1684,10477,Web,Login,447
1685,9635,Call Center,Consulta,412
1686,9526,Call Center,Login,347
1687,5446,Call Center,Login,345
1688,12909,App,Consulta,58
1689,2601,Web,Login,83
1690,9467,App,Login,108
1691,6656,App,Transfer,119
1692,2370,Call Center,Transfer,114
1693,18646,Web,Transfer,17
1694,15199,App,Transfer,292
1695,5768,Web,Transfer,133
1696,21127,App,Transfer,281
1697,17807,Web,Login,290
1698,3656,Web,Transfer,14
1699,24143,Call Center,Consulta,407
1700,6433,Call Center,Consulta,228
1701,13211,Web,Transfer,7
1702,21867,Call Center,Login,16
1703,20047,App,Consulta,204
1704,24568,App,Transfer,276
1705,6295,App,Login,445
1706,10824,Call Center,Transfer,477
1707,52,App,Login,90
1708,11542,App,Transfer,336
1709,22953,App,Transfer,87
1710,6705,App,Consulta,436
1711,22804,App,Login,213
1712,3304,Call Center,Consulta,478
1713,19289,App,Consulta,257
1714,5217,App,Transfer,415
1715,8101,Web,Consulta,89
1716,16191,Call Center,Consulta,105
1717,19658,App,Consulta,13
1718,5802,Call Center,Transfer,374
1719,17055,Call Center,Transfer,364
1720,15675,Call Center,Login,68
1721,22703,App,Transfer,57
1722,13130,Call Center,Login,40
1723,11653,Web,Transfer,406
1724,38,App,Consulta,168
1725,16975,Call Center,Transfer,461
1726,7940,Call Center,Consulta,430
1727,23737,App,Login,477
1728,9941,Web,Transfer,220
1729,23867,Web,Transfer,9
1730,7199,Call Center,Login,173
1731,23720,App,Transfer,412
1732,9075,Web,Consulta,353
1733,13936,App,Transfer,133
1734,17082,Web,Transfer,431
1735,3147,App,Consulta,342
1736,23248,Call Center,Transfer,363
1737,20357,Call Center,Consulta,29
1738,6890,App,Transfer,23
1739,9853,Web,Transfer,229
1740,1732,App,Consulta,100
1741,19045,Web,Login,209
1742,12032,Web,Transfer,65
1743,22987,App,Login,465
1744,176,Web,Consulta,365
1745,18014,Call Center,Transfer,142
1746,11402,Call Center,Login,7
1747,6059,Web,Login,220
1748,13769,App,Login,26
1749,22368,Call Center,Transfer,420
1750,12379,Call Center,Consulta,451
1751,1110,Web,Transfer,95
1752,21490,Web,Consulta,202
1753,8647,Call Center,Consulta,97
1754,20217,Web,Consulta,442
1755,17016,App,Transfer,245
1756,4264,Call Center,Transfer,321
1757,16570,Call Center,Transfer,430
1758,14674,Call Center,Consulta,198
1759,4602,Call Center,Login,36
1760,2684,App,Login,195
1761,24199,App,Consulta,69
1762,10020,Web,Consulta,312
1763,17844,Call Center,Login,82
1764,18560,Web,Consulta,403
1765,22510,Web,Transfer,319
1766,21252,App,Login,388
1767,6155,Web,Consulta,189
1768,21583,Call Center,Consulta,453
1769,991,App,Consulta,145
1770,4042,Web,Login,149
1771,22190,Call Center,Login,73
1772,18500,Web,Consulta,397
1773,13436,Call Center,Consulta,266
1774,10585,App,Consulta,344
1775,16386,Call Center,Consulta,125
1776,11174,App,Login,408
1777,7211,Call Center,Login,449
1778,4987,App,Transfer,463
1779,23148,Web,Consulta,214
1780,20600,Call Center,Transfer,107
1781,5999,Web,Login,131
1782,17043,Call Center,Transfer,133
1783,21027,App,Login,440
1784,20639,Call Center,Login,435
1785,22115,Call Center,Login,379
1786,10516,Call Center,Transfer,50
1787,14796,App,Transfer,408
1788,15132,Web,Consulta,443
1789,24397,App,Consulta,357
1790,3238,Web,Login,257
1791,2713,Web,Login,19
1792,17836,Call Center,Transfer,149
1793,17214,Call Center,Transfer,51
1794,21725,Web,Transfer,352
1795,233,Call Center,Login,445
1796,20602,Call Center,Transfer,297
1797,24693,Web,Login,239
1798,6984,App,Transfer,295
1799,22583,Call Center,Transfer,233
1800,16829,App,Login,130
1801,3452,Call Center,Login,478
1802,9602,Call Center,Login,15
1803,553,App,Login,333
1804,22948,Web,Transfer,293
1805,2916,Call Center,Consulta,372
1806,16196,App,Transfer,426
1807,24122,App,Transfer,40
1808,6272,Call Center,Transfer,79
1809,2104,Call Center,Transfer,402
1810,16425,Web,Transfer,429
1811,14753,App,Consulta,75
1812,23147,Call Center,Consulta,250
1813,12148,App,Consulta,159
1814,16579,App,Login,39
1815,3390,Web,Transfer,166
1816,14312,Call Center,Consulta,446
1817,269,Web,Transfer,432
1818,9824,Web,Login,460
1819,21133,App,Transfer,196
1820,11561,App,Transfer,236
1821,10294,Web,Transfer,458
1822,17505,App,Transfer,110
1823,570,Web,Login,348
1824,18003,App,Consulta,400
1825,4577,Call Center,Transfer,312
1826,3436,Call Center,Consulta,304
1827,3479,Web,Transfer,377
1828,2320,Call Center,Transfer,461
1829,4478,Web,Consulta,276
1830,21532,App,Consulta,119
1831,20851,Call Center,Transfer,67
1832,23646,Call Center,Transfer,344
1833,8811,Web,Consulta,275
1834,1709,Web,Login,133
1835,13948,Web,Transfer,35
1836,21103,App,Transfer,396
1837,18901,Call Center,Transfer,242
1838,4662,Call Center,Consulta,25
1839,21564,Call Center,Consulta,31
1840,2741,App,Consulta,9
1841,15147,Call Center,Login,242
1842,18797,Web,Consulta,209
1843,15556,App,Login,329
1844,4993,App,Transfer,99
1845,16942,App,Consulta,347
