Fraud_ID,Client_ID,Transaction_ID,Fraud_Type,Detection_Date,Status,Resolved_Incidents
1151,830,2a5095ce-c6f3-4cad-8c40-37c3a0995ae8,Money Laundering,2024-06-26,Under Investigation,0
1152,831,28ed14ea-e862-4023-9f5b-cf06ca516678,Identity Theft,2024-10-30,Under Investigation,0
1153,833,25605ac8-f031-4f89-b690-593938af220d,Phishing,2023-09-28,Resolved,1
1154,837,5b97c5c0-4dc7-4e0a-95f3-a52fa0ccdb15,Card Fraud,2024-10-10,Under Investigation,0
1155,838,2a287c6d-e8d2-4191-8274-2250ff503283,Identity Theft,2025-02-09,Resolved,1
1156,840,a6bd6872-07ea-42fb-966b-0dfda6c20e05,Money Laundering,2025-05-16,Resolved,1
1157,844,7e5cfbb7-584b-46da-b2b8-77bfa812e2d4,Identity Theft,2022-02-18,Resolved,1
1158,844,6a2072c1-e88b-4318-80ed-e6e8b81df483,Card Fraud,2024-08-21,Resolved,1
1159,844,59d56a2e-bbd2-49b4-b726-5d3946fc96b6,Account Takeover,2024-12-24,Resolved,1
1160,845,9436025a-9453-4fe0-b3bb-29b11ac6365c,Money Laundering,2025-05-08,Resolved,1
1161,845,bdeffd5f-cfed-4d7a-872c-2a9fde1a300a,Identity Theft,2025-05-14,Resolved,1
1162,845,0aab0b41-afbe-4cfd-8f7a-15c793e78f73,Phishing,2025-04-13,Under Investigation,0
1163,847,2f74a326-b1f3-4b66-8d14-f7094e763539,Money Laundering,2025-02-13,Under Investigation,0
1164,847,9859a7a9-ef77-4417-a2a1-53e404d71c64,Phishing,2025-02-04,Under Investigation,0
1165,847,c28656fa-bf1f-4f32-bc5b-929e6f027096,Card Fraud,2025-04-03,Resolved,1
1166,849,9198f349-531c-42a6-89a0-be741700bbcc,Account Takeover,2025-05-03,Under Investigation,0
1167,849,8916363a-c669-42d5-bf9b-d417c0f615f4,Identity Theft,2025-03-28,Under Investigation,0
1168,849,082b9d60-51cd-40b6-8825-f63a187c09fe,Money Laundering,2025-04-14,Under Investigation,0
1169,851,f62cd760-ec82-4b8c-bf58-e354f9385b73,Card Fraud,2025-05-23,Under Investigation,0
1170,851,bd1cfbbb-d810-458c-b949-718148f40c04,Card Fraud,2025-05-23,Resolved,1
1171,851,87da4da6-a254-437e-a028-9ffc5c4b2f83,Identity Theft,2025-05-25,Resolved,1
1172,851,3723289a-0993-41da-ba57-095e4c2b48a2,Phishing,2025-05-24,Resolved,1
1173,853,4666a116-1d73-40dc-9638-044e25b127fc,Identity Theft,2024-10-16,Under Investigation,0
1174,853,d53cb5bb-822c-4981-9334-2c046f273c9f,Money Laundering,2024-12-30,Under Investigation,0
1175,853,8b4bafad-bafd-4be1-8fc2-bcfa8706c935,Card Fraud,2024-05-27,Resolved,1
1176,855,3c572616-8e97-4798-ad12-054bf2dbff0f,Money Laundering,2025-04-17,Under Investigation,0
1177,855,e22d2a22-5061-4840-a440-c07fc17d3c20,Account Takeover,2025-04-08,Resolved,1
1178,855,ccb1dde7-841b-4f8f-ab9f-e3886ce76ded,Card Fraud,2025-01-21,Under Investigation,0
1179,856,af99eb5d-ca99-4ebd-b61f-80cb7014a84f,Money Laundering,2023-07-30,Resolved,1
1180,857,3813f39c-0449-46dc-8107-6ffc0ad4f673,Phishing,2024-11-15,Under Investigation,0
1181,859,2f70b77c-11f3-45a2-8ac2-1da5f499b189,Account Takeover,2025-05-20,Under Investigation,0
1182,860,3a82efd6-41f5-4f41-8dcf-e8e42b57b54c,Account Takeover,2024-12-31,Resolved,1
1183,861,50b1d2f4-d664-4b16-b93c-86e57dc39e13,Identity Theft,2025-01-29,Under Investigation,0
1184,863,2a1622da-2b38-45ef-8086-b8b2525dbf3f,Phishing,2024-11-24,Under Investigation,0
1185,864,cb049771-cf0e-48c7-80be-97333a455c00,Account Takeover,2023-08-22,Under Investigation,0
1186,864,be80aaaf-bd73-4692-bbff-0944f214b950,Identity Theft,2024-12-29,Under Investigation,0
1187,865,f0a4a129-0016-45d1-a078-24763f53c061,Identity Theft,2025-05-12,Resolved,1
1188,866,a44eccfb-5db2-42bb-afd9-f03f49763e9f,Phishing,2024-10-20,Under Investigation,0
1189,866,652af312-a451-4a35-947a-32f5af2f606b,Account Takeover,2025-05-22,Under Investigation,0
1190,867,df5941a2-2e75-404c-845e-7ade9ec0452f,Money Laundering,2023-12-17,Resolved,1
1191,867,5a01795a-ae47-4350-ba89-ac3a071fd770,Phishing,2023-04-02,Under Investigation,0
1192,868,8a176461-0712-4c5f-b8b4-bad09a18f08a,Identity Theft,2025-01-26,Resolved,1
1193,870,45ca5e31-57b6-4894-95be-51bfba1b14e4,Money Laundering,2025-04-07,Resolved,1
1194,870,9fc924d8-7d8a-408a-bea0-2ae99953f3db,Card Fraud,2025-05-26,Under Investigation,0
1195,870,7a5062ec-fca0-4f08-86c5-786918b54f15,Money Laundering,2025-04-16,Under Investigation,0
1196,870,f812ff74-fa39-4121-9069-3270c44f8ca8,Phishing,2025-05-13,Under Investigation,0
1197,871,f007c172-0040-4e1e-aec2-64e65d526d13,Account Takeover,2024-08-12,Under Investigation,0
1198,871,c759f566-b909-46cb-b6d6-2421db631ea0,Phishing,2024-06-19,Under Investigation,0
1199,871,d64facb2-0c05-4acf-9e20-062211c71651,Card Fraud,2024-10-14,Under Investigation,0
1200,872,db34bd3d-1753-4797-be08-6d410a5a7a9a,Phishing,2024-05-23,Resolved,1
1201,872,0cd91bb7-dedf-4e77-9cc0-de4ceb9bac72,Identity Theft,2025-01-05,Resolved,1
1202,873,a7f5b104-75c8-49eb-a55a-07bea50148cd,Card Fraud,2025-05-05,Under Investigation,0
1203,874,2e7589b5-ac32-4f3e-8fde-7b0edaf6ed79,Card Fraud,2025-05-19,Under Investigation,0
1204,875,1cd854b4-6ad3-45df-8ef6-67db3472b055,Phishing,2024-12-01,Resolved,1
1205,876,9dfb51df-dcec-4fc1-9b9b-d6b474fb5e66,Identity Theft,2025-05-21,Resolved,1
1206,878,fc41f2ba-e621-46c0-8fb4-2490a4a9b68a,Phishing,2024-07-29,Resolved,1
1207,878,4d4a51a7-d893-45c5-83bc-5667a55d189d,Card Fraud,2025-05-04,Under Investigation,0
1208,879,c74f2b9c-e3be-466f-9e08-41b961cfc366,Card Fraud,2024-09-26,Resolved,1
1209,880,20c6651b-24f3-494e-93c2-416b2a98039a,Money Laundering,2024-09-21,Under Investigation,0
1210,881,05d4bc6f-210b-4518-bbfd-65a23a42a4ac,Account Takeover,2024-10-16,Under Investigation,0
1211,881,5bc07c2e-318b-41b0-804c-c8e6045d7881,Phishing,2024-12-27,Under Investigation,0
1212,882,91be9476-f18a-4b62-9de1-5c8aa5ce8d13,Card Fraud,2025-02-27,Under Investigation,0
1213,882,e8f5ecd9-ab26-415e-bdd0-7e0227bcd48a,Card Fraud,2024-11-24,Resolved,1
1214,882,b2a9c9dc-5720-446d-b2c3-6802b504eab1,Phishing,2024-03-26,Resolved,1
1215,882,871719e7-fd9e-4fdc-8b06-28e534f89cae,Money Laundering,2023-10-17,Under Investigation,0
1216,882,c8e76bbe-3bca-443a-9bb0-3154d539c16a,Card Fraud,2025-05-13,Resolved,1
1217,883,96313504-263f-4ea6-8598-be5ac2f730f3,Identity Theft,2025-01-30,Under Investigation,0
1218,884,0c64f5a9-6a2f-4c33-8db7-8cee218d9921,Identity Theft,2024-11-09,Under Investigation,0
1219,886,514fc742-65f7-4667-a771-b4f0bd9e9ca9,Phishing,2025-05-16,Under Investigation,0
1220,887,9dabef13-5c26-4c62-a78f-70b343bae5e1,Account Takeover,2024-04-17,Under Investigation,0
1221,888,b38fca4f-5540-4e78-83e8-f38732da3ea6,Card Fraud,2024-03-21,Resolved,1
1222,888,fb8c0060-fee3-4933-a15a-96a270d5144f,Money Laundering,2023-12-19,Resolved,1
1223,889,8a20b381-7e33-4ecd-9bca-8173ec8324ad,Card Fraud,2025-05-07,Under Investigation,0
1224,889,03074646-df88-46b8-ab82-e19676da82c5,Card Fraud,2024-11-18,Resolved,1
1225,893,988c74ed-2cf5-40cc-a531-1412787fb65a,Phishing,2023-12-09,Under Investigation,0
1226,893,2af7fe70-90f0-47d9-b182-f5d84bc17840,Identity Theft,2024-10-31,Under Investigation,0
1227,893,3e437b81-755a-45cb-8c5a-b810f4c13955,Account Takeover,2022-10-21,Under Investigation,0
1228,893,67a52b72-be18-43f9-ba60-7dc720c3cf02,Account Takeover,2024-04-04,Resolved,1
1229,894,51c6b338-eb39-4c92-b476-8167ec416ef1,Card Fraud,2025-04-21,Under Investigation,0
1230,894,a564b6cd-c867-47a2-aace-e963857d8a36,Identity Theft,2024-07-08,Under Investigation,0
1231,896,bdc60486-6e8a-42e2-bc7a-5eeaf278dc87,Phishing,2025-04-24,Under Investigation,0
1232,896,f62ee2c8-5ad8-4974-bacc-068674c9733f,Card Fraud,2025-03-17,Under Investigation,0
1233,898,426ae5e1-ee84-4dfd-bbcf-29f447d9146d,Account Takeover,2024-01-14,Under Investigation,0
1234,898,02cd5b27-e5f1-4a82-b4e0-ac8bd4da673b,Card Fraud,2023-09-30,Under Investigation,0
1235,899,8d562a31-e832-4a01-a78c-2ebb68a85398,Identity Theft,2023-10-22,Resolved,1
1236,900,c8d934a1-239c-4ec5-9620-75295e552caa,Identity Theft,2025-02-01,Resolved,1
1237,902,f77329e9-8ef5-4172-8db3-93ec4737be66,Account Takeover,2024-03-22,Under Investigation,0
1238,902,6d9523c6-2c09-4151-bb58-9e175d9bb4d4,Card Fraud,2023-09-09,Under Investigation,0
1239,902,1c5ffeca-5fa6-41ed-89f0-984ed9e2cd05,Money Laundering,2025-01-04,Under Investigation,0
1240,902,0b6fab31-ca80-4886-978a-5ce2d0db8ad5,Identity Theft,2023-12-10,Under Investigation,0
1241,904,dbde62b3-dff6-47b9-b693-613aebc6dd1b,Identity Theft,2025-05-25,Under Investigation,0
1242,904,7d73071b-60bb-44ca-9a10-bbf445211bc4,Account Takeover,2025-03-29,Under Investigation,0
1243,905,8905ed4d-363d-483c-ade6-c1b8e0ca0775,Account Takeover,2023-05-13,Under Investigation,0
1244,906,d72bc703-b2c7-444b-a250-1d28f3fa2fb0,Account Takeover,2025-05-23,Resolved,1
1245,906,87afcc2f-2f99-408a-af0a-335c15b9251b,Money Laundering,2025-03-23,Resolved,1
1246,907,0aab6346-e71f-4c19-beed-bcb8e9e6ab11,Card Fraud,2024-10-20,Resolved,1
1247,908,1107b531-103e-4d29-8e33-3d7efa8418ba,Phishing,2023-04-07,Under Investigation,0
1248,909,fca3e7f8-ef1d-4028-ad09-e3d4878f4c56,Account Takeover,2025-05-26,Under Investigation,0
1249,909,b8022e75-2fcd-4713-85d3-bd87826d4bc3,Phishing,2025-05-24,Under Investigation,0
1250,909,12155c84-f7ca-4cfd-bc7d-82077adcdcc0,Phishing,2025-05-24,Under Investigation,0
1251,913,5587fb8f-7f99-43a0-940e-f3e43e178a5e,Account Takeover,2024-07-06,Resolved,1
1252,915,7fac0a6f-3149-4c07-9344-3d2e7fc4ff76,Phishing,2025-05-03,Resolved,1
1253,917,3d6b0b3f-26ff-430a-b077-fac91739def0,Money Laundering,2023-09-20,Under Investigation,0
1254,917,27f59d9c-a144-4f7b-98f3-4e59f5b1f864,Account Takeover,2022-09-20,Under Investigation,0
1255,918,dc8c189e-a004-4ef1-be5d-0561a687b09f,Card Fraud,2025-01-31,Under Investigation,0
1256,919,9f29384f-3375-4bb4-bfb6-26ab13ffb991,Card Fraud,2025-01-22,Under Investigation,0
1257,922,6d5ecfad-55ed-4c0e-9380-db8871df67c7,Card Fraud,2024-10-26,Resolved,1
1258,922,6135b306-88e3-4421-a87c-de885d3f4e80,Identity Theft,2024-05-30,Under Investigation,0
1259,922,88706c55-545d-43c3-a1f4-1037b08e062a,Card Fraud,2024-12-02,Resolved,1
1260,922,207b1947-3f59-4f19-a4f6-f54714dd982a,Identity Theft,2025-05-22,Under Investigation,0
1261,922,1aae1732-874b-4c01-b333-f0c455ad70b7,Money Laundering,2023-06-21,Resolved,1
1262,922,b7a23206-d27c-4c62-ae6a-503a4d1479fa,Money Laundering,2024-08-29,Under Investigation,0
1263,923,4b622b6a-8c2f-405d-8901-2e4d3f68d5ca,Card Fraud,2025-02-06,Resolved,1
1264,923,22e623eb-91a7-454d-88bf-033713ad3e6c,Account Takeover,2024-06-22,Under Investigation,0
1265,925,91ad570e-d30a-4a5e-a485-06deb959b963,Identity Theft,2022-08-08,Under Investigation,0
1266,925,5258a2ef-3b3a-4ca8-9989-c2d49c6bdef6,Card Fraud,2022-08-30,Resolved,1
1267,925,211528a4-2a04-4344-a8f5-3afeade57d83,Account Takeover,2025-03-01,Under Investigation,0
1268,926,8ba22613-6c5a-4281-9647-5bb3f35eceec,Money Laundering,2023-03-02,Under Investigation,0
1269,926,6747bb3d-4c01-473d-bcde-dab00e355f03,Phishing,2023-07-19,Under Investigation,0
1270,927,0e85f2d6-8628-42a1-8412-0755b7e4a0db,Identity Theft,2025-01-05,Under Investigation,0
1271,929,06b9878e-6823-46a1-afc3-3bdf3330b63f,Identity Theft,2024-05-07,Resolved,1
1272,930,c23a92a9-88f2-4f8f-ab84-3d31af7aa89e,Account Takeover,2024-03-14,Under Investigation,0
1273,930,2c4fb352-4d08-4811-aab1-7a5ced73677f,Money Laundering,2022-06-08,Under Investigation,0
1274,930,51d87a3b-b75c-4e31-9052-3a808e29bccf,Phishing,2024-04-01,Under Investigation,0
1275,931,26b182a2-5597-49b8-b062-30ece48a461e,Phishing,2025-05-15,Under Investigation,0
1276,933,0f946444-ac07-47ad-947e-96d888153668,Card Fraud,2025-05-10,Resolved,1
1277,933,0e1a95ee-9f54-49ef-846b-829000c8313f,Account Takeover,2025-05-21,Under Investigation,0
1278,934,0563eb25-bb1e-4681-a18a-4d7f19fa5b43,Account Takeover,2024-09-04,Under Investigation,0
1279,934,350a3e88-d535-479c-bb78-4f5d7dbb1d67,Money Laundering,2024-06-21,Resolved,1
1280,934,f585b2f1-660d-45b7-b4d6-563c6e7ca217,Account Takeover,2024-07-14,Under Investigation,0
1281,936,fc4406d9-ee67-4246-b2e7-4b25bb9fd5f3,Money Laundering,2023-03-04,Resolved,1
1282,937,6a1f8f25-0e44-490e-8872-2944275c8457,Card Fraud,2025-02-04,Under Investigation,0
1283,938,f9361211-9237-45cd-b199-d918b7ecd987,Identity Theft,2023-02-13,Under Investigation,0
1284,938,4b4e1264-a57c-4f52-aeb9-bbe78cf95e65,Card Fraud,2024-11-27,Under Investigation,0
1285,938,ef1133df-0055-4991-8866-f79dc6578104,Identity Theft,2023-05-14,Resolved,1
1286,938,7c33ca95-338f-4eac-8b4c-f9c3a7ceee84,Identity Theft,2024-03-24,Resolved,1
1287,939,45fccf07-d1e0-4bc5-9def-3563fff3df84,Card Fraud,2025-04-25,Under Investigation,0
1288,939,bb73d341-73f5-4d42-b692-32dc3060f1ec,Account Takeover,2025-05-18,Under Investigation,0
1289,939,f63d7ac1-a6db-4e3b-ae07-b6b67f7dec31,Identity Theft,2025-05-15,Resolved,1
1290,940,4cedb8dc-8632-4f22-ade1-b0aafd67a3fc,Identity Theft,2025-05-23,Under Investigation,0
1291,940,9b68443b-c011-4579-afb9-d8a668c6e1bb,Phishing,2025-02-09,Under Investigation,0
1292,940,719dd5af-ae17-420e-a043-3ff9c816a795,Phishing,2024-01-13,Under Investigation,0
1293,942,6a262000-a7fe-45b1-8209-02221a40424d,Phishing,2025-05-04,Under Investigation,0
1294,942,c36cea22-4d73-4a61-8a7b-821891a0dbc2,Phishing,2025-01-25,Under Investigation,0
1295,942,dced2989-98c8-4c4a-a834-274912f3b075,Money Laundering,2024-12-01,Resolved,1
1296,942,e7ade057-901e-416e-82e6-739b8a9b8a19,Money Laundering,2025-04-30,Under Investigation,0
1297,945,f8c09856-2836-475d-997e-da9b7589dcfc,Money Laundering,2025-05-18,Resolved,1
1298,945,bafaa81d-3907-48fa-9cfa-9d5091f1f89a,Identity Theft,2025-05-04,Resolved,1
1299,946,48dfc3f5-57bb-4c85-a84c-81b105682594,Phishing,2024-02-26,Resolved,1
1300,947,36849d06-4b48-4661-8416-afb556afb3df,Account Takeover,2024-01-22,Under Investigation,0
1301,948,76b08df7-5926-434b-993d-0f3552964974,Identity Theft,2025-05-22,Resolved,1
1302,949,1de12e21-6f92-4a6f-8221-49225b17afe1,Phishing,2025-04-27,Resolved,1
1303,950,7e04b208-d45b-4ff8-94d6-bd068ff69f24,Identity Theft,2025-05-13,Resolved,1
1304,951,8d3cbef5-63a2-4d67-8235-8402137b1869,Account Takeover,2025-05-08,Under Investigation,0
1305,951,c2460b8d-6602-4dd6-85de-a7b63afbf04a,Identity Theft,2024-01-21,Under Investigation,0
1306,953,83031733-4ff0-4bac-989f-5a39b3156d49,Card Fraud,2025-05-20,Resolved,1
1307,954,647ade34-90bf-4d9c-b836-d165a9e5815b,Money Laundering,2025-01-20,Under Investigation,0
1308,955,05bcad99-eb2c-4502-bbfa-a8cff44f76d2,Money Laundering,2023-12-15,Under Investigation,0
1309,955,5198eded-08f6-4b7d-a117-a5f63913ebee,Identity Theft,2024-01-20,Resolved,1
1310,957,a3e7900e-89c8-4b6d-888e-8bd82998bf5c,Card Fraud,2025-05-24,Under Investigation,0
1311,957,30f1a11c-2945-4fef-badc-0f8287d709e0,Money Laundering,2025-05-22,Resolved,1
1312,959,5ae3992a-6471-4a08-a136-7da3c168ec95,Card Fraud,2023-09-27,Under Investigation,0
1313,960,712f62af-8075-47f7-ad3e-6a9c32e085ed,Card Fraud,2022-03-08,Resolved,1
1314,960,a754ed02-d533-4e39-8004-d5d09232ae6d,Identity Theft,2025-02-10,Under Investigation,0
1315,963,f8bb334d-fbec-495c-90cc-2e0e478290d8,Identity Theft,2024-11-06,Under Investigation,0
1316,963,f6447c8e-680d-4593-a4b2-e32a36760c6b,Money Laundering,2025-02-02,Under Investigation,0
1317,963,df0ec923-2a7d-4557-a2a0-7967a5eb1fcf,Phishing,2025-03-25,Resolved,1
1318,963,280fe5ce-e5b4-4400-b5e1-92971195f779,Identity Theft,2025-02-14,Under Investigation,0
1319,964,8138912f-f374-449c-9652-7eaa2626c83d,Money Laundering,2025-05-23,Under Investigation,0
1320,964,424479d5-804b-4332-81db-0de1982225e8,Identity Theft,2025-05-15,Under Investigation,0
1321,965,68d85798-3cd3-4027-8cae-f2c750190f34,Money Laundering,2025-05-17,Under Investigation,0
1322,966,efdc6e0f-7189-413b-b14e-cd37d18e206b,Phishing,2025-05-16,Resolved,1
1323,966,7829d91b-145f-4a07-91c1-a540a6d393d6,Account Takeover,2025-02-18,Under Investigation,0
1324,966,e7a1ab0d-e04a-4007-8e74-c485dad51e23,Card Fraud,2023-09-19,Under Investigation,0
1325,968,4f15864e-9e56-4b31-86e0-f06552bbc613,Identity Theft,2025-01-28,Under Investigation,0
1326,968,2085220f-1c70-4e71-a30e-922094c4dd73,Identity Theft,2024-05-04,Resolved,1
1327,969,624c1142-cc3a-4a6f-8059-be089a8fded8,Card Fraud,2024-09-10,Resolved,1
1328,969,7b1e3591-71fe-427c-b5bf-5cb5aa6175df,Identity Theft,2023-03-17,Under Investigation,0
1329,971,6271c863-63ec-42f2-af3e-e51b0190ed60,Money Laundering,2025-03-29,Resolved,1
1330,971,7077b3e9-c56b-478b-be73-321634b0e01b,Phishing,2025-03-06,Resolved,1
1331,972,243eb9c0-e422-4e12-9bad-ac1b5a597e2a,Card Fraud,2025-02-07,Under Investigation,0
1332,972,c6a00afd-ce99-4d74-a5b2-db5a574fc2b8,Phishing,2024-10-12,Resolved,1
1333,972,6e43e5a0-a65a-4411-81ab-979e6b871a7b,Money Laundering,2024-06-18,Under Investigation,0
1334,973,8cc3c3f6-2268-4de4-8e03-a9c6aee9efc4,Card Fraud,2024-07-05,Under Investigation,0
1335,974,09ad3228-99cf-4cfa-8dc0-5f68437ae56f,Identity Theft,2024-02-21,Resolved,1
1336,976,83c7991e-1948-416f-83f3-9abf6fda441c,Phishing,2023-01-06,Under Investigation,0
1337,977,4beb6b9a-38ce-425c-a159-55793a734507,Identity Theft,2024-07-15,Resolved,1
1338,979,cb155376-ba02-44f8-9df0-33bfc639bcc9,Account Takeover,2025-05-19,Under Investigation,0
1339,980,1625ece2-8706-4de3-a5d5-cc2658da2635,Card Fraud,2024-07-05,Under Investigation,0
1340,980,24e20749-04c7-4b06-923a-9953b3e1149e,Phishing,2024-11-16,Under Investigation,0
1341,981,3ab98437-b612-4d20-826c-1f975ab458fb,Account Takeover,2025-05-24,Resolved,1
1342,981,1232f427-a36d-445a-bd4d-6295231c5016,Identity Theft,2025-05-24,Resolved,1
1343,982,a9acc515-1da6-4242-bb4d-34edfd9bc3c4,Card Fraud,2025-04-28,Resolved,1
1344,982,42e59dd3-2088-4c50-96b4-b3db12e6e1cb,Account Takeover,2025-05-16,Resolved,1
1345,982,53432e41-22cf-44d0-9aec-53874b80d685,Identity Theft,2025-05-21,Resolved,1
1346,983,c01c8381-d64a-45a5-b98a-f9d962f6dd7a,Money Laundering,2022-02-24,Under Investigation,0
1347,984,28ee01e1-59a1-47a9-87e9-fbd13ac17998,Money Laundering,2022-06-14,Resolved,1
1348,984,1e419eb0-9fe3-4b6e-abf6-1469d6194af9,Identity Theft,2022-10-09,Resolved,1
1349,986,cff229f0-849d-4275-ba39-e01239bc7b76,Card Fraud,2025-04-16,Under Investigation,0
1350,986,11db942b-0112-4a9f-9e72-6b1c76dbe829,Money Laundering,2025-01-26,Under Investigation,0
1351,990,0c4cdbbd-72b9-4bc8-b0f2-ad6f3d537b01,Card Fraud,2025-05-13,Under Investigation,0
1352,990,9ec0b765-1979-48cb-87de-44f42a10596a,Account Takeover,2025-05-20,Under Investigation,0
1353,990,d6491bb2-6fda-4354-882f-a53b13a988ed,Money Laundering,2025-03-26,Resolved,1
1354,991,6378ef32-5b01-4943-8eb7-b20f5162ae91,Money Laundering,2025-05-24,Under Investigation,0
1355,994,3c4809e4-68e1-41a0-b916-a2684ffb6d64,Phishing,2020-10-09,Resolved,1
1356,995,3ed363fb-7bd1-47e5-9fbb-6a915d96dd23,Phishing,2024-12-31,Under Investigation,0
1357,997,98f0c22c-aa3d-4a21-9e21-bdd0e27dffa3,Account Takeover,2024-12-15,Under Investigation,0
1358,998,43eb5466-99dc-48b1-be6d-fdb79fd3a6d1,Phishing,2025-02-23,Resolved,1
1359,1000,49f97249-5ebc-42a9-a3e1-cae932ccd00a,Account Takeover,2025-04-27,Under Investigation,0
1360,1000,cbe994ad-7212-426e-bdf4-811f3a443bfc,Money Laundering,2025-02-07,Under Investigation,0
1361,1000,c3ba7537-4201-4703-946a-e159a92d1ffc,Card Fraud,2025-03-29,Resolved,1
1362,1002,61a2641a-f1d5-4acd-b70e-38baf59be33d,Phishing,2025-05-17,Resolved,1
1363,1002,6a1e24db-24b0-4f07-b19e-c247c9ef8f70,Money Laundering,2025-05-21,Under Investigation,0
1364,1002,361e7880-79aa-4b85-90aa-8b0c6e61b7a4,Money Laundering,2025-04-13,Under Investigation,0
1365,1005,253c4689-2451-436b-a86e-bd1486c6b4f2,Phishing,2022-04-13,Resolved,1
1366,1005,b7aa4a78-c90a-4cef-8ddb-5efce072bb92,Identity Theft,2024-04-15,Under Investigation,0
1367,1005,7ab62a9a-19db-4493-8e39-42bfa742800d,Identity Theft,2024-06-03,Resolved,1
1368,1005,71669eb6-b16f-4ca7-898b-08939cb554ab,Phishing,2024-03-21,Resolved,1
1369,1006,fbcefc80-daae-48cd-be58-8e56aedbdb74,Phishing,2024-04-19,Resolved,1
1370,1007,fe013d71-b8eb-4bc1-8ab1-325111c090dc,Identity Theft,2025-01-24,Under Investigation,0
1371,1007,953a3e2e-53f3-4213-8825-f60b5e49146e,Account Takeover,2025-02-22,Resolved,1
1372,1007,eb8bd428-70d6-4e6d-8d2d-6609b08faf52,Card Fraud,2025-05-19,Under Investigation,0
1373,1008,0e656c67-1fd5-4ddb-b41d-0b74ea296635,Money Laundering,2025-02-01,Under Investigation,0
1374,1008,1ae03e1b-2690-43f3-922d-af1494096b7e,Phishing,2023-09-05,Resolved,1
1375,1010,e8601b11-dc99-421d-a649-d36f27485a28,Identity Theft,2025-05-14,Resolved,1
1376,1010,12de8e2f-0f77-4346-bec5-d628106c2104,Account Takeover,2025-05-16,Resolved,1
1377,1010,4596ca75-e5d9-4ef8-a108-2ddc4669c6bc,Phishing,2025-05-21,Resolved,1
1378,1011,1a034cff-d544-492a-b8ac-583ee41ac507,Identity Theft,2023-02-24,Under Investigation,0
1379,1011,31cc4d57-a431-4bb1-87d4-76c6e2baf129,Identity Theft,2022-11-11,Under Investigation,0
1380,1012,76877796-b0d4-44a0-b2a4-76152ad0db5a,Identity Theft,2025-04-29,Under Investigation,0
1381,1013,c831423f-6645-4543-861b-925e2fe6a977,Money Laundering,2024-12-19,Resolved,1
1382,1014,7c0a4d2f-9dda-431d-9578-88ac8fe6c200,Card Fraud,2025-05-04,Under Investigation,0
1383,1014,a702cdac-2ab4-48ce-b17d-7bf4b379a240,Money Laundering,2025-04-24,Under Investigation,0
1384,1014,0b2bdee6-3263-45c9-9886-803bff3c6de9,Identity Theft,2025-05-23,Under Investigation,0
1385,1014,00bf119e-a67d-4f99-8686-22a653d38e20,Card Fraud,2025-03-28,Under Investigation,0
1386,1014,caa42755-0fb2-4f86-a777-6cea9b1e13e4,Identity Theft,2025-04-15,Resolved,1
1387,1014,f0d9a25d-c535-435b-b0fc-eb698a2746cb,Account Takeover,2025-02-17,Resolved,1
1388,1015,ce580d6f-0f22-4d97-86a6-27d9fafe62bd,Phishing,2023-07-19,Resolved,1
1389,1015,3cd1b26f-0743-4625-ae96-7044b23c5538,Phishing,2025-02-10,Resolved,1
1390,1016,9a74cd37-9926-40f1-95f9-f2803ee7d6f0,Money Laundering,2024-02-15,Under Investigation,0
1391,1016,b2b6c4c7-7d0e-4dcf-b104-157f14b7e625,Identity Theft,2025-03-21,Resolved,1
1392,1016,72c63e60-e128-4088-9c7b-6afe86003e3e,Card Fraud,2023-11-19,Under Investigation,0
1393,1019,d7b0f7f7-203a-4260-b7d7-f4ac542bbeb1,Card Fraud,2025-03-20,Under Investigation,0
1394,1019,fd4f31d8-8916-4787-9157-a4f749a74a40,Money Laundering,2024-03-28,Under Investigation,0
1395,1019,272397ed-8d2d-48a5-a597-9fc9c19ae9b5,Account Takeover,2024-12-31,Under Investigation,0
1396,1019,44d790bc-5d34-4aa0-8d4a-0cd149cdeb8f,Money Laundering,2023-12-14,Under Investigation,0
1397,1020,7e0829e1-957e-4240-b73d-4c31abed3d1b,Identity Theft,2025-04-26,Resolved,1
1398,1023,0bcde4b7-1e49-416e-8928-022a9df66549,Phishing,2024-02-07,Resolved,1
1399,1023,4bab0742-6554-417c-8529-027f556c239f,Money Laundering,2024-10-31,Under Investigation,0
1400,1024,bb295fb5-401d-4db3-a5e4-1afbd6c97651,Identity Theft,2025-01-30,Resolved,1
1401,1025,a9f2a50f-2759-4856-9745-41bc25afa96e,Identity Theft,2025-04-15,Under Investigation,0
1402,1026,b1410491-0562-424a-987d-ed35190e268c,Identity Theft,2025-05-21,Resolved,1
1403,1026,6816f25d-7acc-43ff-8eb1-c64b2277c67c,Identity Theft,2025-04-12,Under Investigation,0
1404,1026,ca081886-78ed-4144-833b-bf09d1ce7e17,Money Laundering,2025-05-09,Resolved,1
1405,1031,bc8057cb-8663-481c-a5ea-ef75d9e3f338,Money Laundering,2025-03-11,Resolved,1
1406,1032,67ac200d-8c7a-404a-b3d8-c2a1eb4a0515,Card Fraud,2024-09-05,Resolved,1
1407,1034,37b14b8a-05d9-4ab8-8260-a4a9ef722925,Identity Theft,2025-03-13,Under Investigation,0
