Financial_Metrics_ID,Date,Interest_Income,Interest_Expense,Average_Earning_Assets,Net_Income,Average_Total_Assets,Average_Equity,Created_At
448,2021-03-23,144094.86,42965.62,533378633.97,48907.73,533378633.97,142930012.96,2025-05-21 20:58:13.022291
449,2021-03-24,122261.06,43526.22,534577762.44,17927.35,534577762.44,148546830.98,2025-05-21 20:58:13.022291
450,2021-03-25,131619.27,46793.66,535779183.16,19513.48,535779183.16,141562374.27,2025-05-21 20:58:13.022291
451,2021-03-26,117883.92,43897.81,536978509.25,10852.5,536978509.25,140272045.1,2025-05-21 20:58:13.022291
452,2021-03-27,124819.55,41644.61,538179570.76,27610.71,538179570.76,136900921.34,2025-05-21 20:58:13.022291
453,2021-03-28,145583.03,41447.3,539373099.7,55953.06,539373099.7,144821075.39,2025-05-21 20:58:13.022291
454,2021-03-29,125674.57,41452.18,540570935.38,29392.17,540570935.38,145520988.25,2025-05-21 20:58:13.022291
455,2021-03-30,126104.43,44567.36,541757986.1,19581.36,541757986.1,150080114.59,2025-05-21 20:58:13.022291
456,2021-03-31,156344.43,40903.21,542948640.49,72115.21,542948640.49,146109448.43,2025-05-21 20:58:13.022291
457,2021-04-01,159215.27,41362.13,544133237.77,74413.25,544133237.77,148756782.74,2025-05-21 20:58:13.022291
458,2021-04-02,140341.34,42244.1,545317036.75,46308.11,545317036.75,150760808.26,2025-05-21 20:58:13.022291
459,2021-04-03,137920.56,35655.06,546509195.37,65043.87,546509195.37,157632010.58,2025-05-21 20:58:13.022291
460,2021-04-04,119513.48,43166.83,547704834.02,15461.87,547704834.02,153068086.92,2025-05-21 20:58:13.022291
461,2021-04-05,146984.26,40537.22,548900405.84,60854.95,548900405.84,150031513.34,2025-05-21 20:58:13.022291
462,2021-04-06,124353.86,38269.79,550105413.57,38239.19,550105413.57,145382204.72,2025-05-21 20:58:13.022291
463,2021-04-07,141680.26,41096.52,551306089.57,51918.63,551306089.57,145053298.52,2025-05-21 20:58:13.022291
464,2021-04-08,135403.12,37880.74,552514950.85,54268.34,552514950.85,145960127.37,2025-05-21 20:58:13.022291
465,2021-04-09,134067.38,42254.08,553727303.84,37909.55,553727303.84,152348269.7,2025-05-21 20:58:13.022291
466,2021-04-10,114178.42,40239.71,554933776.55,18105.53,554933776.55,153601705.22,2025-05-21 20:58:13.022291
467,2021-04-11,113539.9,47208.31,556136447.6,-5974.5,556136447.6,154216079.92,2025-05-21 20:58:13.022291
468,2021-04-12,133866.98,44017.28,557331535.84,31765.04,557331535.84,160048969.91,2025-05-21 20:58:13.022291
469,2021-04-13,111489.81,36194.3,558522732.5,28005.43,558522732.5,159361693.03,2025-05-21 20:58:13.022291
470,2021-04-14,148875.17,36481.2,559711650.6,76896.22,559711650.6,166759757.46,2025-05-21 20:58:13.022291
471,2021-04-15,147688.87,39471.94,560898665.0,65345.35,560898665.0,171803545.05,2025-05-21 20:58:13.022291
472,2021-04-16,127853.69,42549.66,562084431.42,28639.38,562084431.42,168041986.03,2025-05-21 20:58:13.022291
473,2021-04-17,140000.51,42729.98,563271983.23,44234.09,563271983.23,164126503.97,2025-05-21 20:58:13.022291
474,2021-04-18,136423.52,42606.45,564463619.33,39876.53,564463619.33,167656333.29,2025-05-21 20:58:13.022291
475,2021-04-19,122168.41,39659.78,565659747.0,30691.94,565659747.0,167176483.9,2025-05-21 20:58:13.022291
476,2021-04-20,133588.03,41161.12,566860487.99,40913.65,566860487.99,165280065.07,2025-05-21 20:58:13.022291
477,2021-04-21,121615.18,40979.86,568065777.54,25554.04,568065777.54,159898822.75,2025-05-21 20:58:13.022291
478,2021-04-22,136538.93,49120.93,569275016.89,18315.49,569275016.89,155759718.51,2025-05-21 20:58:13.022291
479,2021-04-23,131968.48,38162.14,570486907.41,48750.84,570486907.41,157737442.72,2025-05-21 20:58:13.022291
480,2021-04-24,131771.28,38390.21,571693227.9,47727.69,571693227.9,156770375.58,2025-05-21 20:58:13.022291
481,2021-04-25,140750.51,38947.92,572897808.99,57840.96,572897808.99,154522945.9,2025-05-21 20:58:13.022291
482,2021-04-26,118790.09,43658.28,574104885.63,12859.18,574104885.63,150731330.41,2025-05-21 20:58:13.022291
483,2021-04-27,143371.72,46751.92,575307954.53,35322.55,575307954.53,153917134.29,2025-05-21 20:58:13.022291
484,2021-04-28,136849.54,43290.12,576512933.71,38165.67,576512933.71,152586916.69,2025-05-21 20:58:13.022291
485,2021-04-29,121592.31,47175.88,577707559.97,4870.14,577707559.97,151957826.65,2025-05-21 20:58:13.022291
486,2021-04-30,136651.15,39339.12,578901377.64,51071.12,578901377.64,153441418.77,2025-05-21 20:58:13.022291
487,2021-05-01,137031.46,44663.35,580103217.54,33830.76,580103217.54,157678773.84,2025-05-21 20:58:13.022291
488,2021-05-02,128671.7,39420.52,581302717.1,40160.54,581302717.1,153129928.18,2025-05-21 20:58:13.022291
489,2021-05-03,146059.12,43726.84,582504691.34,48989.35,582504691.34,153014994.49,2025-05-21 20:58:13.022291
490,2021-05-04,139434.84,44000.82,583712468.72,39243.72,583712468.72,156708177.34,2025-05-21 20:58:13.022291
491,2021-05-05,127550.8,40891.19,584919203.92,33763.78,584919203.92,163893525.38,2025-05-21 20:58:13.022291
492,2021-05-06,127451.97,42070.48,586133563.48,29701.04,586133563.48,161144088.24,2025-05-21 20:58:13.022291
493,2021-05-07,123364.43,36062.46,587343932.0,44277.7,587343932.0,156213079.27,2025-05-21 20:58:13.022291
494,2021-05-08,134894.96,35608.92,588549901.76,61163.55,588549901.76,156424552.92,2025-05-21 20:58:13.022291
495,2021-05-09,126377.6,39933.14,589758314.76,35393.0,589758314.76,160710791.01,2025-05-21 20:58:13.022291
496,2021-05-10,149319.96,38072.8,590965886.28,72183.93,590965886.28,161537228.6,2025-05-21 20:58:13.022291
497,2021-05-11,134734.73,46626.17,592166835.97,24225.74,592166835.97,161013949.12,2025-05-21 20:58:13.022291
498,2021-05-12,140106.22,41086.17,593368194.15,49854.39,593368194.15,162646431.8,2025-05-21 20:58:13.022291
499,2021-05-13,142650.28,39029.06,594569315.49,60103.51,594569315.49,172118728.66,2025-05-21 20:58:13.022291
500,2021-05-14,153864.18,42706.58,595771346.76,62796.97,595771346.76,177724591.37,2025-05-21 20:58:13.022291
501,2021-05-15,121103.5,43397.25,596975762.11,16813.83,596975762.11,173736103.28,2025-05-21 20:58:13.022291
502,2021-05-16,135162.13,41320.98,598178115.8,42479.55,598178115.8,173308305.69,2025-05-21 20:58:13.022291
503,2021-05-17,130785.44,39110.9,599376436.2,44010.9,599376436.2,173361278.36,2025-05-21 20:58:13.022291
504,2021-05-18,154988.43,41966.6,600576473.72,66762.57,600576473.72,174858636.52,2025-05-21 20:58:13.022291
505,2021-05-19,143827.39,39013.87,601771801.14,61723.62,601771801.14,168529373.6,2025-05-21 20:58:13.022291
506,2021-05-20,137398.54,44313.06,602965133.86,35487.87,602965133.86,168953358.51,2025-05-21 20:58:13.022291
507,2021-05-21,134544.14,36347.32,604163130.36,58234.43,604163130.36,164893024.66,2025-05-21 20:58:13.022291
508,2021-05-22,135761.12,38622.08,605361361.59,52274.55,605361361.59,170890437.03,2025-05-21 20:58:13.022291
509,2021-05-23,133820.22,46175.56,606562756.75,24508.41,606562756.75,168435972.7,2025-05-21 20:58:13.022291
510,2021-05-24,140353.96,35352.37,607764175.82,69297.4,607764175.82,173781943.16,2025-05-21 20:58:13.022291
511,2021-05-25,149119.94,43251.09,608967139.92,54656.3,608967139.92,175404082.46,2025-05-21 20:58:13.022291
512,2021-05-26,150797.39,44707.14,610172868.42,52039.4,610172868.42,175833222.52,2025-05-21 20:58:13.022291
513,2021-05-27,136864.7,39046.93,611379278.04,52329.84,611379278.04,169772528.35,2025-05-21 20:58:13.022291
514,2021-05-28,127740.7,41875.69,612584852.63,30735.3,612584852.63,172875014.27,2025-05-21 20:58:13.022291
515,2021-05-29,127647.85,42554.47,613792849.41,28348.9,613792849.41,170320889.2,2025-05-21 20:58:13.022291
516,2021-05-30,116257.39,43497.77,615000951.61,10017.3,615000951.61,178066871.48,2025-05-21 20:58:13.022291
517,2021-05-31,158427.07,45197.13,616211054.99,60578.98,616211054.99,183608836.81,2025-05-21 20:58:13.022291
518,2021-06-01,143334.38,44192.34,617425585.39,43804.71,617425585.39,175392298.8,2025-05-21 20:58:13.022291
519,2021-06-02,129627.04,44662.45,618637498.12,23961.22,618637498.12,180278846.24,2025-05-21 20:58:13.022291
520,2021-06-03,113812.22,46951.08,619852591.58,-4753.97,619852591.58,184603784.96,2025-05-21 20:58:13.022291
521,2021-06-04,123148.76,41446.07,621071592.15,26044.78,621071592.15,179330861.51,2025-05-21 20:58:13.022291
522,2021-06-05,132767.52,39865.87,622290673.61,44137.13,622290673.61,180472613.28,2025-05-21 20:58:13.022291
523,2021-06-06,126192.56,40366.37,623511789.7,33702.19,623511789.7,178269518.02,2025-05-21 20:58:13.022291
524,2021-06-07,131190.58,36975.87,624736640.15,51667.87,624736640.15,173180966.68,2025-05-21 20:58:13.022291
525,2021-06-08,129159.48,36176.13,625956725.39,51625.53,625956725.39,173034436.84,2025-05-21 20:58:13.022291
526,2021-06-09,136527.46,38325.3,627179500.27,54285.62,627179500.27,168543010.08,2025-05-21 20:58:13.022291
527,2021-06-10,124576.8,49399.12,628400493.5,1438.66,628400493.5,163586129.84,2025-05-21 20:58:13.022291
528,2021-06-11,141111.91,34536.84,629615330.88,73026.39,629615330.88,169651892.56,2025-05-21 20:58:13.022291
529,2021-06-12,138550.5,43472.69,630824834.58,39825.02,630824834.58,173634014.48,2025-05-21 20:58:13.022291
530,2021-06-13,147182.99,43580.57,632031893.96,50975.42,632031893.96,168656792.14,2025-05-21 20:58:13.022291
531,2021-06-14,135745.88,45552.47,633231671.44,29152.95,633231671.44,168472095.18,2025-05-21 20:58:13.022291
532,2021-06-15,150798.34,47081.39,634435136.18,44126.47,634435136.18,176689011.67,2025-05-21 20:58:13.022291
533,2021-06-16,146087.08,38375.32,635639012.16,66865.03,635639012.16,183149913.4,2025-05-21 20:58:13.022291
534,2021-06-17,120974.54,37458.0,636840698.02,36439.38,636840698.02,186009350.57,2025-05-21 20:58:13.022291
535,2021-06-18,127937.99,43793.83,638046015.79,24604.55,638046015.79,180343217.63,2025-05-21 20:58:13.022291
536,2021-06-19,131566.91,45893.69,639252894.11,22443.57,639252894.11,181831694.52,2025-05-21 20:58:13.022291
537,2021-06-20,140776.73,40488.27,640459504.1,52741.4,640459504.1,193010428.47,2025-05-21 20:58:13.022291
538,2021-06-21,130236.61,45838.33,641668087.11,20854.39,641668087.11,192787126.51,2025-05-21 20:58:13.022291
539,2021-06-22,149429.59,46960.76,642873824.5,42703.59,642873824.5,187382637.52,2025-05-21 20:58:13.022291
540,2021-06-23,132576.3,40371.07,644076512.16,42198.17,644076512.16,180560536.8,2025-05-21 20:58:13.022291
541,2021-06-24,129943.72,39862.95,645282328.72,40381.79,645282328.72,186410902.93,2025-05-21 20:58:13.022291
542,2021-06-25,135992.84,37938.58,646482055.08,54861.87,646482055.08,186210890.31,2025-05-21 20:58:13.022291
543,2021-06-26,118514.38,45165.26,647679179.7,7468.3,647679179.7,183271365.15,2025-05-21 20:58:13.022291
544,2021-06-27,151241.44,35926.77,648872601.59,81899.35,648872601.59,175333305.02,2025-05-21 20:58:13.022291
545,2021-06-28,136791.85,46638.25,650067238.1,26928.29,650067238.1,173616165.47,2025-05-21 20:58:13.022291
546,2021-06-29,141328.64,40911.25,651260271.75,52067.34,651260271.75,177034804.96,2025-05-21 20:58:13.022291
547,2021-06-30,144431.24,38454.87,652454981.8,64392.08,652454981.8,176951660.53,2025-05-21 20:58:13.022291
548,2021-07-01,133292.89,45984.35,653645722.23,24442.68,653645722.23,169272377.42,2025-05-21 20:58:13.022291
549,2021-07-02,150291.35,39056.9,654839738.75,70198.81,654839738.75,170109327.55,2025-05-21 20:58:13.022291
550,2021-07-03,129559.81,47056.45,656036638.64,15891.58,656036638.64,171953444.53,2025-05-21 20:58:13.022291
551,2021-07-04,143720.03,49002.65,657238611.35,28284.53,657238611.35,170166971.59,2025-05-21 20:58:13.022291
552,2021-07-05,128220.28,45962.14,658437679.45,17753.26,658437679.45,168339388.41,2025-05-21 20:58:13.022291
553,2021-07-06,147701.03,50437.64,659632080.22,28809.24,659632080.22,165743167.28,2025-05-21 20:58:13.022291
554,2021-07-07,125737.37,39883.73,660828771.88,34704.06,660828771.88,169678412.15,2025-05-21 20:58:13.022291
555,2021-07-08,152048.82,41256.16,662030182.77,65211.21,662030182.77,179352016.71,2025-05-21 20:58:13.022291
556,2021-07-09,124730.78,41812.1,663228713.4,26934.03,663228713.4,189813436.74,2025-05-21 20:58:13.022291
557,2021-07-10,142156.55,43246.76,664424724.94,45386.22,664424724.94,191084959.8,2025-05-21 20:58:13.022291
558,2021-07-11,137712.39,40821.15,665620644.09,47546.01,665620644.09,199278808.98,2025-05-21 20:58:13.022291
559,2021-07-12,135731.97,45280.09,666818465.46,30042.33,666818465.46,205670632.8,2025-05-21 20:58:13.022291
560,2021-07-13,136438.28,45351.46,668024246.92,30746.16,668024246.92,210809802.01,2025-05-21 20:58:13.022291
561,2021-07-14,118204.85,41330.75,669227584.95,19837.3,669227584.95,215402883.06,2025-05-21 20:58:13.022291
562,2021-07-15,123509.9,40282.16,670427707.9,30406.01,670427707.9,205923379.91,2025-05-21 20:58:13.022291
563,2021-07-16,120354.66,41137.69,671634000.03,23347.23,671634000.03,197742581.06,2025-05-21 20:58:13.022291
564,2021-07-17,126960.01,41932.33,672842809.52,29505.59,672842809.52,189537983.36,2025-05-21 20:58:13.022291
565,2021-07-18,127251.09,32499.35,674049120.99,61336.95,674049120.99,193008338.75,2025-05-21 20:58:13.022291
566,2021-07-19,132974.12,49126.78,675249279.06,13542.9,675249279.06,197768298.28,2025-05-21 20:58:13.022291
567,2021-07-20,155085.67,40975.92,676448228.86,70194.51,676448228.86,192985276.59,2025-05-21 20:58:13.022291
568,2021-07-21,146677.48,42089.98,677649508.69,55270.04,677649508.69,189585370.99,2025-05-21 20:58:13.022291
569,2021-07-22,148699.0,48614.68,678851184.99,36216.41,678851184.99,195778127.55,2025-05-21 20:58:13.022291
570,2021-07-23,147755.92,44028.96,680048632.52,50244.68,680048632.52,204558162.57,2025-05-21 20:58:13.022291
571,2021-07-24,139560.05,41276.09,681249337.76,48493.12,681249337.76,204821411.24,2025-05-21 20:58:13.022291
572,2021-07-25,123245.11,44979.69,682447107.61,14394.5,682447107.61,205049599.66,2025-05-21 20:58:13.022291
573,2021-07-26,127526.09,41788.55,683650759.21,30739.63,683650759.21,199644616.74,2025-05-21 20:58:13.022291
574,2021-07-27,145391.73,42166.4,684853605.75,53300.98,684853605.75,203380411.58,2025-05-21 20:58:13.022291
575,2021-07-28,122084.74,45027.97,686055341.83,12686.41,686055341.83,206959868.26,2025-05-21 20:58:13.022291
576,2021-07-29,134208.46,42355.46,687257023.47,37759.75,687257023.47,200979137.45,2025-05-21 20:58:13.022291
577,2021-07-30,122069.6,44494.87,688457783.06,14443.25,688457783.06,191445569.93,2025-05-21 20:58:13.022291
578,2021-07-31,138649.94,48466.17,689655790.61,23312.69,689655790.61,200869812.1,2025-05-21 20:58:13.022291
579,2021-08-01,117420.8,39485.11,690856627.23,24944.05,690856627.23,188895284.85,2025-05-21 20:58:13.022291
580,2021-08-02,124860.24,49803.6,692060012.55,468.31,692060012.55,183217748.55,2025-05-21 20:58:13.022291
581,2021-08-03,142170.73,54150.67,693260768.71,9058.75,693260768.71,180121058.92,2025-05-21 20:58:13.022291
582,2021-08-04,117595.8,41603.68,694459781.06,18115.46,694459781.06,183440787.91,2025-05-21 20:58:13.022291
583,2021-08-05,134597.39,41599.5,695657528.0,40798.21,695657528.0,188164226.36,2025-05-21 20:58:13.022291
584,2021-08-06,127454.46,41592.72,696859128.88,31296.89,696859128.88,191723829.28,2025-05-21 20:58:13.022291
585,2021-08-07,130268.61,43186.19,698059450.36,29737.5,698059450.36,184501408.45,2025-05-21 20:58:13.022291
586,2021-08-08,118932.59,44458.53,699264724.24,10381.68,699264724.24,191408228.15,2025-05-21 20:58:13.022291
587,2021-08-09,130774.95,41441.5,700464622.72,36228.25,700464622.72,195794074.33,2025-05-21 20:58:13.022291
588,2021-08-10,139578.44,46400.63,701670088.67,31435.81,701670088.67,193521939.22,2025-05-21 20:58:13.022291
589,2021-08-11,113481.49,46796.66,702874390.23,-4680.22,702874390.23,182876451.87,2025-05-21 20:58:13.022291
590,2021-08-12,148583.54,37643.86,704078882.36,72631.84,704078882.36,185585541.37,2025-05-21 20:58:13.022291
591,2021-08-13,127432.1,40667.26,705288800.07,34351.92,705288800.07,193391861.78,2025-05-21 20:58:13.022291
592,2021-08-14,116278.49,48715.28,706502190.79,-7346.29,706502190.79,196320605.79,2025-05-21 20:58:13.022291
593,2021-08-15,121855.87,43495.91,707715833.44,17488.12,707715833.44,199100078.75,2025-05-21 20:58:13.022291
594,2021-08-16,143354.12,37878.72,708931592.51,64876.43,708931592.51,196965496.52,2025-05-21 20:58:13.022291
595,2021-08-17,120920.1,49488.48,710143648.5,-3734.81,710143648.5,200201206.07,2025-05-21 20:58:13.022291
596,2021-08-18,123304.75,40137.74,711362632.67,30613.87,711362632.67,202478662.34,2025-05-21 20:58:13.022291
597,2021-08-19,148142.21,42105.27,712581228.56,57172.02,712581228.56,194580419.66,2025-05-21 20:58:13.022291
598,2021-08-20,142901.99,40591.11,713792828.56,55232.28,713792828.56,189750245.93,2025-05-21 20:58:13.022291
599,2021-08-21,113019.31,44480.55,714997511.16,2423.9,714997511.16,192512283.64,2025-05-21 20:58:13.022291
600,2021-08-22,154259.99,42409.67,716196713.82,64314.43,716196713.82,186307228.66,2025-05-21 20:58:13.022291
601,2021-08-23,140650.56,46202.72,717396042.38,33525.04,717396042.38,197764472.03,2025-05-21 20:58:13.022291
602,2021-08-24,129555.19,41235.28,718598428.43,35289.31,718598428.43,198848898.45,2025-05-21 20:58:13.022291
603,2021-08-25,118221.91,47486.48,719793781.57,-659.04,719793781.57,202321844.76,2025-05-21 20:58:13.022291
604,2021-08-26,129402.89,35254.35,720991110.06,55022.71,720991110.06,211621166.73,2025-05-21 20:58:13.022291
605,2021-08-27,136434.92,47633.45,722192396.38,23135.04,722192396.38,213094526.07,2025-05-21 20:58:13.022291
606,2021-08-28,128254.16,45767.86,723394179.62,18446.04,723394179.62,214478953.56,2025-05-21 20:58:13.022291
607,2021-08-29,128473.78,38345.73,724597868.23,43479.29,724597868.23,223949230.21,2025-05-21 20:58:13.022291
608,2021-08-30,141319.91,36252.85,725805233.71,67583.71,725805233.71,214938763.71,2025-05-21 20:58:13.022291
609,2021-08-31,130056.93,41452.73,727010659.34,35233.47,727010659.34,210188142.52,2025-05-21 20:58:13.022291
610,2021-09-01,143572.51,42955.19,728218727.88,48246.03,728218727.88,210113302.33,2025-05-21 20:58:13.022291
611,2021-09-02,115906.14,41583.27,729423508.5,15930.63,729423508.5,212767296.52,2025-05-21 20:58:13.022291
612,2021-09-03,118154.83,35532.13,730625320.45,39099.33,730625320.45,212787473.57,2025-05-21 20:58:13.022291
613,2021-09-04,139587.1,41881.08,731838408.36,46512.53,731838408.36,209527021.5,2025-05-21 20:58:13.022291
614,2021-09-05,113858.13,41451.11,733051895.6,13640.46,733051895.6,204973116.82,2025-05-21 20:58:13.022291
615,2021-09-06,135484.72,43944.4,734263446.34,34164.96,734263446.34,202782546.91,2025-05-21 20:58:13.022291
616,2021-09-07,129231.37,38146.55,735477836.86,45153.31,735477836.86,209394954.07,2025-05-21 20:58:13.022291
617,2021-09-08,140848.81,42625.24,736692711.25,45714.26,736692711.25,207526181.48,2025-05-21 20:58:13.022291
618,2021-09-09,140981.78,40366.81,737907386.22,53419.65,737907386.22,209259046.72,2025-05-21 20:58:13.022291
619,2021-09-10,153624.55,42213.57,739125542.0,64120.82,739125542.0,213717710.92,2025-05-21 20:58:13.022291
620,2021-09-11,131686.34,44557.97,740331593.82,27055.22,740331593.82,212856827.01,2025-05-21 20:58:13.022291
621,2021-09-12,132691.34,43283.33,741536337.6,32644.03,741536337.6,205999324.86,2025-05-21 20:58:13.022291
622,2021-09-13,141965.8,35519.87,742741048.89,70888.15,742741048.89,214522467.48,2025-05-21 20:58:13.022291
623,2021-09-14,130617.61,42744.38,743943602.04,31675.55,743943602.04,218474105.24,2025-05-21 20:58:13.022291
624,2021-09-15,124588.78,44124.82,745143198.94,19035.66,745143198.94,225224090.16,2025-05-21 20:58:13.022291
625,2021-09-16,146765.92,42276.66,746343220.29,54765.7,746343220.29,215875905.38,2025-05-21 20:58:13.022291
626,2021-09-17,125119.51,44954.75,747539470.61,16976.85,747539470.61,206662618.79,2025-05-21 20:58:13.022291
627,2021-09-18,141321.47,50079.6,748738067.22,21496.63,748738067.22,207549564.9,2025-05-21 20:58:13.022291
628,2021-09-19,123949.82,41687.81,749935238.52,26307.07,749935238.52,208990623.11,2025-05-21 20:58:13.022291
629,2021-09-20,141823.54,44027.57,751129957.37,42339.49,751129957.37,210844857.96,2025-05-21 20:58:13.022291
630,2021-09-21,151983.34,49208.06,752321018.74,38617.58,752321018.74,206047613.13,2025-05-21 20:58:13.022291
631,2021-09-22,134733.56,37327.34,753508065.84,55220.28,753508065.84,204630155.08,2025-05-21 20:58:13.022291
632,2021-09-23,144460.72,47421.06,754701510.68,34544.11,754701510.68,215057310.3,2025-05-21 20:58:13.022291
633,2021-09-24,133978.6,39403.39,755897051.99,47293.49,755897051.99,218676673.0,2025-05-21 20:58:13.022291
634,2021-09-25,138605.92,41724.62,757092321.85,45725.81,757092321.85,226528038.89,2025-05-21 20:58:13.022291
635,2021-09-26,147481.24,43718.0,758290375.67,50914.99,758290375.67,235860998.38,2025-05-21 20:58:13.022291
636,2021-09-27,138375.9,41640.83,759488547.28,45698.44,759488547.28,228469858.54,2025-05-21 20:58:13.022291
637,2021-09-28,133698.19,41278.29,760687436.76,40669.94,760687436.76,228532631.12,2025-05-21 20:58:13.022291
638,2021-09-29,139450.36,41624.6,761888004.57,47185.14,761888004.57,230849120.11,2025-05-21 20:58:13.022291
639,2021-09-30,134981.08,49588.22,763090437.78,14680.7,763090437.78,225508145.81,2025-05-21 20:58:13.022291
640,2021-10-01,126389.5,43420.73,764293625.85,23783.56,764293625.85,224488784.59,2025-05-21 20:58:13.022291
641,2021-10-02,140037.94,44200.27,765496713.95,39383.03,765496713.95,214260360.55,2025-05-21 20:58:13.022291
642,2021-10-03,126517.52,46830.45,766698605.28,12588.52,766698605.28,215531105.79,2025-05-21 20:58:13.022291
643,2021-10-04,125683.64,38440.15,767902874.16,39444.37,767902874.16,218045992.19,2025-05-21 20:58:13.022291
644,2021-10-05,143175.26,35441.74,769110254.68,72761.21,769110254.68,215071843.06,2025-05-21 20:58:13.022291
645,2021-10-06,149478.22,46110.4,770323794.8,45602.97,770323794.8,205044972.56,2025-05-21 20:58:13.022291
646,2021-10-07,155446.3,44905.47,771537633.82,57576.82,771537633.82,199044744.7,2025-05-21 20:58:13.022291
647,2021-10-08,120640.91,39866.8,772748549.69,27965.23,772748549.69,198218990.41,2025-05-21 20:58:13.022291
648,2021-10-09,146570.0,37403.6,773959344.87,70748.0,773959344.87,197796647.08,2025-05-21 20:58:13.022291
649,2021-10-10,128762.01,44557.28,775167560.27,23158.41,775167560.27,196125023.35,2025-05-21 20:58:13.022291
650,2021-10-11,141704.87,38402.51,776381488.39,60931.44,776381488.39,202209439.99,2025-05-21 20:58:13.022291
651,2021-10-12,136277.12,39108.26,777599133.33,51341.96,777599133.33,206696435.04,2025-05-21 20:58:13.022291
652,2021-10-13,140499.35,47385.2,778816978.34,29381.8,778816978.34,216925202.1,2025-05-21 20:58:13.022291
653,2021-10-14,138871.82,43885.8,780033778.76,38876.41,780033778.76,220860407.72,2025-05-21 20:58:13.022291
654,2021-10-15,118485.11,42817.32,781244430.92,15255.73,781244430.92,229710845.19,2025-05-21 20:58:13.022291
655,2021-10-16,141209.32,45308.88,782458357.74,37249.48,782458357.74,241952256.57,2025-05-21 20:58:13.022291
656,2021-10-17,104348.62,49290.76,783673843.33,-25171.02,783673843.33,238409106.35,2025-05-21 20:58:13.022291
657,2021-10-18,141433.03,35977.28,784885056.37,68653.09,784885056.37,236368291.95,2025-05-21 20:58:13.022291
658,2021-10-19,134420.86,39924.19,786091492.66,46147.17,786091492.66,233604599.47,2025-05-21 20:58:13.022291
659,2021-10-20,151367.84,43093.34,787295188.67,58179.33,787295188.67,224440035.17,2025-05-21 20:58:13.022291
660,2021-10-21,123837.23,40713.75,788492738.04,29403.81,788492738.04,230141309.33,2025-05-21 20:58:13.022291
661,2021-10-22,133061.08,40316.78,789699119.53,43025.52,789699119.53,229286628.98,2025-05-21 20:58:13.022291
662,2021-10-23,148901.17,44225.73,790906073.51,51115.78,790906073.51,227214465.24,2025-05-21 20:58:13.022291
663,2021-10-24,133255.38,40163.02,792121276.71,43797.1,792121276.71,236163349.96,2025-05-21 20:58:13.022291
664,2021-10-25,130004.65,41712.74,793334180.25,34297.08,793334180.25,230421253.2,2025-05-21 20:58:13.022291
665,2021-10-26,143227.92,40140.04,794553735.48,57170.41,794553735.48,233343069.82,2025-05-21 20:58:13.022291
666,2021-10-27,124939.06,43159.94,795778588.53,22718.93,795778588.53,236215472.53,2025-05-21 20:58:13.022291
667,2021-10-28,117290.81,39197.15,797002275.36,25730.6,797002275.36,225290619.44,2025-05-21 20:58:13.022291
668,2021-10-29,124292.58,42457.61,798221264.8,24198.08,798221264.8,219774690.22,2025-05-21 20:58:13.022291
669,2021-10-30,128622.44,44763.28,799443030.34,22285.64,799443030.34,209940085.0,2025-05-21 20:58:13.022291
670,2021-10-31,118887.4,43842.49,800661056.57,12374.92,800661056.57,204348972.65,2025-05-21 20:58:13.022291
671,2021-11-01,137741.14,39649.0,801880250.02,51491.51,801880250.02,214801915.55,2025-05-21 20:58:13.022291
672,2021-11-02,140894.68,39848.88,803095540.98,55029.98,803095540.98,216127923.49,2025-05-21 20:58:13.022291
673,2021-11-03,144762.88,40279.86,804309466.55,58750.97,804309466.55,223299297.06,2025-05-21 20:58:13.022291
674,2021-11-04,122349.01,40673.93,805523829.93,27552.25,805523829.93,225610464.11,2025-05-21 20:58:13.022291
675,2021-11-05,147647.33,38335.28,806740621.82,69078.84,806740621.82,222526589.85,2025-05-21 20:58:13.022291
676,2021-11-06,143992.33,39569.59,807952785.9,60091.15,807952785.9,226169392.04,2025-05-21 20:58:13.022291
677,2021-11-07,145001.02,35864.71,809165407.03,73785.64,809165407.03,229194573.88,2025-05-21 20:58:13.022291
678,2021-11-08,137114.21,48397.21,810382559.27,21494.92,810382559.27,219791045.71,2025-05-21 20:58:13.022291
679,2021-11-09,129064.74,37591.48,811605281.0,46781.38,811605281.0,214196104.1,2025-05-21 20:58:13.022291
680,2021-11-10,128570.4,47609.24,812823357.52,12729.72,812823357.52,215607385.42,2025-05-21 20:58:13.022291
681,2021-11-11,142419.55,45470.3,814044274.47,38325.09,814044274.47,221383685.08,2025-05-21 20:58:13.022291
682,2021-11-12,130408.86,47514.94,815263347.22,15495.35,815263347.22,228241312.82,2025-05-21 20:58:13.022291
683,2021-11-13,127671.99,39058.73,816485910.89,40033.53,816485910.89,234792916.68,2025-05-21 20:58:13.022291
684,2021-11-14,143809.45,34971.16,817702490.13,75175.41,817702490.13,233591335.53,2025-05-21 20:58:13.022291
685,2021-11-15,151422.05,44617.32,818910837.12,53171.66,818910837.12,230684474.84,2025-05-21 20:58:13.022291
686,2021-11-16,125850.59,43995.14,820106826.97,21150.34,820106826.97,244030161.59,2025-05-21 20:58:13.022291
687,2021-11-17,122409.13,40054.94,821306444.43,29695.7,821306444.43,234809051.34,2025-05-21 20:58:13.022291
