Investment_ID,Client_ID,Type_Client,Account_ID,Investment_Type,Investment_Amount,Current_Value,Interest_Rate,Start_Date,Maturity_Date,Risk_Level,Status,Created_At,Updated_At
450,385,Individual,802,Fondo Renta Variable,60415.77,74502.86,5.0,2021-01-31,2026-01-31,Media,Activo,2021-01-24 09:15:49,2023-01-05 02:23:46
451,387,Individual,806,Fondo Renta Variable,68884.78,72811.29,5.0,2024-03-30,2029-03-30,Media,Activo,2024-03-29 20:40:00,2024-11-16 16:46:37
452,387,Individual,806,Depósito a Plazo,4568.31,4623.24,1.2,2020-02-12,2021-02-12,Baja,Vencido,2020-02-08 12:50:24,2023-06-26 14:15:10
453,387,Individual,807,Depósito a Plazo,15536.76,15594.2,1.2,2025-01-26,2026-01-26,Baja,Activo,2025-01-21 09:42:35,2025-03-24 03:34:05
454,387,Individual,806,Fondo Renta Variable,29733.53,32569.53,5.0,2023-07-07,2028-07-07,Media,Activo,2023-07-04 07:55:30,2023-12-04 10:12:48
455,387,Individual,806,Fondo Renta Fija,41979.21,43746.58,2.5,2023-09-17,2026-09-17,Baja,Activo,2023-09-11 02:31:19,2024-11-26 21:38:20
456,388,Individual,808,Depósito a Plazo,1057.65,1070.33,1.2,2023-01-12,2024-01-12,Baja,Vencido,2023-01-06 08:09:09,2023-02-01 13:12:44
457,388,Individual,810,Depósito a Plazo,3155.67,3193.62,1.2,2020-02-15,2021-02-15,Baja,Vencido,2020-02-14 04:37:12,2023-05-27 10:44:43
458,388,Individual,810,Depósito a Plazo,17309.22,17509.92,1.2,2024-05-31,2025-05-31,Baja,Activo,2024-05-28 16:49:44,2025-04-25 09:10:02
459,389,Individual,811,Fondo Renta Variable,57382.83,71848.56,5.0,2020-10-09,2025-10-09,Media,Activo,2020-10-05 19:34:15,2022-04-22 00:34:50
460,390,Empresa,814,Fondo Renta Fija,9031.39,9725.33,2.5,2020-11-16,2023-11-16,Baja,Vencido,2020-11-14 09:34:42,2023-08-31 08:56:34
461,390,Empresa,814,Fondo Renta Variable,58015.55,72099.42,5.0,2020-12-04,2025-12-04,Media,Activo,2020-11-29 06:47:31,2022-04-02 19:54:01
462,391,Individual,816,Fondo Renta Fija,43117.98,45968.75,2.5,2022-10-15,2025-10-15,Baja,Activo,2022-10-14 07:31:41,2023-10-27 03:36:30
463,391,Individual,815,Depósito a Plazo,12616.94,12768.24,1.2,2022-04-09,2023-04-09,Baja,Vencido,2022-04-02 04:51:33,2024-09-06 14:21:26
464,391,Individual,816,Fondo Renta Fija,23438.1,24165.36,2.5,2024-02-22,2027-02-22,Baja,Activo,2024-02-15 00:41:32,2025-04-25 05:08:50
465,394,Individual,821,Depósito a Plazo,19611.34,19660.08,1.2,2025-03-04,2026-03-04,Baja,Activo,2025-02-28 11:26:59,2025-04-24 05:22:11
466,394,Individual,821,Fondo Renta Fija,30172.02,31074.6,2.5,2024-03-09,2027-03-09,Baja,Activo,2024-03-04 19:40:47,2025-01-03 12:51:29
467,394,Individual,821,Depósito a Plazo,18375.98,18512.11,1.2,2024-10-05,2025-10-05,Baja,Activo,2024-10-03 12:34:15,2025-02-17 23:25:32
468,395,Individual,823,Fondo Renta Fija,47113.14,50733.13,2.5,2020-03-12,2023-03-12,Baja,Vencido,2020-03-08 02:48:57,2020-11-25 18:13:06
469,395,Individual,823,Fondo Renta Fija,16926.19,18227.96,2.5,2021-03-10,2024-03-10,Baja,Vencido,2021-03-04 14:51:27,2022-11-30 02:11:56
470,395,Individual,823,Depósito a Plazo,11777.92,11919.55,1.2,2023-09-15,2024-09-15,Baja,Vencido,2023-09-09 14:18:39,2024-04-23 18:32:34
471,395,Individual,823,Depósito a Plazo,16868.24,17070.52,1.2,2020-05-23,2021-05-23,Baja,Vencido,2020-05-17 20:26:25,2025-03-25 02:42:54
472,396,Individual,824,Fondo Renta Fija,35814.95,38566.83,2.5,2020-11-23,2023-11-23,Baja,Vencido,2020-11-16 11:40:53,2023-07-30 11:58:41
473,396,Individual,824,Depósito a Plazo,12994.73,13150.99,1.2,2024-02-08,2025-02-08,Baja,Vencido,2024-02-05 09:57:56,2024-02-16 10:04:50
474,396,Individual,824,Fondo Renta Variable,52139.97,63784.13,5.0,2021-04-01,2026-04-01,Media,Activo,2021-03-29 07:58:03,2022-01-26 13:09:24
475,399,Individual,828,Fondo Renta Fija,44599.95,47923.05,2.5,2022-06-21,2025-06-21,Baja,Activo,2022-06-19 11:35:13,2022-06-28 21:31:00
476,400,Individual,831,Fondo Renta Fija,21731.9,22323.06,2.5,2024-04-17,2027-04-17,Baja,Activo,2024-04-13 20:49:51,2025-04-23 23:51:45
477,401,Individual,832,Fondo Renta Fija,18019.27,18800.76,2.5,2023-08-30,2026-08-30,Baja,Activo,2023-08-23 14:20:23,2024-12-06 18:37:28
478,401,Individual,832,Fondo Renta Variable,63283.35,74703.64,5.0,2021-12-24,2026-12-24,Media,Activo,2021-12-17 22:54:34,2021-12-31 07:45:38
479,405,Individual,840,Fondo Renta Variable,90409.59,107670.24,5.0,2021-10-19,2026-10-19,Media,Activo,2021-10-17 06:12:32,2023-04-26 09:28:41
480,405,Individual,840,Depósito a Plazo,11690.5,11830.69,1.2,2021-08-05,2022-08-05,Baja,Vencido,2021-07-30 12:51:56,2021-08-04 18:19:43
481,406,Individual,841,Fondo Renta Fija,3493.03,3761.42,2.5,2020-10-30,2023-10-30,Baja,Vencido,2020-10-26 12:43:07,2021-07-13 19:13:57
482,406,Individual,841,Depósito a Plazo,9346.2,9458.59,1.2,2023-10-29,2024-10-29,Baja,Vencido,2023-10-23 23:45:47,2024-04-09 03:15:46
483,409,Individual,849,Depósito a Plazo,11142.7,11276.32,1.2,2021-11-21,2022-11-21,Baja,Vencido,2021-11-15 09:16:29,2023-11-04 05:56:21
484,413,Individual,856,Fondo Renta Variable,91888.11,114714.72,5.0,2020-10-31,2025-10-31,Media,Activo,2020-10-25 17:13:36,2024-10-27 06:06:13
485,413,Individual,856,Depósito a Plazo,5072.24,5133.06,1.2,2020-07-02,2021-07-02,Baja,Vencido,2020-06-25 20:57:01,2021-03-24 19:26:25
486,414,Empresa,857,Fondo Renta Variable,29683.19,36084.92,5.0,2021-05-18,2026-05-18,Media,Activo,2021-05-12 06:23:29,2022-08-20 22:32:10
487,414,Empresa,857,Fondo Renta Variable,12970.58,14192.54,5.0,2023-07-15,2028-07-15,Media,Activo,2023-07-14 15:28:46,2025-01-26 15:28:52
488,415,Individual,858,Depósito a Plazo,5144.21,5206.07,1.2,2023-04-11,2024-04-11,Baja,Vencido,2023-04-07 06:06:57,2024-03-12 22:23:11
489,415,Individual,858,Fondo Renta Variable,25121.22,30400.69,5.0,2021-06-21,2026-06-21,Media,Activo,2021-06-17 00:48:35,2024-03-21 21:09:20
490,415,Individual,858,Fondo Renta Variable,12962.05,13166.22,5.0,2025-01-22,2030-01-22,Media,Activo,2025-01-15 08:52:56,2025-03-05 03:12:14
491,418,Individual,863,Depósito a Plazo,5251.44,5314.41,1.2,2021-04-12,2022-04-12,Baja,Vencido,2021-04-08 03:42:22,2023-12-03 19:57:37
492,419,Individual,864,Depósito a Plazo,6237.52,6312.32,1.2,2023-02-02,2024-02-02,Baja,Vencido,2023-01-26 00:09:03,2023-09-24 12:55:24
493,419,Individual,864,Fondo Renta Fija,22457.25,24184.41,2.5,2021-06-03,2024-06-03,Baja,Vencido,2021-05-29 06:32:25,2022-03-02 16:06:39
494,420,Individual,865,Depósito a Plazo,4663.34,4719.26,1.2,2022-02-03,2023-02-03,Baja,Vencido,2022-01-29 06:40:26,2023-11-17 19:06:56
495,421,Empresa,866,Fondo Renta Variable,12307.42,14884.0,5.0,2021-06-26,2026-06-26,Media,Activo,2021-06-25 11:26:41,2023-01-24 13:20:43
496,423,Individual,870,Depósito a Plazo,10212.16,10330.23,1.2,2024-06-01,2025-06-01,Baja,Activo,2024-05-25 12:34:37,2024-07-26 21:17:11
497,424,Individual,873,Fondo Renta Fija,1381.71,1487.98,2.5,2021-05-16,2024-05-16,Baja,Vencido,2021-05-14 19:19:59,2023-04-20 15:21:08
498,424,Individual,873,Fondo Renta Variable,49524.78,52312.8,5.0,2024-04-04,2029-04-04,Media,Activo,2024-03-29 04:48:37,2024-07-02 19:28:50
499,425,Individual,875,Fondo Renta Fija,36923.75,37938.43,2.5,2024-04-13,2027-04-13,Baja,Activo,2024-04-12 21:22:07,2024-11-12 20:56:58
500,425,Individual,875,Fondo Renta Fija,4134.16,4322.22,2.5,2023-07-31,2026-07-31,Baja,Activo,2023-07-29 01:55:51,2024-10-23 04:37:14
501,429,Individual,882,Fondo Renta Fija,11573.61,11882.01,2.5,2024-04-25,2027-04-25,Baja,Activo,2024-04-22 07:49:18,2024-06-15 03:36:00
502,429,Individual,884,Depósito a Plazo,4881.85,4940.39,1.2,2021-07-25,2022-07-25,Baja,Vencido,2021-07-24 04:30:19,2023-01-12 00:21:29
503,429,Individual,883,Fondo Renta Variable,23047.38,29019.79,5.0,2020-08-28,2025-08-28,Media,Activo,2020-08-23 08:56:06,2023-05-17 01:01:19
504,429,Individual,883,Fondo Renta Variable,39554.75,40457.86,5.0,2024-12-01,2029-12-01,Media,Activo,2024-11-26 06:39:23,2024-12-11 08:43:32
505,429,Individual,882,Fondo Renta Variable,67244.09,79125.07,5.0,2022-01-17,2027-01-17,Media,Activo,2022-01-10 17:49:26,2023-03-29 09:40:48
506,430,Individual,885,Fondo Renta Fija,20819.6,21606.84,2.5,2023-11-17,2026-11-17,Baja,Activo,2023-11-15 15:11:09,2024-06-03 16:42:26
507,430,Individual,885,Fondo Renta Variable,37238.88,40486.74,5.0,2023-09-01,2028-09-01,Media,Activo,2023-08-30 07:10:07,2024-05-08 16:12:20
508,430,Individual,887,Fondo Renta Variable,59617.97,66768.61,5.0,2023-01-22,2028-01-22,Media,Activo,2023-01-20 19:00:14,2025-04-26 10:37:55
509,430,Individual,885,Fondo Renta Fija,26757.86,28813.83,2.5,2020-08-14,2023-08-14,Baja,Vencido,2020-08-10 11:10:20,2024-09-30 08:54:27
510,432,Individual,889,Fondo Renta Fija,3210.39,3457.3,2.5,2021-04-13,2024-04-13,Baja,Vencido,2021-04-10 11:54:48,2021-08-27 03:57:10
511,433,Empresa,890,Depósito a Plazo,799.69,809.28,1.2,2022-03-27,2023-03-27,Baja,Vencido,2022-03-25 01:40:08,2022-08-25 06:03:49
512,434,Empresa,893,Fondo Renta Variable,23709.78,27203.39,5.0,2022-07-25,2027-07-25,Media,Activo,2022-07-20 12:58:57,2024-09-05 21:56:01
513,434,Empresa,894,Fondo Renta Variable,11791.93,12414.23,5.0,2024-04-29,2029-04-29,Media,Activo,2024-04-28 02:36:28,2024-10-28 18:18:57
514,435,Individual,895,Fondo Renta Variable,15833.82,18826.55,5.0,2021-10-31,2026-10-31,Media,Activo,2021-10-30 11:00:14,2024-03-06 13:42:09
515,435,Individual,895,Fondo Renta Variable,56300.83,59597.55,5.0,2024-03-19,2029-03-19,Media,Activo,2024-03-15 02:35:39,2024-09-02 12:41:08
516,438,Individual,898,Fondo Renta Variable,80037.69,102160.86,5.0,2020-01-05,2025-01-05,Media,Vencido,2020-01-02 22:30:41,2021-10-21 17:08:58
517,438,Individual,900,Depósito a Plazo,16629.67,16829.09,1.2,2023-01-19,2024-01-19,Baja,Vencido,2023-01-13 14:13:11,2024-08-02 11:24:19
518,439,Empresa,901,Fondo Renta Variable,81053.2,82948.1,5.0,2024-11-27,2029-11-27,Media,Activo,2024-11-26 06:54:07,2025-04-23 09:08:19
519,439,Empresa,901,Fondo Renta Variable,30304.82,38681.36,5.0,2020-02-12,2025-02-12,Media,Vencido,2020-02-06 13:16:24,2020-08-10 19:43:18
520,440,Empresa,904,Fondo Renta Variable,67688.63,67761.0,5.0,2025-05-11,2030-05-11,Media,Activo,2025-05-07 07:52:39,2025-05-08 06:10:40
521,442,Individual,909,Fondo Renta Fija,17415.96,18072.05,2.5,2023-11-19,2026-11-19,Baja,Activo,2023-11-12 21:18:14,2024-01-19 05:34:16
522,442,Individual,909,Fondo Renta Variable,69934.61,89265.2,5.0,2020-01-21,2025-01-21,Media,Vencido,2020-01-14 15:25:15,2024-04-20 05:45:26
523,443,Individual,911,Depósito a Plazo,3889.71,3936.35,1.2,2021-06-04,2022-06-04,Baja,Vencido,2021-06-03 20:16:00,2023-01-29 01:52:31
524,444,Empresa,914,Fondo Renta Variable,44554.07,45304.26,5.0,2025-01-14,2030-01-14,Media,Activo,2025-01-10 14:07:38,2025-04-30 04:43:06
525,444,Empresa,915,Fondo Renta Fija,13854.42,14918.94,2.5,2021-02-04,2024-02-04,Baja,Vencido,2021-01-30 15:19:26,2021-04-25 06:11:02
526,445,Empresa,916,Fondo Renta Variable,71967.74,74700.5,5.0,2024-08-13,2029-08-13,Media,Activo,2024-08-09 07:57:14,2025-05-10 07:14:48
527,446,Individual,918,Depósito a Plazo,9520.4,9634.57,1.2,2022-04-12,2023-04-12,Baja,Vencido,2022-04-08 10:28:52,2025-01-10 23:30:25
528,446,Individual,918,Fondo Renta Fija,34971.21,37338.84,2.5,2022-09-23,2025-09-23,Baja,Activo,2022-09-16 16:35:26,2024-12-11 01:41:41
529,446,Individual,918,Fondo Renta Fija,43506.45,45044.82,2.5,2023-12-22,2026-12-22,Baja,Activo,2023-12-20 03:16:10,2024-08-08 02:32:31
530,448,Individual,922,Fondo Renta Variable,88431.78,94982.89,5.0,2023-12-01,2028-12-01,Media,Activo,2023-11-29 17:57:13,2024-01-11 14:21:08
531,449,Empresa,923,Fondo Renta Fija,5973.25,6066.03,2.5,2024-10-03,2027-10-03,Baja,Activo,2024-09-26 23:45:36,2025-05-05 17:44:22
532,450,Empresa,926,Depósito a Plazo,13290.74,13450.12,1.2,2020-09-05,2021-09-05,Baja,Vencido,2020-09-01 07:07:47,2024-06-10 20:47:29
533,451,Individual,927,Depósito a Plazo,12135.96,12281.49,1.2,2024-04-03,2025-04-03,Baja,Vencido,2024-03-31 07:15:17,2024-10-19 02:31:30
534,452,Individual,930,Fondo Renta Fija,33505.12,36079.52,2.5,2020-07-07,2023-07-07,Baja,Vencido,2020-07-04 10:04:15,2023-05-20 11:10:31
535,452,Individual,931,Fondo Renta Variable,36720.96,46870.98,5.0,2020-02-24,2025-02-24,Media,Vencido,2020-02-23 10:18:54,2025-04-13 00:09:26
536,452,Individual,929,Depósito a Plazo,10179.23,10301.3,1.2,2020-07-15,2021-07-15,Baja,Vencido,2020-07-10 08:08:57,2022-07-09 08:16:03
537,453,Individual,934,Fondo Renta Variable,96110.11,107997.71,5.0,2022-12-28,2027-12-28,Media,Activo,2022-12-24 08:04:53,2025-04-05 13:21:42
538,453,Individual,934,Depósito a Plazo,9969.59,10089.47,1.2,2023-06-02,2024-06-02,Baja,Vencido,2023-05-31 12:03:17,2024-07-01 20:43:07
539,453,Individual,933,Fondo Renta Fija,26751.85,27720.26,2.5,2023-12-10,2026-12-10,Baja,Activo,2023-12-05 07:52:03,2025-01-24 02:47:15
540,454,Individual,936,Fondo Renta Fija,14012.7,15089.38,2.5,2021-01-11,2024-01-11,Baja,Vencido,2021-01-04 11:46:01,2022-02-05 14:23:54
541,454,Individual,936,Fondo Renta Fija,26883.21,28948.81,2.5,2020-05-14,2023-05-14,Baja,Vencido,2020-05-07 21:55:58,2022-10-30 04:36:50
542,454,Individual,935,Depósito a Plazo,4008.46,4056.53,1.2,2021-06-30,2022-06-30,Baja,Vencido,2021-06-27 05:55:07,2025-02-06 06:40:14
543,456,Empresa,941,Depósito a Plazo,16306.11,16501.65,1.2,2020-11-26,2021-11-26,Baja,Vencido,2020-11-20 23:57:36,2022-07-12 05:33:51
544,456,Empresa,941,Fondo Renta Fija,2543.91,2739.56,2.5,2022-02-25,2025-02-25,Baja,Vencido,2022-02-22 08:42:43,2023-03-17 00:15:59
545,459,Empresa,945,Depósito a Plazo,14732.26,14908.93,1.2,2024-03-09,2025-03-09,Baja,Vencido,2024-03-04 04:14:43,2024-06-27 09:41:09
546,460,Individual,947,Depósito a Plazo,8526.12,8545.08,1.2,2025-03-12,2026-03-12,Baja,Activo,2025-03-11 09:16:12,2025-04-19 21:14:29
547,461,Individual,951,Fondo Renta Variable,57521.49,69675.32,5.0,2021-06-14,2026-06-14,Media,Activo,2021-06-08 09:00:14,2024-11-30 04:53:46
548,461,Individual,950,Depósito a Plazo,19881.31,20119.72,1.2,2022-11-05,2023-11-05,Baja,Vencido,2022-11-02 04:45:40,2024-01-08 20:11:58
549,461,Individual,950,Depósito a Plazo,7278.75,7366.03,1.2,2020-03-28,2021-03-28,Baja,Vencido,2020-03-22 23:14:44,2022-11-16 23:40:06
550,461,Individual,951,Fondo Renta Fija,6050.5,6515.4,2.5,2020-08-30,2023-08-30,Baja,Vencido,2020-08-26 08:00:39,2021-07-18 03:38:43
551,462,Individual,953,Fondo Renta Variable,5993.27,7432.3,5.0,2020-12-20,2025-12-20,Media,Activo,2020-12-18 17:13:32,2021-05-07 18:03:41
552,463,Individual,954,Fondo Renta Fija,5054.8,5416.76,2.5,2022-07-31,2025-07-31,Baja,Activo,2022-07-27 04:27:45,2024-10-08 22:05:20
553,463,Individual,955,Depósito a Plazo,3918.91,3966.03,1.2,2023-03-02,2024-03-02,Baja,Vencido,2023-02-28 08:59:32,2023-07-04 04:34:47
554,464,Individual,956,Depósito a Plazo,2971.11,3006.74,1.2,2021-09-08,2022-09-08,Baja,Vencido,2021-09-06 09:17:40,2023-07-16 03:29:01
555,464,Individual,956,Fondo Renta Variable,41280.79,48926.11,5.0,2021-11-24,2026-11-24,Media,Activo,2021-11-18 00:53:34,2022-09-02 03:34:12
556,465,Individual,958,Fondo Renta Fija,39207.21,40841.3,2.5,2023-09-23,2026-09-23,Baja,Activo,2023-09-17 17:13:04,2024-06-01 02:31:18
557,465,Individual,958,Depósito a Plazo,1824.47,1846.35,1.2,2022-11-27,2023-11-27,Baja,Vencido,2022-11-21 03:27:17,2024-08-29 03:11:28
558,466,Individual,959,Fondo Renta Variable,78112.55,99690.28,5.0,2020-03-06,2025-03-06,Media,Vencido,2020-03-04 02:33:33,2022-08-03 19:08:58
559,467,Empresa,963,Fondo Renta Fija,36137.26,36962.52,2.5,2024-06-19,2027-06-19,Baja,Activo,2024-06-18 00:47:37,2024-12-24 05:30:40
560,469,Individual,966,Fondo Renta Fija,5719.24,6159.1,2.5,2021-03-27,2024-03-27,Baja,Vencido,2021-03-24 03:49:49,2022-11-17 05:12:23
561,471,Individual,970,Depósito a Plazo,1178.82,1192.96,1.2,2024-05-17,2025-05-17,Baja,Vencido,2024-05-10 21:14:49,2024-09-28 16:19:29
562,471,Individual,969,Fondo Renta Variable,32275.35,36054.86,5.0,2023-02-10,2028-02-10,Media,Activo,2023-02-03 00:06:52,2025-02-27 09:26:01
563,472,Empresa,972,Fondo Renta Fija,41630.66,44829.39,2.5,2020-05-05,2023-05-05,Baja,Vencido,2020-05-03 23:32:36,2024-04-28 22:17:28
564,472,Empresa,971,Fondo Renta Variable,91629.59,113767.19,5.0,2020-12-11,2025-12-11,Media,Activo,2020-12-09 16:41:11,2021-02-25 21:59:51
565,475,Individual,977,Fondo Renta Fija,31093.58,33484.95,2.5,2021-05-21,2024-05-21,Baja,Vencido,2021-05-15 02:05:18,2025-02-15 00:48:41
566,475,Individual,978,Fondo Renta Variable,88715.19,113221.78,5.0,2020-04-12,2025-04-12,Media,Vencido,2020-04-08 01:02:11,2023-05-17 23:29:59
567,476,Individual,982,Fondo Renta Fija,34173.48,36801.72,2.5,2021-04-21,2024-04-21,Baja,Vencido,2021-04-18 07:16:49,2023-12-01 17:59:13
568,477,Individual,983,Fondo Renta Fija,25614.76,25870.59,2.5,2024-12-23,2027-12-23,Baja,Activo,2024-12-19 04:16:43,2025-04-02 05:50:24
569,478,Individual,985,Depósito a Plazo,19011.74,19229.04,1.2,2024-06-05,2025-06-05,Baja,Activo,2024-06-04 11:57:09,2024-07-02 08:09:39
570,479,Individual,986,Depósito a Plazo,4535.06,4589.44,1.2,2022-04-15,2023-04-15,Baja,Vencido,2022-04-10 17:06:02,2023-09-03 13:51:40
571,481,Individual,990,Depósito a Plazo,18913.33,19140.13,1.2,2021-12-25,2022-12-25,Baja,Vencido,2021-12-22 23:28:47,2025-02-16 12:06:21
572,481,Individual,990,Fondo Renta Fija,12309.61,13255.43,2.5,2020-12-20,2023-12-20,Baja,Vencido,2020-12-15 17:03:19,2024-10-07 22:14:20
573,481,Individual,990,Depósito a Plazo,3173.17,3211.22,1.2,2022-03-10,2023-03-10,Baja,Vencido,2022-03-09 01:17:33,2023-08-01 07:58:48
574,481,Individual,990,Fondo Renta Variable,55109.12,59294.54,5.0,2023-11-18,2028-11-18,Media,Activo,2023-11-15 19:27:44,2024-12-06 04:52:17
575,482,Empresa,991,Depósito a Plazo,6305.01,6380.62,1.2,2022-06-03,2023-06-03,Baja,Vencido,2022-06-02 19:07:00,2024-08-26 03:23:13
576,482,Empresa,991,Fondo Renta Fija,9666.18,10408.89,2.5,2021-01-01,2024-01-01,Baja,Vencido,2020-12-28 20:28:38,2022-04-08 12:26:44
577,483,Individual,992,Fondo Renta Variable,25885.54,26441.21,5.0,2024-12-11,2029-12-11,Media,Activo,2024-12-10 08:00:32,2025-01-15 13:54:45
578,483,Individual,992,Fondo Renta Fija,31870.53,32733.06,2.5,2024-04-19,2027-04-19,Baja,Activo,2024-04-17 06:49:44,2024-09-02 18:53:12
579,484,Individual,994,Fondo Renta Variable,8889.51,9939.78,5.0,2023-02-03,2028-02-03,Media,Activo,2023-02-01 09:44:54,2023-12-19 05:17:23
580,485,Individual,995,Depósito a Plazo,15558.86,15745.44,1.2,2021-11-30,2022-11-30,Baja,Vencido,2021-11-27 20:12:40,2022-06-24 09:45:15
581,485,Individual,995,Fondo Renta Fija,32865.04,33636.03,2.5,2024-06-10,2027-06-10,Baja,Activo,2024-06-04 02:49:43,2024-12-13 15:19:19
582,486,Individual,996,Fondo Renta Fija,16223.99,16510.57,2.5,2024-09-02,2027-09-02,Baja,Activo,2024-08-29 20:00:23,2024-11-14 12:42:32
583,487,Empresa,997,Depósito a Plazo,17380.38,17589.38,1.2,2023-05-22,2024-05-22,Baja,Vencido,2023-05-16 11:00:19,2023-08-10 02:24:08
584,487,Empresa,997,Depósito a Plazo,16254.24,16449.69,1.2,2023-09-04,2024-09-04,Baja,Vencido,2023-08-28 13:52:04,2024-02-14 10:54:41
585,487,Empresa,997,Fondo Renta Variable,5806.32,6607.81,5.0,2022-09-24,2027-09-24,Media,Activo,2022-09-20 16:01:11,2025-04-06 18:02:05
586,487,Empresa,997,Fondo Renta Variable,68829.21,83227.62,5.0,2021-06-27,2026-06-27,Media,Activo,2021-06-20 05:11:19,2022-05-29 01:53:47
587,490,Individual,1002,Fondo Renta Fija,8588.61,9249.15,2.5,2021-12-26,2024-12-26,Baja,Vencido,2021-12-25 20:31:05,2024-08-15 15:37:32
588,490,Individual,1002,Depósito a Plazo,18145.89,18273.75,1.2,2024-10-16,2025-10-16,Baja,Activo,2024-10-14 12:08:18,2025-04-11 02:29:20
589,492,Individual,1005,Fondo Renta Fija,18169.17,19565.22,2.5,2020-03-08,2023-03-08,Baja,Vencido,2020-03-07 09:18:08,2020-08-02 03:25:43
590,492,Individual,1005,Depósito a Plazo,3181.74,3220.0,1.2,2023-10-09,2024-10-09,Baja,Vencido,2023-10-08 13:45:35,2024-08-27 14:19:37
591,493,Individual,1007,Fondo Renta Fija,25930.99,27923.42,2.5,2020-09-20,2023-09-20,Baja,Vencido,2020-09-19 19:34:59,2021-05-08 09:43:29
592,494,Individual,1008,Depósito a Plazo,2606.95,2638.21,1.2,2020-10-21,2021-10-21,Baja,Vencido,2020-10-16 08:02:52,2021-12-23 17:00:03
593,496,Individual,1011,Depósito a Plazo,12570.07,12710.84,1.2,2024-06-12,2025-06-12,Baja,Activo,2024-06-06 15:40:51,2025-04-09 01:18:33
594,496,Individual,1011,Fondo Renta Fija,34057.28,36674.11,2.5,2020-10-07,2023-10-07,Baja,Vencido,2020-10-06 20:45:29,2024-06-06 12:17:39
595,496,Individual,1011,Depósito a Plazo,9603.72,9719.2,1.2,2023-05-25,2024-05-25,Baja,Vencido,2023-05-19 08:00:35,2025-05-15 17:30:52
596,498,Empresa,1016,Fondo Renta Variable,21933.28,22808.75,5.0,2024-07-30,2029-07-30,Media,Activo,2024-07-25 09:39:05,2025-02-28 15:23:57
597,498,Empresa,1016,Fondo Renta Variable,69987.16,70174.39,5.0,2025-04-29,2030-04-29,Media,Activo,2025-04-25 06:51:31,2025-05-19 05:11:49
598,498,Empresa,1015,Fondo Renta Variable,60942.61,68306.85,5.0,2023-01-16,2028-01-16,Media,Activo,2023-01-13 01:06:59,2024-05-20 11:59:59
599,499,Individual,1018,Depósito a Plazo,13719.68,13884.2,1.2,2020-09-22,2021-09-22,Baja,Vencido,2020-09-18 13:22:01,2021-07-25 16:43:27
600,500,Individual,1022,Fondo Renta Fija,3084.5,3144.51,2.5,2024-08-07,2027-08-07,Baja,Activo,2024-08-02 23:43:00,2025-01-08 22:49:56
601,500,Individual,1021,Fondo Renta Fija,17581.24,18493.16,2.5,2023-05-02,2026-05-02,Baja,Activo,2023-04-30 12:54:20,2024-02-21 21:01:12
602,501,Individual,1023,Fondo Renta Fija,10903.34,11657.27,2.5,2022-09-03,2025-09-03,Baja,Activo,2022-08-31 23:15:26,2025-02-06 07:09:26
603,502,Individual,1026,Depósito a Plazo,17446.93,17487.43,1.2,2025-03-09,2026-03-09,Baja,Activo,2025-03-02 18:44:33,2025-03-19 06:59:51
604,503,Individual,1028,Fondo Renta Variable,8426.23,9245.97,5.0,2023-06-24,2028-06-24,Media,Activo,2023-06-17 00:34:58,2023-06-22 05:49:05
605,503,Individual,1027,Depósito a Plazo,5258.97,5322.03,1.2,2022-12-12,2023-12-12,Baja,Vencido,2022-12-11 05:20:51,2024-08-27 22:17:08
606,504,Individual,1030,Fondo Renta Fija,32175.62,34309.88,2.5,2022-10-12,2025-10-12,Baja,Activo,2022-10-07 06:15:44,2025-02-20 20:08:59
607,504,Individual,1030,Fondo Renta Variable,29718.67,33600.32,5.0,2022-11-12,2027-11-12,Media,Activo,2022-11-07 16:29:57,2023-05-17 15:34:52
608,506,Individual,1033,Fondo Renta Fija,38936.65,40801.48,2.5,2023-06-27,2026-06-27,Baja,Activo,2023-06-22 18:50:09,2024-08-13 22:07:34
609,506,Individual,1033,Fondo Renta Fija,5601.12,6031.49,2.5,2020-05-11,2023-05-11,Baja,Vencido,2020-05-05 02:47:19,2021-01-17 04:15:31
610,507,Individual,1036,Fondo Renta Fija,31755.7,32077.19,2.5,2024-12-21,2027-12-21,Baja,Activo,2024-12-19 13:59:35,2025-01-17 16:39:42
611,508,Individual,1037,Depósito a Plazo,16479.2,16621.35,1.2,2024-08-29,2025-08-29,Baja,Activo,2024-08-22 01:42:48,2025-04-11 08:07:54
612,508,Individual,1037,Depósito a Plazo,14997.14,15176.98,1.2,2022-10-15,2023-10-15,Baja,Vencido,2022-10-13 16:45:42,2023-01-23 23:31:30
613,508,Individual,1037,Fondo Renta Variable,60136.27,76748.25,5.0,2020-05-02,2025-05-02,Media,Vencido,2020-04-30 11:05:15,2024-01-10 22:28:48
614,510,Individual,1040,Fondo Renta Variable,85598.32,106193.63,5.0,2020-12-17,2025-12-17,Media,Activo,2020-12-15 20:27:16,2021-07-22 11:10:09
615,511,Individual,1043,Depósito a Plazo,9864.76,9983.06,1.2,2020-04-07,2021-04-07,Baja,Vencido,2020-04-01 10:21:00,2024-03-02 00:52:23
616,511,Individual,1042,Fondo Renta Variable,7377.19,8124.12,5.0,2023-05-28,2028-05-28,Media,Activo,2023-05-25 06:09:05,2024-08-01 00:28:28
