Finance_ID,Date,Total_Assets,Total_Liabilities,Total_Equity,Revenue,Expenses,Net_Profit,Report_Date,Currency,Created_At
427,2021-03-02,511830436.69,378585129.71,133245306.99,174880.96,123414.84,51466.12,2021-03-02,EUR,2025-05-21 20:57:55.631248
428,2021-03-03,513022679.39,356937703.27,156084976.12,176746.86,141137.99,35608.87,2021-03-03,EUR,2025-05-21 20:57:55.631248
429,2021-03-04,514208487.32,369741748.98,144466738.34,153705.93,154322.92,-616.99,2021-03-04,EUR,2025-05-21 20:57:55.631248
430,2021-03-05,515404984.89,341848733.2,173556251.69,181425.27,138528.97,42896.31,2021-03-05,EUR,2025-05-21 20:57:55.631248
431,2021-03-06,516593458.04,356224192.71,160369265.32,201773.11,139570.89,62202.23,2021-03-06,EUR,2025-05-21 20:57:55.631248
432,2021-03-07,517784343.6,378942010.88,138842332.71,157588.35,126168.56,31419.79,2021-03-07,EUR,2025-05-21 20:57:55.631248
433,2021-03-08,518998619.24,340930367.95,178068251.3,217455.62,140184.42,77271.2,2021-03-08,EUR,2025-05-21 20:57:55.631248
434,2021-03-09,520159179.6,338434940.69,181724238.9,172935.75,134540.38,38395.38,2021-03-09,EUR,2025-05-21 20:57:55.631248
435,2021-03-10,521371735.92,381452416.99,139919318.93,187264.25,127856.02,59408.23,2021-03-10,EUR,2025-05-21 20:57:55.631248
436,2021-03-11,522577337.77,368464515.0,154112822.77,183279.93,148495.45,34784.47,2021-03-11,EUR,2025-05-21 20:57:55.631248
437,2021-03-12,523748372.28,356419289.57,167329082.72,166573.29,140465.12,26108.17,2021-03-12,EUR,2025-05-21 20:57:55.631248
438,2021-03-13,524949166.49,372906399.01,152042767.48,196120.38,156288.15,39832.23,2021-03-13,EUR,2025-05-21 20:57:55.631248
439,2021-03-14,526177998.94,387989377.5,138188621.44,171721.81,156304.05,15417.75,2021-03-14,EUR,2025-05-21 20:57:55.631248
440,2021-03-15,527371047.01,407122154.57,120248892.44,190034.69,140407.15,49627.54,2021-03-15,EUR,2025-05-21 20:57:55.631248
441,2021-03-16,528577096.07,411375546.45,117201549.62,163808.33,142868.84,20939.49,2021-03-16,EUR,2025-05-21 20:57:55.631248
442,2021-03-17,529793078.08,410339453.09,119453625.0,197522.29,146392.62,51129.67,2021-03-17,EUR,2025-05-21 20:57:55.631248
443,2021-03-18,530978423.34,357166752.91,173811670.43,176225.19,131472.71,44752.48,2021-03-18,EUR,2025-05-21 20:57:55.631248
444,2021-03-19,532177163.59,395626306.82,136550856.77,175939.87,145930.03,30009.84,2021-03-19,EUR,2025-05-21 20:57:55.631248
445,2021-03-20,533352411.73,387240708.62,146111703.11,181207.64,149641.16,31566.48,2021-03-20,EUR,2025-05-21 20:57:55.631248
446,2021-03-21,534589832.36,408651651.45,125938180.91,178844.33,145784.06,33060.26,2021-03-21,EUR,2025-05-21 20:57:55.631248
447,2021-03-22,535774517.28,395401740.11,140372777.17,186455.66,139660.7,46794.97,2021-03-22,EUR,2025-05-21 20:57:55.631248
448,2021-03-23,536985011.38,378713734.02,158271277.35,192126.48,143218.75,48907.73,2021-03-23,EUR,2025-05-21 20:57:55.631248
449,2021-03-24,538186977.37,379415626.24,158771351.13,163014.74,145087.39,17927.35,2021-03-24,EUR,2025-05-21 20:57:55.631248
450,2021-03-25,539388368.38,414467894.95,124920473.43,175492.36,155978.88,19513.48,2021-03-25,EUR,2025-05-21 20:57:55.631248
451,2021-03-26,540572446.28,413053893.66,127518552.63,157178.56,146326.05,10852.5,2021-03-26,EUR,2025-05-21 20:57:55.631248
452,2021-03-27,541759842.27,419246005.53,122513836.75,166426.07,138815.36,27610.71,2021-03-27,EUR,2025-05-21 20:57:55.631248
453,2021-03-28,542944534.96,361565275.68,181379259.28,194110.71,138157.65,55953.06,2021-03-28,EUR,2025-05-21 20:57:55.631248
454,2021-03-29,544159367.01,398887199.86,145272167.15,167566.09,138173.92,29392.17,2021-03-29,EUR,2025-05-21 20:57:55.631248
455,2021-03-30,545294366.4,355109204.61,190185161.78,168139.24,148557.88,19581.36,2021-03-30,EUR,2025-05-21 20:57:55.631248
456,2021-03-31,546521558.14,415544870.18,130976687.96,208459.24,136344.04,72115.21,2021-03-31,EUR,2025-05-21 20:57:55.631248
457,2021-04-01,547680549.34,404228735.7,143451813.64,212287.03,137873.78,74413.25,2021-04-01,EUR,2025-05-21 20:57:55.631248
458,2021-04-02,548859039.13,407312307.88,141546731.25,187121.79,140813.68,46308.11,2021-04-02,EUR,2025-05-21 20:57:55.631248
459,2021-04-03,550104952.62,379492699.61,170612253.0,183894.08,118850.21,65043.87,2021-04-03,EUR,2025-05-21 20:57:55.631248
460,2021-04-04,551314005.51,401882211.85,149431793.67,159351.31,143889.44,15461.87,2021-04-04,EUR,2025-05-21 20:57:55.631248
461,2021-04-05,552528369.73,428512217.63,124016152.1,195979.02,135124.07,60854.95,2021-04-05,EUR,2025-05-21 20:57:55.631248
462,2021-04-06,553729420.5,396089419.06,157640001.43,165805.15,127565.96,38239.19,2021-04-06,EUR,2025-05-21 20:57:55.631248
463,2021-04-07,554926290.14,426251945.59,128674344.56,188907.02,136988.39,51918.63,2021-04-07,EUR,2025-05-21 20:57:55.631248
464,2021-04-08,556142578.32,406342962.73,149799615.59,180537.49,126269.15,54268.34,2021-04-08,EUR,2025-05-21 20:57:55.631248
465,2021-04-09,557345510.05,371081782.53,186263727.52,178756.5,140846.95,37909.55,2021-04-09,EUR,2025-05-21 20:57:55.631248
466,2021-04-10,558550261.57,379163959.9,179386301.67,152237.9,134132.37,18105.53,2021-04-10,EUR,2025-05-21 20:57:55.631248
467,2021-04-11,559732702.86,406000286.3,153732416.56,151386.54,157361.03,-5974.5,2021-04-11,EUR,2025-05-21 20:57:55.631248
468,2021-04-12,560893987.47,396047605.44,164846382.04,178489.31,146724.27,31765.04,2021-04-12,EUR,2025-05-21 20:57:55.631248
469,2021-04-13,562067797.09,409238733.79,152829063.3,148653.08,120647.66,28005.43,2021-04-13,EUR,2025-05-21 20:57:55.631248
470,2021-04-14,563248716.82,382787921.25,180460795.56,198500.23,121604.0,76896.22,2021-04-14,EUR,2025-05-21 20:57:55.631248
471,2021-04-15,564451679.16,379345550.44,185106128.72,196918.49,131573.14,65345.35,2021-04-15,EUR,2025-05-21 20:57:55.631248
472,2021-04-16,565645874.99,405713060.61,159932814.38,170471.59,141832.2,28639.38,2021-04-16,EUR,2025-05-21 20:57:55.631248
473,2021-04-17,566863124.21,414885196.96,151977927.25,186667.35,142433.25,44234.09,2021-04-17,EUR,2025-05-21 20:57:55.631248
474,2021-04-18,568074155.57,389632933.76,178441221.81,181898.03,142021.5,39876.53,2021-04-18,EUR,2025-05-21 20:57:55.631248
475,2021-04-19,569266881.19,407779444.93,161487436.27,162891.21,132199.28,30691.94,2021-04-19,EUR,2025-05-21 20:57:55.631248
476,2021-04-20,570472983.97,430918852.5,139554131.47,178117.37,137203.72,40913.65,2021-04-20,EUR,2025-05-21 20:57:55.631248
477,2021-04-21,571685743.66,428893644.32,142792099.34,162153.58,136599.54,25554.04,2021-04-21,EUR,2025-05-21 20:57:55.631248
478,2021-04-22,572916354.65,416783955.57,156132399.08,182051.91,163736.42,18315.49,2021-04-22,EUR,2025-05-21 20:57:55.631248
479,2021-04-23,574129108.63,400352224.79,173776883.84,175957.97,127207.14,48750.84,2021-04-23,EUR,2025-05-21 20:57:55.631248
480,2021-04-24,575307367.64,430098910.4,145208457.24,175695.04,127967.36,47727.69,2021-04-24,EUR,2025-05-21 20:57:55.631248
481,2021-04-25,576506223.21,413797009.18,162709214.03,187667.35,129826.39,57840.96,2021-04-25,EUR,2025-05-21 20:57:55.631248
482,2021-04-26,577716417.65,442770289.75,134946127.9,158386.79,145527.6,12859.18,2021-04-26,EUR,2025-05-21 20:57:55.631248
483,2021-04-27,578894466.3,417039707.72,161854758.58,191162.3,155839.75,35322.55,2021-04-27,EUR,2025-05-21 20:57:55.631248
484,2021-04-28,580120597.87,446640021.69,133480576.18,182466.06,144300.4,38165.67,2021-04-28,EUR,2025-05-21 20:57:55.631248
485,2021-04-29,581278738.46,429549969.67,151728768.79,162123.08,157252.94,4870.14,2021-04-29,EUR,2025-05-21 20:57:55.631248
486,2021-04-30,582485832.37,398323803.69,184162028.68,182201.53,131130.41,51071.12,2021-04-30,EUR,2025-05-21 20:57:55.631248
487,2021-05-01,583720246.91,408850304.19,174869942.71,182708.61,148877.84,33830.76,2021-05-01,EUR,2025-05-21 20:57:55.631248
488,2021-05-02,584902720.14,454035425.69,130867294.45,171562.27,131401.73,40160.54,2021-05-02,EUR,2025-05-21 20:57:55.631248
489,2021-05-03,586130237.35,451988645.31,134141592.04,194745.49,145756.15,48989.35,2021-05-03,EUR,2025-05-21 20:57:55.631248
490,2021-05-04,587348907.93,399641869.41,187707038.52,185913.12,146669.41,39243.72,2021-05-04,EUR,2025-05-21 20:57:55.631248
491,2021-05-05,588567744.25,404789731.81,183778012.44,170067.73,136303.95,33763.78,2021-05-05,EUR,2025-05-21 20:57:55.631248
492,2021-05-06,589779255.43,457296546.61,132482708.81,169935.96,140234.92,29701.04,2021-05-06,EUR,2025-05-21 20:57:55.631248
493,2021-05-07,590958412.02,441313446.08,149644965.94,164485.91,120208.21,44277.7,2021-05-07,EUR,2025-05-21 20:57:55.631248
494,2021-05-08,592162035.18,415811776.94,176350258.24,179859.95,118696.39,61163.55,2021-05-08,EUR,2025-05-21 20:57:55.631248
495,2021-05-09,593361611.16,432490650.06,160870961.1,168503.46,133110.46,35393.0,2021-05-09,EUR,2025-05-21 20:57:55.631248
496,2021-05-10,594583238.01,454656582.84,139926655.17,199093.28,126909.34,72183.93,2021-05-10,EUR,2025-05-21 20:57:55.631248
497,2021-05-11,595755555.72,411711473.58,184044082.14,179646.31,155420.57,24225.74,2021-05-11,EUR,2025-05-21 20:57:55.631248
498,2021-05-12,596977251.51,401771860.29,195205391.22,186808.29,136953.9,49854.39,2021-05-12,EUR,2025-05-21 20:57:55.631248
499,2021-05-13,598187104.8,399398317.98,198788786.81,190200.37,130096.86,60103.51,2021-05-13,EUR,2025-05-21 20:57:55.631248
500,2021-05-14,599372630.94,410486626.01,188886004.93,205152.24,142355.27,62796.97,2021-05-14,EUR,2025-05-21 20:57:55.631248
501,2021-05-15,600592942.66,452162101.09,148430841.56,161471.34,144657.51,16813.83,2021-05-15,EUR,2025-05-21 20:57:55.631248
502,2021-05-16,601778086.98,443901709.01,157876377.97,180216.17,137736.61,42479.55,2021-05-16,EUR,2025-05-21 20:57:55.631248
503,2021-05-17,602971480.78,462674016.93,140297463.86,174380.58,130369.68,44010.9,2021-05-17,EUR,2025-05-21 20:57:55.631248
504,2021-05-18,604155818.39,409630229.07,194525589.32,206651.24,139888.67,66762.57,2021-05-18,EUR,2025-05-21 20:57:55.631248
505,2021-05-19,605344543.41,454443992.65,150900550.76,191769.85,130046.24,61723.62,2021-05-19,EUR,2025-05-21 20:57:55.631248
506,2021-05-20,606540433.86,404783752.66,201756681.2,183198.06,147710.19,35487.87,2021-05-20,EUR,2025-05-21 20:57:55.631248
507,2021-05-21,607758606.42,447294938.46,160463667.96,179392.18,121157.75,58234.43,2021-05-21,EUR,2025-05-21 20:57:55.631248
508,2021-05-22,608980561.32,418567833.17,190412728.15,181014.82,128740.27,52274.55,2021-05-22,EUR,2025-05-21 20:57:55.631248
509,2021-05-23,610187853.1,469492725.48,140695127.62,178426.96,153918.55,24508.41,2021-05-23,EUR,2025-05-21 20:57:55.631248
510,2021-05-24,611381414.22,433662157.11,177719257.11,187138.62,117841.23,69297.4,2021-05-24,EUR,2025-05-21 20:57:55.631248
511,2021-05-25,612576567.1,406696002.64,205880564.45,198826.59,144170.29,54656.3,2021-05-25,EUR,2025-05-21 20:57:55.631248
512,2021-05-26,613784642.95,459880111.77,153904531.17,201063.19,149023.79,52039.4,2021-05-26,EUR,2025-05-21 20:57:55.631248
513,2021-05-27,614985301.17,455653479.2,159331821.97,182486.26,130156.42,52329.84,2021-05-27,EUR,2025-05-21 20:57:55.631248
514,2021-05-28,616197628.55,434016559.12,182181069.43,170320.93,139585.63,30735.3,2021-05-28,EUR,2025-05-21 20:57:55.631248
515,2021-05-29,617436538.75,444902686.12,172533852.63,170197.13,141848.23,28348.9,2021-05-29,EUR,2025-05-21 20:57:55.631248
516,2021-05-30,618644568.55,423727564.93,194917003.62,155009.86,144992.56,10017.3,2021-05-30,EUR,2025-05-21 20:57:55.631248
517,2021-05-31,619852137.85,403339123.48,216513014.37,211236.09,150657.11,60578.98,2021-05-31,EUR,2025-05-21 20:57:55.631248
518,2021-06-01,621078279.89,472713481.46,148364798.43,191112.5,147307.79,43804.71,2021-06-01,EUR,2025-05-21 20:57:55.631248
519,2021-06-02,622268032.07,434157668.81,188110363.26,172836.06,148874.84,23961.22,2021-06-02,EUR,2025-05-21 20:57:55.631248
520,2021-06-03,623490955.39,433884562.43,189606392.97,151749.63,156503.6,-4753.97,2021-06-03,EUR,2025-05-21 20:57:55.631248
521,2021-06-04,624730632.52,479460027.25,145270605.26,164198.35,138153.56,26044.78,2021-06-04,EUR,2025-05-21 20:57:55.631248
522,2021-06-05,625970108.99,445443993.91,180526115.08,177023.36,132886.23,44137.13,2021-06-05,EUR,2025-05-21 20:57:55.631248
523,2021-06-06,627192381.18,447697044.39,179495336.8,168256.75,134554.57,33702.19,2021-06-06,EUR,2025-05-21 20:57:55.631248
524,2021-06-07,628426090.98,447532936.0,180893154.98,174920.77,123252.91,51667.87,2021-06-07,EUR,2025-05-21 20:57:55.631248
525,2021-06-08,629618876.58,482279787.02,147339089.56,172212.64,120587.1,51625.53,2021-06-08,EUR,2025-05-21 20:57:55.631248
526,2021-06-09,630827456.28,474157080.37,156670375.91,182036.61,127750.99,54285.62,2021-06-09,EUR,2025-05-21 20:57:55.631248
527,2021-06-10,632037908.0,477129676.73,154908231.27,166102.4,164663.74,1438.66,2021-06-10,EUR,2025-05-21 20:57:55.631248
528,2021-06-11,633234494.18,445503549.83,187730944.35,188149.21,115122.81,73026.39,2021-06-11,EUR,2025-05-21 20:57:55.631248
529,2021-06-12,634436634.84,426035666.33,208400968.51,184734.0,144908.98,39825.02,2021-06-12,EUR,2025-05-21 20:57:55.631248
530,2021-06-13,635641796.84,490987016.43,144654780.41,196243.98,145268.56,50975.42,2021-06-13,EUR,2025-05-21 20:57:55.631248
531,2021-06-14,636824533.37,457224257.1,179600276.27,180994.51,151841.56,29152.95,2021-06-14,EUR,2025-05-21 20:57:55.631248
532,2021-06-15,638043129.78,433185624.83,204857504.96,201064.45,156937.97,44126.47,2021-06-15,EUR,2025-05-21 20:57:55.631248
533,2021-06-16,639254588.13,437357900.1,201896688.03,194782.77,127917.74,66865.03,2021-06-16,EUR,2025-05-21 20:57:55.631248
534,2021-06-17,640449708.98,465525417.55,174924291.44,161299.39,124860.01,36439.38,2021-06-17,EUR,2025-05-21 20:57:55.631248
535,2021-06-18,641671718.59,493603704.81,148068013.79,170583.98,145979.43,24604.55,2021-06-18,EUR,2025-05-21 20:57:55.631248
536,2021-06-19,642884783.08,424064476.35,218820306.73,175422.55,152978.98,22443.57,2021-06-19,EUR,2025-05-21 20:57:55.631248
537,2021-06-20,644088066.77,421182148.73,222905918.04,187702.31,134960.91,52741.4,2021-06-20,EUR,2025-05-21 20:57:55.631248
538,2021-06-21,645284614.42,467247451.83,178037162.58,173648.81,152794.42,20854.39,2021-06-21,EUR,2025-05-21 20:57:55.631248
539,2021-06-22,646483291.54,479457209.53,167026082.01,199239.45,156535.86,42703.59,2021-06-22,EUR,2025-05-21 20:57:55.631248
540,2021-06-23,647673401.72,493531418.68,154141983.04,176768.4,134570.23,42198.17,2021-06-23,EUR,2025-05-21 20:57:55.631248
541,2021-06-24,648890424.92,433013570.58,215876854.34,173258.29,132876.5,40381.79,2021-06-24,EUR,2025-05-21 20:57:55.631248
542,2021-06-25,650069803.13,503401877.71,146667925.43,181323.79,126461.92,54861.87,2021-06-25,EUR,2025-05-21 20:57:55.631248
543,2021-06-26,651264655.4,453021024.77,198243630.63,158019.17,150550.87,7468.3,2021-06-26,EUR,2025-05-21 20:57:55.631248
544,2021-06-27,652442019.99,485102522.89,167339497.1,201655.25,119755.9,81899.35,2021-06-27,EUR,2025-05-21 20:57:55.631248
545,2021-06-28,653647070.01,487629884.31,166017185.71,182389.13,155460.84,26928.29,2021-06-28,EUR,2025-05-21 20:57:55.631248
546,2021-06-29,654834527.06,463877968.58,190956558.48,188438.18,136370.84,52067.34,2021-06-29,EUR,2025-05-21 20:57:55.631248
547,2021-06-30,656036372.12,502476400.11,153559972.01,192574.99,128182.91,64392.08,2021-06-30,EUR,2025-05-21 20:57:55.631248
548,2021-07-01,657225607.91,495103735.35,162121872.56,177723.85,153281.18,24442.68,2021-07-01,EUR,2025-05-21 20:57:55.631248
549,2021-07-02,658427918.76,505901342.43,152526576.33,200388.47,130189.67,70198.81,2021-07-02,EUR,2025-05-21 20:57:55.631248
550,2021-07-03,659642954.63,448490505.14,211152449.49,172746.41,156854.84,15891.58,2021-07-03,EUR,2025-05-21 20:57:55.631248
551,2021-07-04,660855828.94,506021642.39,154834186.55,191626.71,163342.18,28284.53,2021-07-04,EUR,2025-05-21 20:57:55.631248
552,2021-07-05,662040546.7,508816443.28,153224103.43,170960.37,153207.12,17753.26,2021-07-05,EUR,2025-05-21 20:57:55.631248
553,2021-07-06,663195332.5,490412321.9,172783010.61,196934.7,168125.46,28809.24,2021-07-06,EUR,2025-05-21 20:57:55.631248
554,2021-07-07,664413213.71,483306527.65,181106686.06,167649.83,132945.77,34704.06,2021-07-07,EUR,2025-05-21 20:57:55.631248
555,2021-07-08,665635484.15,435798379.67,229837104.47,202731.76,137520.55,65211.21,2021-07-08,EUR,2025-05-21 20:57:55.631248
556,2021-07-09,666817633.16,441061116.58,225756516.58,166307.7,139373.67,26934.03,2021-07-09,EUR,2025-05-21 20:57:55.631248
557,2021-07-10,668015035.44,447961924.55,220053110.89,189542.07,144155.85,45386.22,2021-07-10,EUR,2025-05-21 20:57:55.631248
558,2021-07-11,669227262.98,457036132.13,212191130.85,183616.52,136070.51,47546.01,2021-07-11,EUR,2025-05-21 20:57:55.631248
559,2021-07-12,670425296.27,472458426.15,197966870.13,180975.96,150933.63,30042.33,2021-07-12,EUR,2025-05-21 20:57:55.631248
560,2021-07-13,671635802.71,462878607.62,208757195.08,181917.7,151171.54,30746.16,2021-07-13,EUR,2025-05-21 20:57:55.631248
561,2021-07-14,672836579.95,459578326.53,213258253.41,157606.47,137769.16,19837.3,2021-07-14,EUR,2025-05-21 20:57:55.631248
562,2021-07-15,674036344.78,510555762.36,163480582.42,164679.87,134273.86,30406.01,2021-07-15,EUR,2025-05-21 20:57:55.631248
563,2021-07-16,675261678.1,506770753.46,168490924.64,160472.88,137125.64,23347.23,2021-07-16,EUR,2025-05-21 20:57:55.631248
564,2021-07-17,676476701.86,513855774.86,162620927.01,169280.01,139774.42,29505.59,2021-07-17,EUR,2025-05-21 20:57:55.631248
565,2021-07-18,677671443.28,441187824.73,236483618.56,169668.12,108331.17,61336.95,2021-07-18,EUR,2025-05-21 20:57:55.631248
566,2021-07-19,678826402.74,447539815.88,231286586.86,177298.82,163755.92,13542.9,2021-07-19,EUR,2025-05-21 20:57:55.631248
567,2021-07-20,680028451.34,504752408.09,175276043.25,206780.9,136586.39,70194.51,2021-07-20,EUR,2025-05-21 20:57:55.631248
568,2021-07-21,681245538.75,491786624.53,189458914.22,195569.97,140299.93,55270.04,2021-07-21,EUR,2025-05-21 20:57:55.631248
569,2021-07-22,682448078.89,475618200.56,206829878.34,198265.34,162048.92,36216.41,2021-07-22,EUR,2025-05-21 20:57:55.631248
570,2021-07-23,683643810.75,453692640.97,229951169.78,197007.9,146763.21,50244.68,2021-07-23,EUR,2025-05-21 20:57:55.631248
571,2021-07-24,684881638.6,520417970.93,164463667.68,186080.07,137586.96,48493.12,2021-07-24,EUR,2025-05-21 20:57:55.631248
572,2021-07-25,686055832.17,447974894.68,238080937.49,164326.81,149932.31,14394.5,2021-07-25,EUR,2025-05-21 20:57:55.631248
573,2021-07-26,687251963.96,493800257.51,193451706.45,170034.79,139295.17,30739.63,2021-07-26,EUR,2025-05-21 20:57:55.631248
574,2021-07-27,688448377.11,487021769.98,201426607.13,193855.64,140554.66,53300.98,2021-07-27,EUR,2025-05-21 20:57:55.631248
575,2021-07-28,689657691.36,475142580.43,214515110.93,162779.65,150093.24,12686.41,2021-07-28,EUR,2025-05-21 20:57:55.631248
576,2021-07-29,690859850.34,525895087.68,164964762.66,178944.62,141184.86,37759.75,2021-07-29,EUR,2025-05-21 20:57:55.631248
577,2021-07-30,692049127.87,528832930.73,163216197.15,162759.47,148316.22,14443.25,2021-07-30,EUR,2025-05-21 20:57:55.631248
578,2021-07-31,693267691.45,462834328.53,230433362.92,184866.59,161553.9,23312.69,2021-07-31,EUR,2025-05-21 20:57:55.631248
579,2021-08-01,694461688.51,540202441.77,154259246.73,156561.07,131617.03,24944.05,2021-08-01,EUR,2025-05-21 20:57:55.631248
580,2021-08-02,695675661.19,541966708.89,153708952.3,166480.32,166012.01,468.31,2021-08-02,EUR,2025-05-21 20:57:55.631248
581,2021-08-03,696853670.27,517103890.51,179749779.75,189560.97,180502.22,9058.75,2021-08-03,EUR,2025-05-21 20:57:55.631248
582,2021-08-04,698050777.78,460297563.94,237753213.84,156794.4,138678.93,18115.46,2021-08-04,EUR,2025-05-21 20:57:55.631248
583,2021-08-05,699244078.96,501215247.11,198028831.85,179463.19,138664.99,40798.21,2021-08-05,EUR,2025-05-21 20:57:55.631248
584,2021-08-06,700460333.97,512326916.43,188133417.54,169939.28,138642.39,31296.89,2021-08-06,EUR,2025-05-21 20:57:55.631248
585,2021-08-07,701669941.82,521793524.65,179876417.17,173691.48,143953.98,29737.5,2021-08-07,EUR,2025-05-21 20:57:55.631248
586,2021-08-08,702898605.71,500291621.12,202606984.59,158576.79,148195.11,10381.68,2021-08-08,EUR,2025-05-21 20:57:55.631248
587,2021-08-09,704074950.53,519665074.97,184409875.56,174366.6,138138.35,36228.25,2021-08-09,EUR,2025-05-21 20:57:55.631248
588,2021-08-10,705291931.93,541447097.93,163844834.01,186104.58,154668.77,31435.81,2021-08-10,EUR,2025-05-21 20:57:55.631248
589,2021-08-11,706480888.69,543246086.32,163234802.37,151308.65,155988.86,-4680.22,2021-08-11,EUR,2025-05-21 20:57:55.631248
590,2021-08-12,707675523.89,490683065.53,216992458.35,198111.38,125479.54,72631.84,2021-08-12,EUR,2025-05-21 20:57:55.631248
591,2021-08-13,708929757.89,466152097.47,242777660.43,169909.46,135557.54,34351.92,2021-08-13,EUR,2025-05-21 20:57:55.631248
592,2021-08-14,710163676.89,509786051.68,200377625.2,155037.99,162384.28,-7346.29,2021-08-14,EUR,2025-05-21 20:57:55.631248
593,2021-08-15,711394104.23,489330808.93,222063295.3,162474.49,144986.37,17488.12,2021-08-15,EUR,2025-05-21 20:57:55.631248
594,2021-08-16,712585264.05,543117464.05,169467800.0,191138.83,126262.39,64876.43,2021-08-16,EUR,2025-05-21 20:57:55.631248
595,2021-08-17,713776323.87,527281523.04,186494800.83,161226.8,164961.61,-3734.81,2021-08-17,EUR,2025-05-21 20:57:55.631248
596,2021-08-18,715013777.84,535836781.57,179176996.27,164406.33,133792.46,30613.87,2021-08-18,EUR,2025-05-21 20:57:55.631248
597,2021-08-19,716205695.18,554500935.59,161704759.59,197522.94,140350.91,57172.02,2021-08-19,EUR,2025-05-21 20:57:55.631248
598,2021-08-20,717410957.87,508444513.58,208966444.3,190535.99,135303.71,55232.28,2021-08-20,EUR,2025-05-21 20:57:55.631248
599,2021-08-21,718596455.09,498884565.87,219711889.22,150692.41,148268.51,2423.9,2021-08-21,EUR,2025-05-21 20:57:55.631248
600,2021-08-22,719788522.87,541160612.44,178627910.43,205679.99,141365.56,64314.43,2021-08-22,EUR,2025-05-21 20:57:55.631248
601,2021-08-23,720980563.94,471312060.34,249668503.6,187534.08,154009.05,33525.04,2021-08-23,EUR,2025-05-21 20:57:55.631248
602,2021-08-24,722193026.23,528107240.47,194085785.77,172740.25,137450.94,35289.31,2021-08-24,EUR,2025-05-21 20:57:55.631248
603,2021-08-25,723381249.81,519893629.37,203487620.44,157629.21,158288.25,-659.04,2021-08-25,EUR,2025-05-21 20:57:55.631248
604,2021-08-26,724586994.63,497786981.31,226800013.32,172537.19,117514.49,55022.71,2021-08-26,EUR,2025-05-21 20:57:55.631248
605,2021-08-27,725819962.06,506540002.37,219279959.69,181913.22,158778.18,23135.04,2021-08-27,EUR,2025-05-21 20:57:55.631248
606,2021-08-28,727008937.81,497606056.11,229402881.7,171005.55,152559.52,18446.04,2021-08-28,EUR,2025-05-21 20:57:55.631248
607,2021-08-29,728214343.15,483294496.16,244919846.98,171298.38,127819.09,43479.29,2021-08-29,EUR,2025-05-21 20:57:55.631248
608,2021-08-30,729432122.26,542836884.22,186595238.04,188426.55,120842.84,67583.71,2021-08-30,EUR,2025-05-21 20:57:55.631248
609,2021-08-31,730631005.63,569799568.13,160831437.5,173409.24,138175.77,35233.47,2021-08-31,EUR,2025-05-21 20:57:55.631248
610,2021-09-01,731837729.6,528873990.52,202963739.08,191430.01,143183.98,48246.03,2021-09-01,EUR,2025-05-21 20:57:55.631248
611,2021-09-02,733020459.0,487642486.37,245377972.63,154541.52,138610.89,15930.63,2021-09-02,EUR,2025-05-21 20:57:55.631248
612,2021-09-03,734232645.72,514811446.66,219421199.06,157539.77,118440.44,39099.33,2021-09-03,EUR,2025-05-21 20:57:55.631248
613,2021-09-04,735500553.15,528920835.93,206579717.22,186116.13,139603.6,46512.53,2021-09-04,EUR,2025-05-21 20:57:55.631248
614,2021-09-05,736708753.87,523666239.68,213042514.19,151810.84,138170.38,13640.46,2021-09-05,EUR,2025-05-21 20:57:55.631248
615,2021-09-06,737912977.44,566651728.77,171261248.67,180646.3,146481.34,34164.96,2021-09-06,EUR,2025-05-21 20:57:55.631248
616,2021-09-07,739131739.22,532013451.56,207118287.66,172308.49,127155.18,45153.31,2021-09-07,EUR,2025-05-21 20:57:55.631248
617,2021-09-08,740341850.34,550459519.41,189882330.93,187798.41,142084.14,45714.26,2021-09-08,EUR,2025-05-21 20:57:55.631248
618,2021-09-09,741523183.78,484015154.5,257508029.28,187975.71,134556.05,53419.65,2021-09-09,EUR,2025-05-21 20:57:55.631248
619,2021-09-10,742759736.22,492127887.76,250631848.46,204832.73,140711.91,64120.82,2021-09-10,EUR,2025-05-21 20:57:55.631248
620,2021-09-11,743942915.85,543389385.96,200553529.9,175581.79,148526.57,27055.22,2021-09-11,EUR,2025-05-21 20:57:55.631248
621,2021-09-12,745141960.36,580101961.24,165039999.12,176921.79,144277.76,32644.03,2021-09-12,EUR,2025-05-21 20:57:55.631248
622,2021-09-13,746345956.49,515422709.51,230923246.98,189287.73,118399.58,70888.15,2021-09-13,EUR,2025-05-21 20:57:55.631248
623,2021-09-14,747549611.22,512769859.21,234779752.01,174156.81,142481.26,31675.55,2021-09-14,EUR,2025-05-21 20:57:55.631248
624,2021-09-15,748739028.63,511606803.28,237132225.35,166118.37,147082.72,19035.66,2021-09-15,EUR,2025-05-21 20:57:55.631248
625,2021-09-16,749923333.24,557852597.41,192070735.83,195687.89,140922.19,54765.7,2021-09-16,EUR,2025-05-21 20:57:55.631248
626,2021-09-17,751133488.51,564994646.18,186138842.33,166826.01,149849.16,16976.85,2021-09-17,EUR,2025-05-21 20:57:55.631248
627,2021-09-18,752333092.08,545570939.4,206762152.68,188428.63,166932.0,21496.63,2021-09-18,EUR,2025-05-21 20:57:55.631248
