Online_Service_Metrics_ID,Date,Total_Resolution_Time,Total_Requests
996,2022-09-22,6445,58
997,2022-09-23,8021,61
998,2022-09-24,4429,56
999,2022-09-25,7042,63
1000,2022-09-26,6483,59
1001,2022-09-27,4754,55
1002,2022-09-28,4453,40
1003,2022-09-29,8013,63
1004,2022-09-30,4284,52
1005,2022-10-01,8136,72
1006,2022-10-02,8157,71
1007,2022-10-03,8222,72
1008,2022-10-04,5742,49
1009,2022-10-05,6864,61
1010,2022-10-06,4711,55
1011,2022-10-07,5039,48
1012,2022-10-08,8163,78
1013,2022-10-09,4396,53
1014,2022-10-10,6069,47
1015,2022-10-11,5688,49
1016,2022-10-12,6648,53
1017,2022-10-13,5919,54
1018,2022-10-14,6305,59
1019,2022-10-15,5431,59
1020,2022-10-16,6393,66
1021,2022-10-17,4262,54
1022,2022-10-18,7155,53
1023,2022-10-19,4565,48
1024,2022-10-20,8278,66
1025,2022-10-21,7860,72
1026,2022-10-22,6980,54
1027,2022-10-23,5923,57
1028,2022-10-24,6508,48
1029,2022-10-25,7441,55
1030,2022-10-26,5236,62
1031,2022-10-27,5223,66
1032,2022-10-28,5811,70
1033,2022-10-29,5740,57
1034,2022-10-30,7049,59
1035,2022-10-31,6867,71
1036,2022-11-01,6376,57
1037,2022-11-02,5692,58
1038,2022-11-03,6516,68
1039,2022-11-04,5367,59
1040,2022-11-05,5301,49
1041,2022-11-06,7173,51
1042,2022-11-07,8889,66
1043,2022-11-08,6292,50
1044,2022-11-09,7510,55
1045,2022-11-10,6199,64
1046,2022-11-11,5957,58
1047,2022-11-12,4312,53
1048,2022-11-13,6479,64
1049,2022-11-14,6531,60
1050,2022-11-15,5913,67
1051,2022-11-16,9319,68
1052,2022-11-17,5733,70
1053,2022-11-18,6677,60
1054,2022-11-19,7639,74
1055,2022-11-20,4580,58
1056,2022-11-21,7243,56
1057,2022-11-22,4599,46
1058,2022-11-23,5197,55
1059,2022-11-24,7434,68
1060,2022-11-25,6122,62
1061,2022-11-26,5512,66
1062,2022-11-27,6952,57
1063,2022-11-28,4900,54
1064,2022-11-29,3915,45
1065,2022-11-30,8259,63
1066,2022-12-01,5572,63
1067,2022-12-02,4533,48
1068,2022-12-03,8239,67
1069,2022-12-04,5405,51
1070,2022-12-05,4404,47
1071,2022-12-06,6616,51
1072,2022-12-07,4553,55
1073,2022-12-08,6293,62
1074,2022-12-09,8611,66
1075,2022-12-10,7710,62
1076,2022-12-11,6259,65
1077,2022-12-12,6051,61
1078,2022-12-13,6682,58
1079,2022-12-14,4932,51
1080,2022-12-15,7012,63
1081,2022-12-16,5282,57
1082,2022-12-17,6845,61
1083,2022-12-18,9653,70
1084,2022-12-19,5122,53
1085,2022-12-20,5338,56
1086,2022-12-21,6752,53
1087,2022-12-22,4350,53
1088,2022-12-23,6440,62
1089,2022-12-24,8603,64
1090,2022-12-25,6205,69
1091,2022-12-26,6210,69
1092,2022-12-27,6464,61
1093,2022-12-28,8406,65
1094,2022-12-29,6657,55
1095,2022-12-30,5240,65
1096,2022-12-31,5110,61
1097,2023-01-01,6372,64
1098,2023-01-02,4194,47
1099,2023-01-03,9306,69
1100,2023-01-04,8290,64
1101,2023-01-05,6432,62
1102,2023-01-06,7219,68
1103,2023-01-07,5324,61
1104,2023-01-08,4646,54
1105,2023-01-09,8580,64
1106,2023-01-10,8342,61
1107,2023-01-11,4210,45
1108,2023-01-12,4830,51
1109,2023-01-13,5312,64
1110,2023-01-14,8342,59
1111,2023-01-15,10279,73
1112,2023-01-16,6949,66
1113,2023-01-17,8726,62
1114,2023-01-18,5927,66
1115,2023-01-19,5757,60
1116,2023-01-20,5981,60
1117,2023-01-21,7697,60
1118,2023-01-22,6422,75
1119,2023-01-23,5587,50
1120,2023-01-24,5517,61
1121,2023-01-25,7192,58
1122,2023-01-26,5546,43
1123,2023-01-27,6996,56
1124,2023-01-28,6831,54
1125,2023-01-29,9226,70
1126,2023-01-30,4578,58
1127,2023-01-31,3922,49
1128,2023-02-01,6575,53
1129,2023-02-02,7963,66
1130,2023-02-03,8276,62
1131,2023-02-04,5858,48
1132,2023-02-05,5765,58
1133,2023-02-06,7700,68
1134,2023-02-07,6500,54
1135,2023-02-08,7237,57
1136,2023-02-09,4983,50
1137,2023-02-10,9182,67
1138,2023-02-11,6482,63
1139,2023-02-12,9108,64
1140,2023-02-13,7145,54
1141,2023-02-14,7993,56
1142,2023-02-15,9734,82
1143,2023-02-16,7795,57
1144,2023-02-17,6551,61
1145,2023-02-18,8478,69
1146,2023-02-19,8663,68
1147,2023-02-20,5988,52
1148,2023-02-21,7793,58
1149,2023-02-22,4599,52
1150,2023-02-23,4414,57
1151,2023-02-24,8220,59
1152,2023-02-25,5789,50
1153,2023-02-26,7410,60
1154,2023-02-27,7304,58
1155,2023-02-28,5810,66
1156,2023-03-01,9341,71
1157,2023-03-02,6911,59
1158,2023-03-03,5435,61
1159,2023-03-04,7204,59
1160,2023-03-05,8623,69
1161,2023-03-06,6056,57
1162,2023-03-07,5413,53
1163,2023-03-08,6762,53
1164,2023-03-09,7279,60
1165,2023-03-10,5841,66
1166,2023-03-11,6427,70
1167,2023-03-12,6232,60
1168,2023-03-13,6493,62
1169,2023-03-14,7431,56
1170,2023-03-15,6851,62
1171,2023-03-16,4690,58
1172,2023-03-17,6382,67
1173,2023-03-18,5817,44
1174,2023-03-19,9841,73
1175,2023-03-20,5019,56
1176,2023-03-21,4548,58
1177,2023-03-22,8047,59
1178,2023-03-23,6550,71
1179,2023-03-24,4737,58
1180,2023-03-25,7261,68
1181,2023-03-26,4971,64
1182,2023-03-27,6244,64
1183,2023-03-28,6808,66
1184,2023-03-29,8315,69
1185,2023-03-30,6930,58
1186,2023-03-31,5977,64
1187,2023-04-01,6226,55
1188,2023-04-02,8585,62
1189,2023-04-03,8533,67
1190,2023-04-04,8400,59
1191,2023-04-05,6754,61
1192,2023-04-06,8564,65
1193,2023-04-07,4993,57
1194,2023-04-08,9526,73
1195,2023-04-09,8597,66
1196,2023-04-10,9609,71
1197,2023-04-11,7681,66
1198,2023-04-12,4037,36
1199,2023-04-13,6719,54
1200,2023-04-14,7651,54
1201,2023-04-15,7518,61
1202,2023-04-16,7939,61
1203,2023-04-17,9332,66
1204,2023-04-18,6429,52
1205,2023-04-19,5905,56
1206,2023-04-20,9264,65
1207,2023-04-21,7713,74
1208,2023-04-22,8295,64
1209,2023-04-23,5483,56
1210,2023-04-24,10403,75
1211,2023-04-25,8106,74
1212,2023-04-26,6623,65
1213,2023-04-27,4953,53
1214,2023-04-28,8540,66
1215,2023-04-29,6440,63
1216,2023-04-30,6968,60
1217,2023-05-01,6891,60
1218,2023-05-02,7870,62
1219,2023-05-03,5214,60
1220,2023-05-04,7019,64
1221,2023-05-05,7227,53
1222,2023-05-06,8352,63
1223,2023-05-07,7739,58
1224,2023-05-08,6229,54
1225,2023-05-09,6880,60
1226,2023-05-10,8258,62
1227,2023-05-11,7046,67
1228,2023-05-12,5576,54
1229,2023-05-13,8383,74
1230,2023-05-14,8621,68
1231,2023-05-15,5559,57
1232,2023-05-16,5529,44
1233,2023-05-17,7612,57
1234,2023-05-18,5459,68
1235,2023-05-19,6226,65
1236,2023-05-20,6411,55
1237,2023-05-21,4576,55
1238,2023-05-22,9409,68
1239,2023-05-23,8429,65
1240,2023-05-24,8099,71
1241,2023-05-25,4799,48
1242,2023-05-26,5984,43
1243,2023-05-27,7639,70
1244,2023-05-28,7934,62
1245,2023-05-29,6616,77
1246,2023-05-30,6768,56
1247,2023-05-31,8465,60
1248,2023-06-01,6162,44
1249,2023-06-02,7883,57
1250,2023-06-03,6412,60
1251,2023-06-04,6011,60
1252,2023-06-05,5265,55
1253,2023-06-06,5426,69
1254,2023-06-07,6673,48
1255,2023-06-08,8674,69
1256,2023-06-09,5802,59
1257,2023-06-10,7543,73
1258,2023-06-11,6866,67
1259,2023-06-12,6986,58
1260,2023-06-13,4932,64
1261,2023-06-14,8853,66
1262,2023-06-15,5590,61
1263,2023-06-16,8423,62
1264,2023-06-17,5742,57
1265,2023-06-18,8582,61
1266,2023-06-19,8053,63
1267,2023-06-20,7775,55
1268,2023-06-21,4678,47
1269,2023-06-22,8754,68
1270,2023-06-23,7496,54
1271,2023-06-24,7222,63
1272,2023-06-25,8878,74
1273,2023-06-26,8273,69
1274,2023-06-27,7721,74
1275,2023-06-28,5878,56
1276,2023-06-29,6279,49
1277,2023-06-30,10304,73
1278,2023-07-01,8930,70
1279,2023-07-02,7483,57
1280,2023-07-03,7057,65
1281,2023-07-04,9275,70
1282,2023-07-05,6854,72
1283,2023-07-06,3840,48
1284,2023-07-07,9074,67
1285,2023-07-08,8012,74
1286,2023-07-09,5917,65
1287,2023-07-10,6296,67
1288,2023-07-11,5290,64
1289,2023-07-12,6016,55
1290,2023-07-13,9756,71
1291,2023-07-14,6887,55
1292,2023-07-15,6122,49
1293,2023-07-16,8536,71
1294,2023-07-17,5942,57
1295,2023-07-18,5996,58
1296,2023-07-19,7804,69
1297,2023-07-20,10059,72
1298,2023-07-21,5049,57
1299,2023-07-22,4925,43
1300,2023-07-23,6482,78
1301,2023-07-24,7510,57
1302,2023-07-25,5236,55
1303,2023-07-26,6931,53
1304,2023-07-27,4766,56
1305,2023-07-28,7698,64
1306,2023-07-29,7575,65
1307,2023-07-30,9145,66
1308,2023-07-31,6772,64
1309,2023-08-01,6495,47
1310,2023-08-02,4831,60
1311,2023-08-03,7020,53
1312,2023-08-04,8271,58
1313,2023-08-05,6722,59
1314,2023-08-06,5836,72
1315,2023-08-07,7923,57
1316,2023-08-08,6534,61
1317,2023-08-09,6091,51
1318,2023-08-10,6345,57
1319,2023-08-11,7627,54
1320,2023-08-12,5174,62
1321,2023-08-13,5167,61
1322,2023-08-14,8366,59
1323,2023-08-15,5703,59
1324,2023-08-16,7127,60
1325,2023-08-17,4960,61
1326,2023-08-18,5476,60
1327,2023-08-19,9522,73
1328,2023-08-20,4566,48
1329,2023-08-21,8228,60
1330,2023-08-22,6056,60
1331,2023-08-23,4615,53
1332,2023-08-24,7646,66
1333,2023-08-25,7083,70
1334,2023-08-26,7320,66
1335,2023-08-27,8750,77
1336,2023-08-28,5359,62
1337,2023-08-29,7937,68
1338,2023-08-30,6017,56
1339,2023-08-31,6340,64
1340,2023-09-01,6467,82
1341,2023-09-02,4719,58
1342,2023-09-03,7508,58
1343,2023-09-04,8868,69
1344,2023-09-05,8453,62
1345,2023-09-06,6996,62
1346,2023-09-07,6666,47
1347,2023-09-08,4913,60
1348,2023-09-09,6914,60
1349,2023-09-10,9806,69
1350,2023-09-11,8945,74
1351,2023-09-12,7568,56
1352,2023-09-13,7242,69
1353,2023-09-14,7925,58
1354,2023-09-15,4407,56
1355,2023-09-16,5539,58
1356,2023-09-17,4953,57
1357,2023-09-18,6606,49
1358,2023-09-19,8662,61
1359,2023-09-20,4684,51
1360,2023-09-21,7925,58
1361,2023-09-22,7780,62
1362,2023-09-23,5414,60
1363,2023-09-24,6155,59
1364,2023-09-25,8328,65
1365,2023-09-26,9522,68
1366,2023-09-27,8019,67
1367,2023-09-28,4248,48
1368,2023-09-29,4365,50
1369,2023-09-30,4430,53
1370,2023-10-01,10774,81
1371,2023-10-02,7122,64
1372,2023-10-03,7096,65
1373,2023-10-04,7116,52
1374,2023-10-05,7957,62
1375,2023-10-06,8499,60
1376,2023-10-07,5489,50
1377,2023-10-08,4963,62
1378,2023-10-09,4236,45
1379,2023-10-10,7084,55
1380,2023-10-11,5777,59
1381,2023-10-12,8473,63
1382,2023-10-13,7091,54
1383,2023-10-14,5848,56
1384,2023-10-15,4604,59
1385,2023-10-16,8144,67
1386,2023-10-17,7786,58
1387,2023-10-18,4998,62
1388,2023-10-19,7651,56
1389,2023-10-20,4373,54
1390,2023-10-21,6253,65
1391,2023-10-22,8362,70
1392,2023-10-23,9535,73
1393,2023-10-24,4761,52
1394,2023-10-25,4770,56
1395,2023-10-26,7034,56
1396,2023-10-27,5935,49
1397,2023-10-28,7112,53
1398,2023-10-29,6785,65
1399,2023-10-30,6894,62
1400,2023-10-31,6495,60
1401,2023-11-01,5439,67
1402,2023-11-02,5340,67
1403,2023-11-03,5412,50
1404,2023-11-04,7360,64
1405,2023-11-05,6874,69
1406,2023-11-06,7802,69
1407,2023-11-07,6348,61
1408,2023-11-08,5857,60
1409,2023-11-09,7305,63
1410,2023-11-10,5128,49
1411,2023-11-11,9209,68
1412,2023-11-12,7924,68
1413,2023-11-13,6469,48
1414,2023-11-14,6429,56
1415,2023-11-15,8479,66
1416,2023-11-16,8111,62
1417,2023-11-17,5316,67
1418,2023-11-18,8088,67
1419,2023-11-19,5217,56
1420,2023-11-20,6086,46
1421,2023-11-21,7647,60
1422,2023-11-22,7177,63
1423,2023-11-23,8328,60
1424,2023-11-24,7680,62
1425,2023-11-25,6301,60
1426,2023-11-26,6499,53
1427,2023-11-27,6337,63
1428,2023-11-28,7957,64
1429,2023-11-29,6595,64
1430,2023-11-30,5936,54
1431,2023-12-01,5359,63
1432,2023-12-02,5721,51
1433,2023-12-03,5002,60
1434,2023-12-04,7885,61
1435,2023-12-05,7381,64
1436,2023-12-06,5430,51
1437,2023-12-07,5675,58
1438,2023-12-08,6253,69
1439,2023-12-09,6879,51
1440,2023-12-10,8026,66
1441,2023-12-11,4581,56
1442,2023-12-12,6380,61
1443,2023-12-13,5899,60
1444,2023-12-14,4734,61
1445,2023-12-15,5447,54
1446,2023-12-16,7579,58
1447,2023-12-17,6425,64
1448,2023-12-18,7686,74
1449,2023-12-19,4539,49
1450,2023-12-20,6088,58
1451,2023-12-21,6551,61
1452,2023-12-22,4824,47
1453,2023-12-23,6338,72
1454,2023-12-24,8524,60
1455,2023-12-25,8151,65
1456,2023-12-26,5361,58
1457,2023-12-27,7643,64
1458,2023-12-28,5562,48
1459,2023-12-29,5324,44
1460,2023-12-30,5325,46
1461,2023-12-31,5431,62
1462,2024-01-01,6350,55
1463,2024-01-02,7285,60
1464,2024-01-03,4857,59
1465,2024-01-04,7408,62
1466,2024-01-05,8899,64
1467,2024-01-06,9481,71
1468,2024-01-07,6441,61
1469,2024-01-08,4962,59
1470,2024-01-09,6413,74
1471,2024-01-10,8169,63
1472,2024-01-11,6905,58
1473,2024-01-12,8333,72
1474,2024-01-13,5625,50
1475,2024-01-14,6095,54
1476,2024-01-15,6502,57
1477,2024-01-16,5109,58
1478,2024-01-17,5364,65
1479,2024-01-18,7947,61
1480,2024-01-19,5250,67
1481,2024-01-20,6761,55
1482,2024-01-21,4908,51
1483,2024-01-22,5987,57
1484,2024-01-23,7053,66
1485,2024-01-24,6437,64
1486,2024-01-25,5596,50
1487,2024-01-26,7142,62
1488,2024-01-27,7747,57
1489,2024-01-28,4714,50
1490,2024-01-29,7033,59
1491,2024-01-30,4534,49
1492,2024-01-31,7256,56
1493,2024-02-01,5312,50
1494,2024-02-02,5260,45
1495,2024-02-03,6678,67
1496,2024-02-04,7738,57
1497,2024-02-05,8722,62
1498,2024-02-06,7538,57
1499,2024-02-07,6107,72
1500,2024-02-08,5816,58
1501,2024-02-09,8112,60
1502,2024-02-10,6786,60
1503,2024-02-11,7889,60
1504,2024-02-12,7171,55
1505,2024-02-13,7846,72
1506,2024-02-14,6402,62
1507,2024-02-15,7297,65
1508,2024-02-16,4895,49
1509,2024-02-17,9008,72
1510,2024-02-18,4280,46
1511,2024-02-19,5453,64
1512,2024-02-20,8393,61
1513,2024-02-21,8998,68
1514,2024-02-22,5476,62
1515,2024-02-23,6102,78
1516,2024-02-24,7339,59
1517,2024-02-25,3507,44
1518,2024-02-26,3479,43
1519,2024-02-27,6691,57
1520,2024-02-28,7394,55
1521,2024-02-29,4290,54
1522,2024-03-01,5427,57
1523,2024-03-02,9018,67
1524,2024-03-03,6270,57
1525,2024-03-04,10840,80
1526,2024-03-05,8015,58
1527,2024-03-06,6771,58
1528,2024-03-07,4670,50
1529,2024-03-08,9180,68
1530,2024-03-09,5427,52
1531,2024-03-10,5729,59
1532,2024-03-11,9455,68
1533,2024-03-12,5824,59
1534,2024-03-13,5507,62
1535,2024-03-14,4456,50
1536,2024-03-15,5358,63
1537,2024-03-16,6204,55
1538,2024-03-17,7061,68
1539,2024-03-18,8910,71
1540,2024-03-19,5063,60
1541,2024-03-20,10511,74
1542,2024-03-21,6483,55
1543,2024-03-22,4433,51
1544,2024-03-23,7506,74
1545,2024-03-24,6042,57
1546,2024-03-25,7748,59
1547,2024-03-26,5761,58
1548,2024-03-27,6733,56
1549,2024-03-28,8132,58
1550,2024-03-29,7736,66
1551,2024-03-30,8556,74
1552,2024-03-31,6838,68
1553,2024-04-01,8177,65
1554,2024-04-02,9083,66
1555,2024-04-03,5965,58
1556,2024-04-04,7423,61
1557,2024-04-05,8554,68
1558,2024-04-06,7938,60
1559,2024-04-07,7479,59
1560,2024-04-08,5426,55
1561,2024-04-09,6532,61
1562,2024-04-10,4736,52
1563,2024-04-11,4415,50
1564,2024-04-12,5058,44
1565,2024-04-13,6891,61
1566,2024-04-14,8517,62
1567,2024-04-15,5706,40
1568,2024-04-16,3692,47
1569,2024-04-17,5842,48
1570,2024-04-18,8932,63
1571,2024-04-19,8411,62
1572,2024-04-20,4566,58
1573,2024-04-21,8206,67
1574,2024-04-22,5075,58
1575,2024-04-23,6544,54
1576,2024-04-24,6591,58
1577,2024-04-25,7944,62
1578,2024-04-26,6660,59
1579,2024-04-27,8614,66
1580,2024-04-28,7128,64
1581,2024-04-29,6119,63
1582,2024-04-30,9249,69
1583,2024-05-01,7945,57
1584,2024-05-02,4164,52
1585,2024-05-03,7517,74
1586,2024-05-04,7054,58
1587,2024-05-05,6172,72
1588,2024-05-06,6781,61
1589,2024-05-07,7097,56
1590,2024-05-08,6186,61
1591,2024-05-09,9583,68
1592,2024-05-10,6267,57
1593,2024-05-11,8645,67
1594,2024-05-12,5239,54
1595,2024-05-13,5632,56
1596,2024-05-14,8951,67
1597,2024-05-15,6243,54
1598,2024-05-16,6743,58
1599,2024-05-17,7048,57
1600,2024-05-18,8400,68
1601,2024-05-19,4739,49
1602,2024-05-20,6492,54
1603,2024-05-21,6311,64
1604,2024-05-22,5218,59
1605,2024-05-23,10802,76
1606,2024-05-24,5616,58
1607,2024-05-25,6670,77
1608,2024-05-26,8011,59
1609,2024-05-27,4139,51
1610,2024-05-28,9471,70
1611,2024-05-29,7934,67
1612,2024-05-30,9103,69
1613,2024-05-31,7628,63
1614,2024-06-01,6830,66
1615,2024-06-02,6273,54
1616,2024-06-03,8054,58
1617,2024-06-04,6129,62
1618,2024-06-05,5315,50
1619,2024-06-06,8909,64
1620,2024-06-07,3829,48
1621,2024-06-08,5433,53
1622,2024-06-09,6607,61
1623,2024-06-10,8799,69
1624,2024-06-11,6575,46
1625,2024-06-12,6049,49
1626,2024-06-13,5064,59
1627,2024-06-14,5183,53
1628,2024-06-15,6689,52
1629,2024-06-16,6480,56
1630,2024-06-17,8077,64
1631,2024-06-18,4636,50
1632,2024-06-19,7604,58
1633,2024-06-20,6884,53
1634,2024-06-21,8441,65
1635,2024-06-22,6689,60
1636,2024-06-23,7112,56
1637,2024-06-24,6337,72
1638,2024-06-25,4403,51
1639,2024-06-26,6480,62
1640,2024-06-27,8213,58
1641,2024-06-28,5960,65
1642,2024-06-29,8553,71
1643,2024-06-30,5724,61
1644,2024-07-01,4642,45
1645,2024-07-02,6212,67
1646,2024-07-03,7127,51
1647,2024-07-04,4094,51
1648,2024-07-05,5194,52
1649,2024-07-06,4975,63
1650,2024-07-07,6922,60
1651,2024-07-08,4892,50
1652,2024-07-09,6627,47
1653,2024-07-10,4916,47
1654,2024-07-11,5926,54
1655,2024-07-12,9153,66
1656,2024-07-13,8886,63
1657,2024-07-14,6533,69
1658,2024-07-15,8221,67
1659,2024-07-16,6630,64
1660,2024-07-17,8647,61
1661,2024-07-18,5240,53
1662,2024-07-19,6432,52
1663,2024-07-20,4556,46
1664,2024-07-21,6398,57
1665,2024-07-22,8297,79
1666,2024-07-23,5614,52
1667,2024-07-24,8121,62
1668,2024-07-25,5642,68
1669,2024-07-26,5877,68
1670,2024-07-27,5994,45
1671,2024-07-28,7320,65
1672,2024-07-29,5549,65
1673,2024-07-30,6307,55
1674,2024-07-31,5346,60
1675,2024-08-01,5415,55
1676,2024-08-02,6914,60
1677,2024-08-03,6261,70
1678,2024-08-04,8348,70
1679,2024-08-05,7665,58
1680,2024-08-06,6582,74
1681,2024-08-07,6582,73
1682,2024-08-08,5168,56
1683,2024-08-09,8452,61
1684,2024-08-10,4880,55
1685,2024-08-11,6907,58
1686,2024-08-12,6324,57
1687,2024-08-13,4610,58
1688,2024-08-14,5237,50
1689,2024-08-15,5292,64
1690,2024-08-16,7820,56
1691,2024-08-17,6335,77
1692,2024-08-18,8181,60
1693,2024-08-19,4415,49
1694,2024-08-20,8673,61
1695,2024-08-21,7573,58
1696,2024-08-22,5048,58
1697,2024-08-23,8102,64
1698,2024-08-24,8516,63
1699,2024-08-25,8699,68
1700,2024-08-26,5601,62
1701,2024-08-27,5583,65
1702,2024-08-28,6891,59
1703,2024-08-29,5489,61
1704,2024-08-30,5084,60
1705,2024-08-31,7234,51
1706,2024-09-01,6637,61
1707,2024-09-02,5308,65
1708,2024-09-03,4017,47
1709,2024-09-04,6540,48
1710,2024-09-05,5921,58
1711,2024-09-06,8194,59
1712,2024-09-07,6403,57
1713,2024-09-08,6006,59
1714,2024-09-09,6237,62
1715,2024-09-10,8454,61
1716,2024-09-11,4884,60
1717,2024-09-12,7916,61
1718,2024-09-13,7995,56
1719,2024-09-14,5597,54
1720,2024-09-15,6572,50
1721,2024-09-16,8389,63
1722,2024-09-17,6694,55
1723,2024-09-18,6174,64
1724,2024-09-19,5261,53
1725,2024-09-20,5807,72
1726,2024-09-21,10362,73
1727,2024-09-22,4303,48
1728,2024-09-23,8954,64
1729,2024-09-24,6804,65
1730,2024-09-25,6558,55
1731,2024-09-26,6293,55
1732,2024-09-27,4458,53
1733,2024-09-28,8544,62
1734,2024-09-29,8127,69
1735,2024-09-30,5968,61
1736,2024-10-01,6237,69
1737,2024-10-02,6494,63
1738,2024-10-03,6055,56
1739,2024-10-04,7089,57
1740,2024-10-05,7596,65
1741,2024-10-06,5128,51
1742,2024-10-07,6979,74
1743,2024-10-08,6420,62
1744,2024-10-09,8379,61
1745,2024-10-10,4649,57
1746,2024-10-11,5222,65
1747,2024-10-12,6975,58
1748,2024-10-13,9111,70
1749,2024-10-14,5482,64
1750,2024-10-15,6603,64
1751,2024-10-16,5794,54
1752,2024-10-17,8097,65
1753,2024-10-18,5606,55
1754,2024-10-19,6740,64
1755,2024-10-20,5882,63
1756,2024-10-21,5732,61
1757,2024-10-22,5694,56
1758,2024-10-23,6249,46
1759,2024-10-24,6539,50
1760,2024-10-25,7310,60
1761,2024-10-26,6318,64
1762,2024-10-27,7487,67
1763,2024-10-28,7347,62
1764,2024-10-29,5263,46
1765,2024-10-30,5622,58
1766,2024-10-31,4781,62
1767,2024-11-01,8324,67
1768,2024-11-02,7928,63
1769,2024-11-03,5172,67
1770,2024-11-04,7146,59
1771,2024-11-05,5108,66
1772,2024-11-06,7421,55
1773,2024-11-07,7581,76
1774,2024-11-08,6573,61
1775,2024-11-09,9224,69
1776,2024-11-10,7157,52
1777,2024-11-11,5162,56
1778,2024-11-12,5005,53
1779,2024-11-13,6773,65
1780,2024-11-14,6960,55
1781,2024-11-15,6704,50
1782,2024-11-16,6976,60
1783,2024-11-17,7768,64
1784,2024-11-18,4884,60
1785,2024-11-19,6411,62
1786,2024-11-20,8537,61
1787,2024-11-21,8049,64
1788,2024-11-22,7459,67
1789,2024-11-23,5010,63
1790,2024-11-24,7191,51
1791,2024-11-25,7180,54
1792,2024-11-26,7549,77
1793,2024-11-27,7756,60
1794,2024-11-28,6586,56
1795,2024-11-29,7257,65
1796,2024-11-30,8986,72
1797,2024-12-01,6333,74
1798,2024-12-02,4700,38
1799,2024-12-03,4710,58
1800,2024-12-04,6201,51
1801,2024-12-05,6505,62
1802,2024-12-06,6908,53
1803,2024-12-07,8233,68
1804,2024-12-08,6734,62
1805,2024-12-09,7975,56
1806,2024-12-10,5293,53
1807,2024-12-11,4405,48
1808,2024-12-12,7922,83
1809,2024-12-13,6379,65
1810,2024-12-14,4816,49
1811,2024-12-15,5790,63
1812,2024-12-16,7762,57
1813,2024-12-17,5655,62
1814,2024-12-18,6626,59
1815,2024-12-19,5914,67
1816,2024-12-20,5426,56
1817,2024-12-21,4897,62
1818,2024-12-22,6789,57
1819,2024-12-23,6111,53
1820,2024-12-24,7610,65
1821,2024-12-25,7905,59
1822,2024-12-26,5079,56
1823,2024-12-27,9505,80
1824,2024-12-28,7594,60
1825,2024-12-29,5277,52
1826,2024-12-30,6031,51
1827,2024-12-31,5666,63
1828,2025-01-01,5440,57
1829,2025-01-02,6909,62
1830,2025-01-03,7421,59
1831,2025-01-04,5975,59
1832,2025-01-05,4360,56
1833,2025-01-06,4586,45
1834,2025-01-07,7520,54
1835,2025-01-08,5465,43
1836,2025-01-09,8551,61
1837,2025-01-10,6913,65
1838,2025-01-11,8251,62
1839,2025-01-12,5495,57
1840,2025-01-13,9024,70
1841,2025-01-14,6816,56
1842,2025-01-15,6242,58
1843,2025-01-16,6436,59
1844,2025-01-17,5922,61
1845,2025-01-18,6020,53
1846,2025-01-19,7252,71
1847,2025-01-20,6627,59
1848,2025-01-21,8342,68
1849,2025-01-22,6054,58
1850,2025-01-23,6942,59
1851,2025-01-24,5012,54
1852,2025-01-25,4573,51
1853,2025-01-26,7320,74
1854,2025-01-27,8032,59
1855,2025-01-28,7580,58
1856,2025-01-29,6376,54
1857,2025-01-30,4515,54
1858,2025-01-31,8427,62
1859,2025-02-01,5055,46
1860,2025-02-02,5683,63
1861,2025-02-03,8717,61
1862,2025-02-04,7222,60
1863,2025-02-05,5517,58
1864,2025-02-06,9434,69
1865,2025-02-07,6715,51
1866,2025-02-08,5580,63
1867,2025-02-09,6991,63
1868,2025-02-10,5910,60
1869,2025-02-11,8681,61
1870,2025-02-12,3889,49
1871,2025-02-13,6479,58
1872,2025-02-14,6093,66
1873,2025-02-15,5285,61
1874,2025-02-16,5562,62
1875,2025-02-17,6309,59
1876,2025-02-18,8729,64
1877,2025-02-19,6261,60
1878,2025-02-20,6625,55
1879,2025-02-21,7920,64
1880,2025-02-22,7042,62
1881,2025-02-23,5254,55
1882,2025-02-24,7575,59
1883,2025-02-25,6596,67
1884,2025-02-26,8445,60
1885,2025-02-27,6273,64
1886,2025-02-28,6323,63
1887,2025-03-01,7717,70
1888,2025-03-02,3495,42
1889,2025-03-03,9211,65
1890,2025-03-04,10187,76
1891,2025-03-05,6647,66
1892,2025-03-06,7242,62
1893,2025-03-07,6091,72
1894,2025-03-08,4928,49
1895,2025-03-09,5171,61
1896,2025-03-10,7958,67
1897,2025-03-11,8173,63
1898,2025-03-12,8452,67
1899,2025-03-13,7387,60
1900,2025-03-14,5739,69
1901,2025-03-15,8080,64
1902,2025-03-16,8459,60
1903,2025-03-17,5291,65
1904,2025-03-18,7267,69
1905,2025-03-19,5166,54
1906,2025-03-20,5539,58
1907,2025-03-21,5660,57
1908,2025-03-22,6547,62
1909,2025-03-23,5467,55
1910,2025-03-24,9641,73
1911,2025-03-25,5179,63
1912,2025-03-26,7197,60
1913,2025-03-27,7243,58
1914,2025-03-28,5626,64
1915,2025-03-29,7246,65
1916,2025-03-30,6833,58
1917,2025-03-31,9538,68
1918,2025-04-01,5217,67
1919,2025-04-02,7406,59
1920,2025-04-03,9604,71
1921,2025-04-04,6105,59
1922,2025-04-05,8397,62
1923,2025-04-06,6729,55
1924,2025-04-07,8015,81
1925,2025-04-08,4208,47
1926,2025-04-09,9862,71
